-14314488.011052221,14190733.072747864,17913981.997131094,21369360.50151294
-24270028.71592343,6712707.077742803,8562571.78835819,22310170.092361916
-13172973.634774461,-7981518.73692145,21589191.932902675,25378551.883702293
9892378.578108214,24416614.971158847,-4208436.251696897,24137485.766973585
-12794699.136073533,22904841.40736923,-3892794.172078592,21323517.139190335
-1137340.0401939098,24288296.14273584,-10547929.685482427,23345323.465260234
-18297158.190472588,9058928.77981611,-16543525.015940672,24659611.49833465
-18999760.124943595,14897050.82814812,-11322462.47900464,23360058.56872136
16811513.164866026,20038235.458921466,5119941.415459581,24934357.79520379
8935839.078272939,12670456.353698984,21512517.491880786,23749933.567089137
