-14316643.01511032,14190815.299660556,17912123.061079606,21369197.411777943
-24271112.505391065,6712551.514478742,8559608.121153895,22310386.230758842
-24051255.629350003,-6547130.3582313545,10165630.640412511,25375290.752110668
-13171716.898876144,-7983971.468959016,21589050.50475609,25379201.24120482
9891958.052461762,24416271.050523352,-4211580.8354295315,24137857.508962095
-12795191.240154989,22905083.18027304,-3889648.306071593,21323002.09601375
-1138154.7167573767,24289385.276636828,-10545214.399719145,23344624.043083012
-18296165.743734077,9056983.791478086,-16545638.394436471,24660308.512381826
-18999139.65636742,14895793.663010167,-11325235.13873125,23360686.933611948
16811668.237662863,20038935.482633278,5116860.940362761,24934571.24626718
8934359.257439114,12672758.390717242,21511774.48578276,23749324.083334144
