-14361845.623213327,14192565.413644765,17873001.34752532,21365781.269902136
-24293788.317101974,6709296.509120144,8497329.30812953,22314914.00385532
-13145359.29308469,-8035491.4862193065,21585973.947947063,25392991.99123253
9883079.539990852,24408974.52949833,-4277596.563765723,24145685.990744036
-12805469.909170069,22910092.02034695,-3823566.0252164383,21312390.636056468
-1155222.0453915,24312194.170595836,-10488141.327483963,23330348.526006494
-18275319.626568496,9016070.817399492,-16589935.304997986,24674929.997475248
-18986083.352576837,14869318.270614143,-11383405.891362736,23375134.823939297
16814887.15249142,20053557.935982913,5052146.174823652,24939180.564231157
8903327.481060695,12721103.919839937,21496065.159843214,23736762.77094707
