-14374742.216462646,14193073.606278516,17861794.26777152,21364787.165897943
-24300237.728792224,6708370.615191058,8479520.751272457,22316206.715985477
-13137840.437988084,-8050215.880130673,21585057.56677471,25396845.22616228
9880526.145474717,24406863.82322094,-4296450.952281349,24147892.151971992
-12808387.23128422,22911499.106299955,-3804678.7283286843,21309392.70609901
-1160084.1111795744,24318688.900965717,-10471816.51852592,23326277.35530739
-18269361.976615477,9004357.497250114,-16602562.061165212,24679129.79372931
-18982343.743785188,14861727.601626713,-11400006.746534074,23379179.924013097
16815793.615082085,20057708.42446676,5033647.598686109,24940502.348424066
8894476.86821804,12734917.84457991,21491539.55458629,23733161.377559736
