-14449808.301489687,14196109.809945263,17796159.327967566,21359219.708828535
-3948999.409156679,18009370.84073456,18903995.436859816,20942551.66359347
-13094086.185356677,-8136146.1424670685,21579381.07911287,25419861.487503733
9865483.037594825,24394321.73617796,-4406369.701334954,24160993.09489245
-12825233.259721426,22919493.82973369,-3694444.956973283,21291745.126396693
-1188319.7654526886,24356378.415943477,-10376427.946336463,23302528.394223485
-18234595.561020058,8935818.52759861,-16675956.089283042,24703619.23735278
-18960448.415312167,14817216.061064601,-11496672.717489144,23403325.214442305
16820963.399260297,20081677.509275634,4925663.644760268,24948201.31468994
8842986.932395497,12815506.222191144,21464810.677011177,23712243.64450322
