-7107516.109121827,14519516.656233061,21709524.773915317,21975024.006851036
-372020.0601900304,23245100.484951057,12519618.30899269,20930789.915820673
-19507991.199213717,7644907.316626015,16397454.299940906,21867760.66380698
-26159831.15743065,-5898702.623959793,1187093.489667414,25788736.33107406
-17433228.076318953,-1140143.2435908401,19961677.875169013,23610816.97176275
10434601.138767019,23876471.55757455,5313309.670610371,23233230.469077908
-10109414.588377291,21059686.69137405,-12662328.807440035,23134103.495095033
2173631.7343657073,20039750.78553696,-17427001.25510696,25486484.372795798
-20094301.558217928,17227024.760578033,-2228260.7607347383,21561871.32542985
15841024.413757702,16445129.141092217,13547226.507118927,24604317.787367836
