-7257495.429753558,14500163.671315437,21671405.181772143,21962188.992161267
-421329.69513312913,23162902.192310598,12668966.813219693,20925911.991017584
-26149988.356864218,-5912402.44336207,1368071.3165209235,25777425.161010962
10433722.287083097,23918277.33427746,5132809.690735245,23245300.413871318
-10185552.279266864,21112429.469367445,-12510612.660591448,23095602.045770578
2091733.4042036943,20136317.17383613,-17321293.22030952,25444642.341038346
-20874963.29341264,13400234.040196232,-9010275.593950057,22757030.534868054
-20092227.25592904,17207656.464584596,-2414230.3883913993,21590796.20432263
15864356.00475538,16543961.545913836,13402829.516537257,24603561.708696164
14009041.211481296,6168927.208184218,21662444.065404877,25688969.296192154
