20194070.789652538,-11166015.20038751,-12470912.708117362,34615366272991.39
-363586.3664991157,23259185.666899204,12493776.083412522,20931639.828675684
-19487896.068094697,7650002.176767954,16418982.429182308,21866827.40871204
-26161403.94931444,-5896318.078083761,1155881.7455238802,25790715.25992916
-17448467.000744715,-1119700.072757436,19949563.46391056,23605802.34195389
10434732.32109167,23869135.422531992,5344392.420204551,23231170.597387817
-10096187.347474094,21050544.25313622,-12688395.574914895,23140737.601086337
2187823.2470755856,20023064.10141824,-17445102.129253935,25493684.48968715
-20094566.582060874,17230269.110150844,-2196180.5418253136,21556910.06274939
15837000.33407075,16427979.632556608,13572024.719495827,24604487.46892258
