-7422757.849671993,14479443.206398688,21627641.514814902,21948045.084626943
-476524.7305930983,23071211.352135196,12832693.646839743,20920801.432999253
-19751243.173794147,7584125.13722238,16132030.268100934,21878935.128864303
-26137699.933592223,-5927269.66194522,1567660.4034066417,25765084.205610946
-17247480.768021934,-1391181.3675331492,20106033.72014125,23672886.90329414
10432509.64860714,23962935.20157136,4933213.10029324,23258952.06385087
-10268417.428539116,21170057.41769544,-12342164.15539166,23053220.086826045
2002180.340315668,20242434.690596398,-17203224.894010134,25398483.897584233
-20088882.373958174,17185187.983804807,-2619237.2307405034,21623061.36463215
15890076.274635196,16651757.089921365,13242381.01196746,24603044.26611464
