-11572535.542160325,14174804.177537197,19876816.7753537,21591686.885248836
-2214734.1086682696,20363697.066592842,16657342.121812755,20876786.801145114
-22712113.700577963,6951393.508724361,11978635.456255589,22088488.860626075
-14781659.202478848,-5087993.557402201,21425224.93585833,24616369.754074417
10261865.262610795,24587850.39782498,-380754.90615947085,23716654.204487145
-12019252.467427354,22412168.162052833,-7597771.882805,21990785.59755793
-22162.272293819115,22795125.386536967,-13634827.950414928,24190829.040928308
-19646041.880483925,16174446.507533565,-7831660.862344962,22569969.038771562
16522297.870861512,18948354.29754752,8728919.348210126,24720722.108508352
10846826.64012282,9928572.267605504,22069607.755064756,24508616.247501716
