-11531871.26647825,14175894.48632433,19900506.627187602,21595017.887512293
-2193873.543721471,20393920.878178556,16623052.992228283,20876424.65677636
-14805632.363229565,-5048163.10263588,21418136.571709517,24606008.02418321
10265320.480631515,24586671.300773025,-326305.9376166472,23711118.541714456
-12005547.270710837,22402507.33576965,-7648713.204304327,22000877.808836147
-4382.259928040206,22771618.520052515,-13675653.162688678,24202979.627540447
-19474474.29652029,11204326.023885392,-13709647.969180174,23826701.420030203
-19653498.875180088,16189149.689621527,-7780362.472828626,22559321.31726182
16516962.959165642,18929378.455033764,8778262.818050342,24718365.43915239
10875565.093923606,9890480.972316667,22072617.09197405,24519681.587622404
