-11100909.25033081,14189817.434540378,20142866.50880731,21631125.180050526
-1978137.3883825382,20709390.62837258,16255733.924442664,20873165.305106945
-15059841.317051949,-4631010.775266498,21335482.1855065,24497085.021467812
10299096.161225963,24567957.21626354,247066.40856383098,23653555.08965135
-11856390.856962059,22296613.171430524,-8182174.49850407,22108065.300146244
186387.00618713722,22520465.406043142,-14100369.052214583,24331405.918463252
-19638098.4194498,11479726.401145231,-13253965.870479552,23707855.595300183
-19728722.159347415,16338371.432056589,-7237397.426607412,22448151.96546701
16459116.295038681,18723513.68458964,9294504.277622215,24695088.942713786
11180794.5985234,9491000.696410114,22096026.16347433,24636937.90691895
