20194070.805703916,-11166015.22794078,-12470912.659814307,34607871467753.086
-342589.27040682174,23294286.049999315,12429052.27436496,20934471.36644444
-19437555.836181156,7662814.648884492,16472650.611890092,21865257.395171784
-26165176.127975926,-5890327.071030709,1077842.0998607979,25796274.310356177
-17486572.18112559,-1068681.6083340673,19919091.118434016,23593809.444234356
10435034.832003996,23850630.08370126,5422049.579940295,23226702.185569536
-10062990.50846529,21027626.082046665,-12753444.410289403,23157982.259623595
2223393.4481733087,19981300.185522,-17490193.428796943,25512328.28050745
-20095109.38640704,17238258.174839817,-2115959.698151288,21545204.66172967
15826939.049434924,16384965.384998508,13633893.645834167,24605559.22203316
