20194070.810831703,-11166015.236743037,-12470912.644383298,34605473129877.344
-335896.4454464959,23305484.110063422,12408305.085865973,20935172.28061528
-19421416.173099898,7666937.414836565,16489778.44175822,21864627.529562473
-26166335.0212413,-5888400.9105334375,1052866.4321099513,25797808.34591001
-17498768.11106683,-1052382.7581208525,19909283.80248876,23589833.2943334
10435124.060669374,23844658.595104046,5446884.74601976,23225077.91057722
-10052328.68012196,21020273.648714248,-12774224.306272887,23163288.88828845
2234803.4826870896,19967921.601516467,-17504574.03473251,25518088.793698266
-20095246.87114077,17240777.98699945,-2090283.0336083062,21541257.295962878
15823719.209057894,16371158.490880411,13653653.402001522,24605724.410156842
