-63	0	-81	-81	-81	0	0	0	0	0	0	0	-89	-86	-87	-85	0	-90	0	0	0	0	0	0	0	0	0	-87	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-93	0	0	0	0	0	0	0	0	0	0	5841	-1354	-2146	27726	-4970	100	18	751	635	0	0	-1	17	747	634	1603352339
-58	0	-82	-82	-83	0	0	0	0	0	0	0	-89	-87	-87	0	-94	-89	0	0	-85	0	0	0	0	0	0	-87	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5796	-1422	-2160	27753	-4971	99	17	751	636	0	0	-1	17	747	634	1603352340
-53	-75	-82	-82	-83	0	0	0	0	0	0	0	-86	-87	-87	-88	-93	-92	-76	-71	0	0	0	-71	0	0	-87	-87	-85	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-94	0	0	0	0	0	0	0	0	5841	-1369	-2131	27744	-4963	100	17	750	637	0	0	0	17	746	635	1603352342
-55	0	-76	-76	-75	0	0	0	0	0	0	0	-82	-83	-83	-83	0	-93	-74	0	-86	-71	-72	-71	-71	-71	0	-82	0	-83	0	0	0	0	0	0	0	0	0	0	0	0	0	-83	0	0	0	0	0	0	0	0	0	0	0	0	-86	0	0	0	0	0	5826	-1354	-2146	27742	-4957	101	17	750	639	0	0	0	17	746	635	1603352344
-58	0	-76	-76	-76	0	0	0	0	0	0	0	-82	-84	-83	-87	0	-91	0	-71	-87	0	0	0	0	0	0	-83	0	-83	-89	0	0	0	0	0	0	0	0	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-94	0	0	0	0	5826	-1257	-2101	27741	-4956	102	17	750	639	0	0	0	17	746	636	1603352345
0	-72	-79	-82	-79	0	0	0	0	0	0	0	-88	-87	-86	-84	-94	-91	-73	-74	-85	0	0	0	0	0	0	-87	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5781	-1362	-2078	27741	-4955	103	17	750	639	-1	-1	-1	17	746	636	1603352347
-60	0	-74	-74	-74	0	0	0	0	0	0	0	-82	-82	-83	-86	0	-92	-70	0	-86	0	0	0	0	0	0	-82	-89	-82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	0	0	0	5796	-1309	-2161	27741	-4955	104	17	750	639	-1	-1	-1	17	746	636	1603352348
-53	0	-79	-81	-81	0	0	0	0	0	0	0	-87	-88	-87	-84	-94	0	-71	-71	-90	0	0	0	0	0	-87	-87	0	-87	0	0	0	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-93	0	0	5841	-1414	-2160	27740	-4953	105	17	750	639	-1	-1	-1	18	745	636	1603352350
-52	-71	-76	-75	-75	0	0	0	0	0	0	0	-82	-83	-83	-84	0	-92	-71	-71	-84	-72	0	0	-73	0	0	-83	-91	-84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-93	0	0	0	0	5826	-1354	-2101	27740	-4952	105	18	750	639	-1	-1	-1	18	745	636	1603352352
-58	-71	-79	-80	-82	0	0	0	0	0	0	0	-86	-87	-88	-86	0	-92	-72	-71	-91	0	0	0	0	0	0	-88	0	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5796	-1339	-2116	27741	-4956	105	18	750	638	-1	-1	-1	18	746	636	1603352353
0	-70	-83	-82	-83	0	0	0	0	0	0	0	-88	-88	-87	-84	-95	-91	-70	-71	0	0	0	0	0	0	0	-87	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	5796	-1429	-2071	27740	-4952	104	17	750	639	-1	-1	-1	17	745	636	1603352355
-59	0	-83	-82	-81	0	0	0	0	0	0	0	-88	-86	-87	-83	0	0	0	0	-85	0	0	0	0	0	0	-88	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5826	-1370	-2086	27739	-4952	106	17	750	639	-1	-1	-1	18	745	636	1603352356
