-53	-76	-79	-79	-79	0	-90	0	0	0	0	0	-82	-82	-81	-86	-94	-93	-76	-78	0	0	0	0	-85	0	0	-82	0	-82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5552	-886	-2641	28390	-4851	147	25	737	651	0	0	-1	25	734	649	1603352339
-62	-74	-83	-82	-82	0	0	0	-91	-89	0	0	-86	-87	-86	-87	-91	-91	-68	-74	0	0	0	0	0	0	0	-87	0	-87	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5582	-840	-2626	28394	-4865	149	25	738	649	-1	0	-1	25	735	647	1603352340
0	-75	-82	-82	-83	0	0	0	0	0	0	0	-88	-88	-87	-91	0	0	-76	-75	0	0	0	0	0	0	0	-88	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5619	-811	-2626	28388	-4850	150	26	737	653	0	-1	-1	25	734	649	1603352342
-55	-73	-83	-83	-83	0	0	0	0	0	0	0	-86	-87	-87	-92	-91	-91	-78	-71	0	0	0	-79	0	0	0	-87	0	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5612	-796	-2566	28385	-4843	151	26	737	654	-1	-1	-1	25	733	650	1603352344
-56	-74	-78	-78	-80	0	0	-74	0	0	0	0	-82	-84	-83	-90	-93	-95	-73	0	0	0	0	0	0	0	0	-83	-88	-83	0	0	-86	0	0	0	0	0	0	0	-79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5567	-788	-2626	28385	-4842	152	26	737	654	0	-1	-1	26	733	650	1603352345
-55	0	-82	-82	-81	0	0	0	0	0	0	0	-88	-87	-86	-90	-91	-92	-74	-80	-90	0	0	0	0	0	0	-87	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5552	-811	-2566	28385	-4843	152	26	737	654	-1	-1	-1	26	733	650	1603352347
-63	-77	-77	-77	-78	0	0	0	0	0	0	-87	-82	-83	-82	-90	0	0	-71	-78	0	0	0	-80	0	0	0	-82	-88	-83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-95	0	0	0	0	0	0	0	0	0	0	0	0	0	5552	-781	-2551	28384	-4839	152	25	737	654	-1	-1	0	26	732	651	1603352348
-57	0	-77	-76	-77	0	0	0	0	0	0	0	-83	-83	-83	-89	0	0	0	-80	-88	0	0	-76	0	0	0	-83	0	-82	0	0	0	0	0	0	0	0	0	0	-77	0	0	0	0	0	0	0	0	0	0	0	-95	0	0	0	0	0	0	0	0	0	0	5582	-826	-2536	28383	-4838	153	25	737	654	-1	-1	0	26	732	651	1603352350
-54	-73	-78	-80	-79	0	0	0	0	-87	0	0	-82	-83	-83	-88	0	0	-75	-74	-85	0	0	0	0	0	0	-82	0	-83	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-95	0	0	0	0	0	0	0	0	0	5507	-825	-2611	28384	-4839	152	26	737	654	-1	-1	0	26	732	650	1603352352
-58	-70	-79	-78	-79	0	0	0	0	0	0	0	-82	-82	-84	-88	0	0	-84	-82	0	0	-76	0	-76	0	0	-84	0	-83	0	0	-86	0	0	0	0	0	0	0	-81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5567	-781	-2537	28383	-4836	152	26	737	654	-1	-1	0	26	732	651	1603352353
-53	-77	-78	-78	-78	0	0	0	0	0	0	0	-83	-82	-83	-93	0	-95	-78	-77	0	0	0	0	0	0	-91	-82	-89	-83	0	-96	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-95	0	0	0	0	0	0	0	0	0	5567	-855	-2596	28383	-4837	153	26	737	654	-1	-1	0	26	732	651	1603352355
-58	-69	-77	-76	-76	0	0	0	0	0	0	0	-83	-83	-83	-92	-95	0	-75	-77	-84	0	0	-75	0	0	0	-83	-87	-83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5612	-803	-2611	28383	-4838	153	26	737	654	-1	-1	0	26	732	651	1603352356
-53	-75	-77	-78	-78	0	0	0	0	0	0	0	-82	-82	-83	-91	0	-94	-67	-68	0	-75	-75	-74	-75	-75	0	-82	-88	-83	0	0	0	0	0	0	0	0	0	0	-79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5551	-773	-2596	28383	-4837	153	26	737	654	-1	-1	0	26	732	651	1603352358
-58	-67	-77	-77	-76	0	0	0	0	0	0	0	-82	-82	-83	0	0	0	-76	-77	0	0	0	0	0	0	0	-83	0	-83	0	0	0	0	0	0	0	0	0	0	-80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5567	-788	-2566	28383	-4838	153	26	737	654	-1	-1	0	26	732	651	1603352360
-58	0	-77	-78	-77	0	0	0	0	0	0	0	-82	-83	-83	-89	-95	0	0	0	0	0	0	0	-76	0	0	-83	0	-83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5567	-818	-2566	28385	-4841	153	26	737	653	-1	-1	0	26	733	650	1603352361
-53	-67	-77	-77	-77	0	0	0	0	0	0	0	0	-83	-83	-92	0	-93	0	-68	0	0	0	0	0	0	0	-83	0	-83	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5612	-826	-2566	28383	-4838	153	26	737	654	-1	-1	0	26	732	651	1603352363
-58	-68	-81	-81	-81	0	0	0	0	0	0	0	-87	-87	-87	0	-93	-90	0	0	0	0	0	-75	0	0	0	-87	-88	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5566	-728	-2552	28383	-4838	154	25	737	654	-1	-1	0	26	732	651	1603352364
-59	-76	-81	-82	-82	0	0	0	0	0	0	0	-87	-88	-86	-90	-93	-90	-77	-77	0	0	0	0	0	0	-89	-86	0	-87	0	0	0	0	0	0	0	0	0	0	-78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5567	-810	-2596	28385	-4843	154	26	737	653	-1	-1	0	26	733	650	1603352366
-52	-79	-82	-81	-83	0	0	0	0	0	0	0	-88	-88	-88	0	-93	-90	-81	-69	0	0	-77	-75	0	-75	0	-88	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	5552	-863	-2566	28383	-4839	154	26	737	654	-1	-1	0	26	732	651	1603352368
-58	-83	-78	-79	-78	0	0	0	0	0	0	-85	-82	-83	-83	-90	-93	-94	-83	-69	0	0	0	0	0	0	0	-83	0	-84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-97	0	0	0	0	0	0	0	0	0	0	5582	-811	-2566	28383	-4837	152	25	737	654	-1	-1	0	26	732	651	1603352369
-59	0	-77	-77	-76	0	0	-75	0	0	0	0	-82	-83	-83	-91	0	0	0	0	-85	-75	-76	-76	-77	-75	-90	-83	-89	-83	-89	0	0	0	0	0	0	0	0	0	-80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5590	-863	-2566	28385	-4842	154	25	737	653	-1	-1	0	26	733	650	1603352371
-58	-70	-77	-78	-77	0	0	0	-88	0	0	0	-82	-83	-83	-93	-94	-94	-69	-78	0	0	0	0	0	0	0	-83	0	-83	0	-90	0	0	0	0	0	0	0	0	-77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5567	-781	-2566	28383	-4838	154	25	737	654	-1	-1	0	26	732	651	1603352372
-57	-77	-80	-81	-81	0	0	0	0	0	0	0	-88	-87	-88	-88	-92	-90	-78	-73	0	0	0	0	0	0	0	-88	0	-87	0	0	-86	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	5522	-810	-2566	28383	-4839	154	26	737	654	-1	-1	0	26	732	651	1603352374
