-50	-79	-75	-74	-75	0	0	0	0	0	0	0	-82	-84	-83	-89	0	-90	-77	-69	0	-81	-81	-82	-83	-81	0	-83	0	-83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-95	0	0	0	0	0	0	0	0	6005	-1068	-2460	28073	-4933	124	21	746	639	0	0	0	21	743	639	1603352339
-55	-73	-75	-75	-78	0	-84	0	0	0	0	0	-83	-84	-84	-85	0	-91	0	-72	0	0	0	0	0	0	0	-83	0	-84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-93	0	0	0	0	0	-86	0	0	5944	-1076	-2460	28081	-4940	126	21	747	639	0	0	0	21	744	638	1603352340
-59	-77	-77	-77	-76	0	0	0	0	0	0	0	-82	-83	-82	-88	-95	-89	-78	-79	0	-79	-79	-80	-81	0	0	-83	0	-82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5975	-1068	-2430	28079	-4934	123	22	746	642	0	0	0	21	743	638	1603352342
-62	0	-79	-80	-79	0	0	0	-85	-88	0	0	-87	-86	-87	-88	0	-90	0	0	0	0	0	0	0	0	-86	-86	-87	-87	0	0	0	0	0	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	-94	0	0	0	0	0	0	0	-94	0	0	0	0	0	0	5944	-1038	-2423	28077	-4929	124	21	746	642	0	0	0	21	743	639	1603352344
-58	-80	-77	-75	-77	0	0	0	0	0	0	0	-82	-83	-82	-86	0	-90	-80	-83	-89	0	0	0	0	0	0	-83	0	-83	0	0	0	0	0	0	0	0	0	0	0	0	0	-86	0	0	0	0	0	0	0	-94	-93	0	0	0	0	-94	0	0	0	0	0	0	0	0	5990	-1083	-2415	28076	-4927	124	21	746	643	0	0	0	21	742	639	1603352345
-57	0	-76	-76	-75	0	0	0	-85	-88	0	0	-83	-82	-82	-88	0	-89	0	0	0	-83	-82	-86	-84	-81	-87	-81	-87	-83	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5944	-1053	-2400	28075	-4925	126	21	746	643	0	0	0	21	742	640	1603352347
-58	0	-77	-78	-76	0	-85	0	0	0	0	-88	-82	-82	-82	-87	0	-91	-75	-76	0	0	0	0	0	0	-86	-82	-86	-82	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	0	0	0	0	0	0	0	5960	-1038	-2415	28074	-4921	128	21	746	643	-1	-1	0	22	742	640	1603352348
-53	-72	-80	-80	-80	0	0	0	0	0	0	0	-86	-87	-86	-88	0	-92	-73	-71	-87	0	0	0	0	0	0	-86	0	-86	0	0	0	0	0	0	0	0	0	-89	0	0	0	-88	0	0	0	0	0	0	0	-95	-94	-94	0	0	0	0	0	0	0	0	0	0	0	0	5975	-1053	-2415	28074	-4921	129	22	746	643	-1	-1	0	22	742	640	1603352350
-53	0	-78	-77	-78	0	0	0	0	0	0	0	-83	-84	-83	-86	-93	-88	0	-73	-89	0	0	0	0	0	0	-83	0	-84	0	-91	0	0	0	0	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5990	-1053	-2415	28074	-4921	128	21	746	643	-1	-1	0	22	742	640	1603352352
-53	-72	-75	-76	-75	0	0	0	0	0	0	0	-83	-83	-84	-87	0	-90	-78	-79	0	0	0	0	0	0	0	-83	0	-82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-96	0	0	0	0	0	0	0	0	0	0	0	0	0	6035	-1054	-2415	28073	-4919	128	22	746	643	-1	-1	0	22	742	640	1603352353
-54	-79	-79	-80	-80	0	0	0	0	0	0	0	-86	-86	-87	-89	0	0	-78	-74	-89	0	0	0	0	0	-86	-87	0	-87	0	0	0	0	0	0	-89	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5997	-1039	-2415	28073	-4920	130	22	746	643	-1	-1	0	22	742	640	1603352355
-53	0	-78	-79	-76	0	-88	0	-87	-88	-86	0	-83	-84	-83	-87	-93	-89	-80	-75	0	0	0	0	0	0	-88	-84	0	-82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5990	-1098	-2452	28074	-4921	129	21	746	643	-1	-1	0	22	742	640	1603352356
-51	-81	-81	-80	-81	0	0	0	0	0	0	0	-86	-85	-86	-89	0	-93	0	-75	0	0	0	0	0	0	-89	-86	-89	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-95	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	6005	-1053	-2430	28073	-4920	128	21	746	643	-1	-1	0	22	742	640	1603352358
-52	-79	-77	-78	-78	0	-86	0	-84	-88	0	0	-82	-84	-84	-87	-95	-90	-74	-80	0	0	0	0	0	0	-90	-83	0	-83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6005	-1076	-2415	28073	-4918	129	21	746	643	-1	-1	0	22	741	640	1603352360
-52	-79	-80	-82	-81	0	0	0	0	0	0	0	-86	-87	-87	-90	0	0	-80	-75	0	0	0	0	0	0	-87	-86	-86	-87	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-96	-96	0	0	0	0	0	0	0	0	0	0	0	0	0	5944	-1083	-2445	28075	-4923	129	21	746	642	-1	-1	0	22	742	640	1603352361
-57	-75	-77	-75	-77	0	0	0	0	0	0	0	-83	-84	-84	-88	-93	-91	-80	-81	0	0	0	0	0	0	0	-83	0	-84	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5989	-1038	-2437	28072	-4918	129	21	746	643	-1	-1	0	22	741	640	1603352363
-52	-76	-80	-81	-80	0	0	0	-87	0	0	0	-87	-87	-86	-87	0	0	0	0	0	0	0	0	0	0	0	-86	0	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-95	0	0	0	0	0	0	0	0	0	0	0	0	5990	-1053	-2415	28073	-4918	129	22	746	643	-1	-1	0	22	741	640	1603352364
-57	-80	-76	-77	-77	0	0	0	0	0	0	0	-82	-83	-83	-87	-95	-91	-76	-78	0	0	0	0	0	0	0	-84	0	-83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5989	-1038	-2430	28074	-4922	129	21	746	643	-1	-1	0	22	742	640	1603352366
-56	-79	-81	-80	-79	0	0	0	0	0	0	0	-86	-86	-87	-91	0	-94	-75	-80	0	0	0	0	0	0	0	-86	0	-87	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5997	-1083	-2475	28073	-4919	129	21	746	643	-1	-1	0	22	742	640	1603352368
-52	-79	-77	-77	-76	0	0	0	0	0	0	0	-82	-83	-83	-90	0	-91	0	0	0	0	0	0	0	0	-89	-84	-87	-83	0	0	0	0	0	0	0	0	0	0	0	0	0	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6080	-1061	-2415	28072	-4917	129	21	746	643	-1	-1	0	22	741	641	1603352369
0	-81	-82	-81	-81	0	0	0	-83	-86	0	0	-87	-86	-85	-88	0	0	-76	-81	0	0	0	0	0	0	-88	-85	-88	-86	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-95	-93	0	0	0	0	0	0	0	0	0	0	0	-91	0	6065	-1069	-2400	28074	-4922	129	21	746	643	-1	-1	0	22	742	640	1603352371
-57	0	-79	-80	-79	0	-87	0	0	0	0	0	-85	-85	-85	-89	0	0	-77	0	-88	0	0	0	0	-82	-87	-87	-86	-86	0	0	-82	0	0	0	0	0	0	0	0	0	0	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6005	-1083	-2445	28072	-4918	129	22	746	643	-1	-1	0	22	741	640	1603352372
-54	-78	-76	-75	-77	0	0	0	0	0	0	0	-82	-83	-83	-90	0	-88	0	0	0	0	0	0	0	0	-88	-83	-88	-82	-86	-91	0	0	0	0	0	0	0	0	0	0	0	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6020	-1068	-2415	28072	-4917	129	22	746	643	-1	-1	0	22	741	641	1603352374
