0	-53	-51	-65	0	0	-80	-80	-69	0	-70	-70	-75	-80	0	0	-86	-82	-82	-83	-84	-86	-83	-84	-84	-86	-84	-86	-87	0	-87	-86	-87	-57	0	0	-93	-92	0	-95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-87	0	0	-94	0	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3227	-3008	-769	8554	-7916	-246	-43	977	185	0	0	-1	-42	962	184	1606974583
-53	-63	-54	0	-61	-57	0	-77	-67	0	-67	-68	-77	-75	-87	-84	0	-87	-87	-87	0	0	-86	-88	0	0	-87	-86	-87	0	-87	-86	-87	-57	0	0	0	-95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3258	-2978	-770	8549	-7920	-244	-43	977	186	-1	0	0	-42	962	183	1606974585
0	-55	-51	0	0	-61	0	0	-69	0	-71	-71	-75	0	0	0	0	-83	-83	-83	0	-85	-84	-84	0	0	-85	-86	-86	0	-86	-86	-87	-59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3258	-3023	-799	8554	-7915	-243	-43	977	186	-1	-1	0	-42	962	184	1606974586
-49	-58	-51	-65	-60	-53	-74	-75	-68	-83	-67	-68	-77	-76	0	0	-86	-88	-89	-88	0	-86	-89	-90	0	-85	-85	-86	-87	0	-86	-85	-86	-55	0	0	-95	-94	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3205	-3023	-792	8562	-7907	-244	-43	976	188	-1	-1	0	-42	961	185	1606974588
-51	-53	-53	-68	-59	-54	0	-81	-66	-83	-68	-67	-75	-80	0	0	-85	-91	-89	-89	0	-86	-89	-88	0	-85	-83	-86	-87	0	-87	-87	-87	-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3167	-3008	-806	8566	-7902	-244	-43	976	188	-1	-1	0	-42	961	186	1606974589
-55	0	-53	-66	-64	0	0	-74	-72	-81	-69	-71	-76	-77	0	0	0	-83	-83	-84	0	-86	-84	-83	0	0	-84	-87	-86	0	-87	-86	-87	-60	-66	0	-94	-94	0	-93	-93	0	0	0	0	0	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3167	-3031	-732	8564	-7905	-244	-43	976	187	-1	-1	0	-42	961	186	1606974591
-51	-58	-53	0	-65	0	0	-80	-67	0	-68	-68	-77	0	0	-85	-85	-88	-88	-88	-86	-90	-89	-88	0	-85	-83	-87	-87	0	-86	-86	-87	-62	-68	0	-95	-97	0	-96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3228	-3008	-792	8565	-7903	-244	-43	976	188	-1	-1	0	-42	961	186	1606974592
-57	-59	-54	-69	0	0	-76	-75	-67	0	-67	-66	-79	-76	0	-84	-85	-89	-87	-86	0	0	-87	-89	0	-88	-83	-86	-85	0	-87	-87	-86	-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3220	-3016	-851	8565	-7904	-244	-43	976	189	-1	-1	0	-42	961	186	1606974594
-56	-53	-53	-65	-63	0	-72	-72	-68	0	-68	-68	-79	-71	0	-89	0	-88	-88	-88	0	-88	-89	-89	0	0	-85	-86	-86	0	-86	-85	-87	-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3213	-2986	-799	8567	-7901	-244	-43	976	188	-1	-1	0	-42	961	186	1606974596
-51	-60	-54	-70	-60	0	-76	-79	-69	-83	-70	-70	-77	-78	0	-87	0	-87	-89	-89	0	0	-88	-89	0	0	-85	-86	-87	0	-87	-86	-87	-61	0	0	0	0	0	-95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3212	-3008	-784	8564	-7904	-244	-43	976	188	-1	-1	0	-42	961	186	1606974597
