0	0	-62	-67	0	-72	-77	-76	-81	0	-80	-83	-87	-78	0	0	0	-91	-92	0	0	0	0	-92	0	0	0	0	0	-78	0	0	0	-70	0	0	0	0	-87	0	0	0	0	-79	0	0	0	0	0	0	0	0	0	0	-94	-77	0	0	0	-79	-84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	-90	0	0	0	0	0	-85	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	3346	-3077	3522	22028	-8410	-119	-24	992	98	0	0	-1	-21	975	100	1606974583
-72	0	-65	-66	-69	0	0	-77	-82	-85	-85	-80	-83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-76	0	0	0	-73	0	0	0	0	-90	0	0	0	0	0	0	0	0	-77	0	0	0	0	0	0	0	-75	0	0	0	-81	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	-90	-89	0	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3286	-3048	3619	22044	-8420	-117	-22	994	90	0	0	-1	-20	975	99	1606974585
0	-56	-69	0	0	-68	-77	-78	-73	0	-74	-72	-77	-78	0	0	0	-86	-86	0	0	0	0	-87	0	0	0	0	0	-80	0	0	0	-54	-75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	0	0	0	0	-77	-86	0	-94	0	0	0	0	0	0	-87	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-87	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	3399	-3041	3671	22039	-8402	-114	-23	993	90	0	0	0	-20	975	102	1606974586
0	-57	-60	-71	0	0	-76	-76	-71	0	-71	-71	-75	-75	0	0	0	-86	-86	-86	0	0	-87	-87	0	0	0	0	0	-82	0	0	0	-63	0	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92	-78	0	0	0	-79	-87	0	-92	0	0	0	0	0	0	-86	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	0	-85	0	0	0	0	0	0	0	0	0	0	0	0	3346	-3070	3582	22038	-8401	-115	-16	993	105	-1	0	0	-20	975	102	1606974588
0	-64	-72	0	0	0	0	0	-82	0	-81	-81	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-86	0	0	0	-70	0	0	0	0	-90	0	0	0	0	0	0	0	0	-86	0	0	0	0	0	0	0	-79	0	0	0	-80	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-89	-92	-93	0	0	0	0	-84	-91	-77	-90	-91	0	0	0	0	0	0	0	0	0	0	3346	-3040	3589	22037	-8396	-115	-21	993	107	0	0	-1	-20	975	103	1606974589
0	-66	0	-67	0	0	-79	-83	-80	0	-81	-82	-84	-80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-79	0	0	0	-69	0	0	0	0	-88	0	0	0	0	-81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-79	-84	0	0	0	0	0	-88	0	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-89	-91	-92	0	0	0	0	-81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3331	-3010	3589	22038	-8399	-115	-19	991	107	0	0	-1	-20	975	102	1606974591
0	-63	0	-66	0	0	-83	-83	-82	0	-80	-84	-84	-83	0	0	0	-94	-93	0	0	-86	0	0	0	0	0	0	0	-76	0	0	0	-70	0	0	0	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-78	-86	0	0	0	0	0	0	0	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92	-95	-94	0	0	0	0	-84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3331	-3033	3648	22040	-8400	-110	-31	988	73	0	0	0	-19	975	102	1606974592
-70	0	-74	0	-66	-72	-80	0	-83	-86	0	-82	-83	-77	0	0	-92	0	0	0	-85	0	0	0	0	-85	0	0	0	-76	0	0	0	-68	0	0	0	0	-86	0	0	0	0	-79	0	0	0	-76	0	0	0	0	0	0	0	-78	0	0	0	-79	-85	0	0	0	0	0	0	0	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	-91	-91	0	-89	0	0	-84	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	3271	-3040	3581	22043	-8329	-73	-31	972	133	-9	-1	4	-13	973	114	1606974594
-64	-57	-63	-70	-71	0	-78	-77	-82	0	-83	-84	-96	-78	0	0	0	-90	-91	-90	0	0	-90	-90	0	0	0	-91	0	-77	0	0	0	-85	-69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-84	-87	0	0	0	0	0	0	0	0	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-93	0	-93	0	0	0	0	0	-91	0	-91	-91	0	0	0	0	0	0	0	0	0	0	1076	-2554	-821	18704	689	1647	-26	-64	1012	1	104	52	278	-113	933	1606974596
0	-67	0	-83	0	-76	-86	0	-86	0	-87	-87	-94	0	0	0	0	-91	-94	-93	0	0	-93	-91	0	0	0	0	0	0	0	0	0	-85	0	0	0	0	0	0	0	0	0	-83	0	0	0	0	0	0	0	0	0	0	0	-71	0	0	0	-90	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92	-92	0	0	0	0	0	0	-90	0	-91	-91	0	0	0	0	0	0	0	0	0	0	1405	-1985	-770	19410	391	133	-20	-58	968	-1	-1	0	22	-67	978	1606974597
