-43	0	-52	0	-55	0	0	0	-78	-75	-80	-78	-78	0	0	0	0	-87	-88	-86	0	-80	-88	-87	0	0	-88	0	0	0	0	0	0	-61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	-64	0	0	0	0	0	0	0	0	0	0	0	0	3792	-2421	2364	23387	-7663	-102	-18	965	227	0	0	0	-18	953	226	1606974583
-47	-50	-50	-51	-53	-67	-66	-68	-80	-71	-81	-80	-81	-64	0	0	0	-88	-87	-88	-80	-81	-87	-90	0	-81	-86	0	0	0	0	0	0	-54	0	0	0	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-63	0	0	0	0	0	0	0	-92	0	0	0	0	3867	-2407	2393	23389	-7669	-101	-18	965	228	0	0	0	-18	954	225	1606974585
-50	-56	-48	-49	-53	-67	-66	0	-83	-74	-84	-84	-76	-69	0	-84	0	-90	-90	0	0	-80	-91	-90	0	0	-85	-91	0	0	0	0	0	-57	0	0	0	0	-92	0	0	0	0	-82	0	0	0	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-65	0	0	0	0	0	0	0	0	0	0	0	0	3807	-2406	2319	23385	-7657	-102	-18	965	231	0	0	0	-18	953	227	1606974586
0	-47	-49	-49	0	-67	-64	-65	-84	-73	-84	-84	-76	-64	0	-83	0	-91	-90	-89	0	-80	-91	-91	0	-79	-85	-92	-92	0	0	0	0	-57	0	0	0	0	-93	0	0	0	0	0	-85	0	-85	0	-86	0	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-61	0	0	0	0	0	0	0	0	0	0	0	0	3777	-2451	2364	23382	-7648	-101	-18	965	232	0	0	0	-18	953	229	1606974588
-48	-48	-53	0	-53	0	-67	-67	-82	-68	-83	-84	-76	-65	0	-84	0	-91	-91	-90	0	-73	-91	-91	0	0	-86	0	0	0	0	0	0	-58	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-60	0	0	0	0	0	0	0	0	0	0	0	0	3807	-2421	2386	23381	-7644	-101	-18	965	232	0	0	0	-18	953	229	1606974589
-48	-52	-48	-49	-54	-68	-64	-65	-82	0	-81	-81	-81	-68	0	0	0	-87	-88	-88	0	-75	-89	-88	0	0	-86	0	0	0	0	0	0	-57	0	0	0	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-66	0	0	0	0	0	0	0	0	0	0	0	0	3792	-2451	2394	23381	-7646	-101	-18	965	232	0	0	0	-18	953	229	1606974591
0	-53	-52	-51	0	-67	-68	-68	-84	-75	-83	-83	-76	-65	0	-82	0	-93	-90	-91	0	-77	0	-90	-75	0	-87	0	0	0	0	0	0	-58	0	0	0	0	-93	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-62	0	0	0	0	0	0	0	0	0	0	0	0	3762	-2406	2378	23382	-7648	-101	-18	965	231	-1	-1	-1	-18	953	229	1606974592
0	-51	0	-49	-53	-67	-65	-67	-83	-74	-84	-83	-76	-69	0	-83	0	-91	-90	-90	0	0	-90	-92	0	0	0	0	-92	0	0	-92	0	-57	0	0	0	0	-93	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-61	0	0	0	0	0	0	0	0	0	0	0	0	3860	-2407	2378	23380	-7641	-101	-18	965	233	-1	-1	-1	-18	953	230	1606974594
-50	-56	-51	-50	-53	-67	-69	-68	-83	-73	-83	-84	-76	-66	0	-85	0	-90	-89	-91	0	-77	-90	-90	0	0	-85	0	-91	0	0	0	0	-57	0	0	0	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-61	0	0	0	0	0	0	0	0	0	0	0	0	3852	-2361	2393	23380	-7641	-101	-18	965	232	-1	-1	-1	-18	953	230	1606974596
0	0	-54	-50	0	-68	-69	0	-83	0	-82	-83	-76	-66	0	0	0	-90	-90	-91	0	-77	-90	-91	0	0	-85	-92	-91	0	0	0	0	-58	0	0	0	0	-94	0	0	0	0	0	0	0	0	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-66	0	0	0	0	0	0	0	0	0	0	0	0	3792	-2496	2319	23381	-7643	-99	-18	965	232	-1	-1	0	-17	953	230	1606974597
-48	-54	0	-49	-54	-68	-69	-65	-83	-74	-83	-83	-75	-68	0	0	0	-90	-91	-91	0	-76	0	-91	0	0	-87	0	-91	0	0	-92	0	-58	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-61	0	0	0	0	0	0	0	0	0	0	0	0	3913	-2407	2438	23380	-7640	-100	-18	965	232	-1	-1	0	-18	953	230	1606974599
-49	-50	-49	-50	-54	-67	-65	-67	-84	0	-83	-83	-76	-70	0	-83	-77	-91	-91	-90	-77	-77	-90	-90	-76	-76	-85	0	-90	0	0	-92	0	-57	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-63	0	0	0	0	0	0	0	0	0	0	0	0	3807	-2391	2408	23380	-7640	-101	-18	965	232	-1	-1	0	-18	953	230	1606974600
-50	-56	0	-50	-56	-67	-69	-66	-84	0	-83	-84	-78	-66	0	-82	0	-91	-90	-91	0	-77	-90	-91	0	0	-87	0	-93	0	0	-91	0	-59	0	0	0	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-80	0	0	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-61	0	0	0	0	0	0	0	0	0	0	0	0	3822	-2406	2371	23382	-7646	-100	-18	965	231	-1	-1	-1	-18	953	229	1606974602
0	0	-51	-49	-53	-67	-65	-64	-82	-74	-83	-84	-77	-65	0	0	0	-91	-92	-89	0	0	-90	-91	0	0	-86	-92	-91	0	0	-93	0	-57	0	0	0	0	-94	0	0	-90	0	0	-85	-86	-85	0	-86	0	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-65	0	0	0	0	0	0	0	0	0	0	0	0	3852	-2392	2408	23380	-7640	-101	-18	965	232	-1	-1	0	-18	952	230	1606974603
-49	-49	-53	-50	-53	-68	-65	-65	-83	-74	-83	-84	-76	-69	0	-85	0	-90	-90	-90	0	0	0	0	0	0	-87	-92	-93	0	0	-91	0	-58	0	0	0	0	-95	0	0	-90	0	0	-85	-88	-85	0	-85	0	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	-63	0	0	0	0	0	0	0	0	0	0	0	0	3837	-2421	2394	23380	-7642	-101	-18	965	232	-1	-1	-1	-18	953	230	1606974605
-50	-50	-50	0	-53	0	0	0	-81	0	-80	-80	-81	0	0	0	0	-88	-89	-87	0	-76	-87	-87	0	0	-86	-92	-92	0	0	-91	0	-58	0	0	0	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-63	0	0	0	0	0	0	0	0	0	0	0	0	3807	-2391	2393	23381	-7644	-101	-18	964	232	-1	-1	-1	-18	953	229	1606974606
0	-50	0	-50	0	0	-66	-68	-82	-75	-82	-82	-76	-66	0	0	-77	-91	-90	-91	-77	-77	-92	-91	0	0	-86	0	-91	0	0	-93	0	-57	0	0	0	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-66	0	0	0	0	0	0	0	0	0	0	0	0	3837	-2421	2409	23380	-7641	-100	-18	965	232	-1	-1	0	-18	953	230	1606974608
-50	-52	-48	0	-53	0	0	0	-82	0	-82	-83	-76	0	0	0	0	-90	-90	-92	0	0	-90	-90	0	0	-89	-91	-91	0	0	0	0	-58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-67	0	0	0	0	0	0	0	0	0	0	0	0	3822	-2406	2363	23380	-7641	-100	-18	965	232	-1	-1	-1	-18	953	230	1606974610
-49	-57	-48	-50	-53	0	-65	-68	-85	0	-83	-83	-77	0	0	0	0	-92	-91	-91	0	0	-90	-90	0	0	-87	0	-91	0	0	-90	0	-58	0	0	0	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	-60	0	0	0	0	0	0	0	0	0	0	0	0	3822	-2407	2408	23380	-7641	-100	-18	965	232	-1	-1	0	-18	953	230	1606974611
-50	-54	0	-51	-53	-66	-68	-66	-79	0	-79	-79	-81	-65	0	-83	0	-87	-89	-88	0	-78	-89	-88	0	0	-85	-92	0	0	0	0	0	-58	0	0	0	0	-95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-62	0	0	0	0	0	0	0	0	0	0	0	0	3792	-2406	2393	23381	-7643	-99	-18	965	232	-1	-1	-1	-17	953	230	1606974613
-46	-55	0	-51	-53	-69	0	-65	-84	-72	-84	-83	-77	-65	0	0	0	-91	-92	-91	0	-77	-91	-92	0	0	-86	-93	-91	0	0	-91	0	-58	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-63	0	0	0	0	0	0	0	0	0	0	0	0	3800	-2466	2394	23380	-7640	-99	-18	964	231	-1	-1	-1	-17	953	230	1606974614
-51	0	-49	-50	-53	-69	-68	0	-84	-74	-83	-83	-77	-70	0	0	0	-91	-91	-90	0	0	0	-92	0	0	-87	-90	-92	0	0	-91	0	-57	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-96	0	0	0	0	0	0	0	0	0	0	0	0	-63	0	0	0	0	0	0	0	0	0	0	0	0	3837	-2436	2379	23382	-7644	-99	-18	965	231	-1	-1	0	-17	953	229	1606974616
-49	-51	-46	-51	-53	-69	0	-68	-83	0	-83	-83	-77	-65	0	0	0	-92	-91	-91	0	0	-91	-91	0	0	-84	-90	0	0	0	-91	0	-59	0	0	0	0	-94	0	0	0	0	0	-84	-86	0	0	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-93	0	0	0	0	0	0	0	0	0	0	0	-55	0	0	0	0	0	0	0	0	0	0	0	0	3762	-2421	2311	23381	-7642	-100	-18	965	232	-1	-1	0	-18	953	230	1606974618
-50	-49	-50	-51	-52	-69	-64	-69	-82	0	-82	-82	-76	-68	0	0	0	-90	-92	-91	0	-77	-91	-90	0	0	-85	-91	-92	0	0	-93	0	-59	0	0	0	0	-94	0	0	0	0	0	-86	0	-84	0	-86	0	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-63	0	0	0	0	0	0	0	0	0	0	0	0	3852	-2407	2401	23380	-7641	-101	-18	964	232	-1	-1	0	-18	953	230	1606974619
0	-54	-46	-51	0	-69	0	-68	-82	-73	-83	-82	-76	-65	0	0	0	-91	-91	-91	-74	-75	-90	-92	0	-76	0	0	-91	0	0	-93	0	-59	0	0	0	0	-94	0	0	0	0	0	-84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-67	0	0	0	0	0	0	0	0	0	0	0	0	3837	-2407	2408	23381	-7645	-101	-18	965	231	-1	-1	-1	-18	953	229	1606974621
-50	-56	0	-50	-53	-69	-65	-69	-82	-71	-82	-81	-76	-65	0	0	0	-91	-92	-90	0	0	-92	-91	0	0	-86	0	-92	0	0	-90	0	-58	0	0	0	0	-93	0	0	0	0	0	-87	-85	-85	0	-85	-86	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-69	0	0	0	0	0	0	0	0	0	0	0	0	3838	-2452	2409	23380	-7641	-101	-18	964	232	-1	-1	-1	-18	953	230	1606974623
-51	-55	-47	-51	-53	-70	-68	0	-82	0	-82	-81	-76	-67	0	0	-77	-90	-91	-92	-77	-76	-89	-90	-78	-77	-86	-93	-92	0	0	0	0	-58	0	0	0	0	-91	0	0	0	0	0	-85	0	0	0	0	0	-84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-67	0	0	0	0	0	0	0	0	0	0	0	0	3762	-2421	2363	23380	-7640	-100	-18	964	232	-1	-1	0	-18	952	230	1606974624
-48	-57	-47	-51	-53	-70	-68	-69	-81	0	-82	-80	-76	-66	0	0	0	-91	-92	-92	0	-76	-92	-92	0	0	-88	0	-91	0	0	0	0	-58	-65	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-57	0	0	0	0	0	0	0	0	0	0	0	0	3807	-2421	2371	23380	-7642	-100	-18	964	232	-1	-1	0	-18	953	230	1606974626
-48	-54	0	0	-53	-70	0	0	-80	0	-81	-81	-75	0	0	0	0	-91	-91	-90	0	0	-91	-92	0	0	-87	0	0	0	0	0	0	-58	0	0	0	0	-92	0	0	0	0	0	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-59	0	0	0	0	0	0	0	0	0	0	0	0	3807	-2422	2468	23381	-7644	-100	-18	964	232	-1	-1	0	-18	953	230	1606974627
-49	-52	-44	-50	-53	-70	-68	0	-81	0	-81	-81	-76	-69	0	-84	-77	0	-91	-90	-77	-77	-92	-92	-76	-77	-87	-92	-91	0	0	-91	0	-58	0	0	0	0	-93	0	0	0	0	0	-85	0	0	0	0	-87	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-95	0	0	0	0	0	0	0	0	0	0	0	0	-63	0	0	0	0	0	0	0	0	0	0	0	0	3807	-2331	2363	23380	-7639	-100	-18	965	232	-1	-1	0	-18	952	230	1606974629
-48	-55	0	-51	-53	0	-69	0	-81	0	-80	-81	-82	0	0	-82	0	-88	-88	-89	0	0	-87	-87	0	0	-87	0	0	0	0	0	0	-59	0	0	0	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-57	0	0	0	0	0	0	0	0	0	0	0	0	3845	-2466	2349	23380	-7641	-100	-18	965	231	-1	-1	-1	-18	953	230	1606974630
