-56	-58	-51	-64	-67	0	-75	-76	-78	0	-76	-79	-75	-75	0	-83	0	-90	-90	-90	0	0	-90	-91	0	0	-88	-92	-94	0	0	-91	0	-67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	0	0	0	-82	0	0	0	0	-86	0	-84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5101	-5553	4654	12872	-8985	-461	-80	995	1	0	0	0	-79	977	2	1606974583
-54	0	-47	0	-64	-65	0	-76	-74	0	-75	-77	-82	0	0	-83	0	-89	-88	-90	0	0	-89	-89	0	0	-85	-92	-93	0	0	-91	-93	-64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-89	0	0	-86	-81	0	0	0	0	-83	0	-82	-83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4538	-5292	4341	12030	-9294	-229	-147	990	20	-14	23	-10	-40	978	-51	1606974585
-53	-54	-53	-61	-66	-67	-73	-73	-82	0	-81	-82	-78	0	0	-85	0	-91	-90	-91	0	-84	-90	-90	0	0	-84	-92	-92	0	0	-90	0	-65	0	0	0	0	0	0	0	0	0	0	-88	-88	-86	0	-86	0	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5765	-5659	3497	11754	-8864	-283	-34	998	56	-4	-2	-6	-49	979	23	1606974586
-67	-60	-53	-60	0	0	-77	-77	-82	0	-85	-82	-86	-77	0	0	0	0	-92	-92	0	0	-92	-91	0	0	0	-89	-91	0	-90	-89	-89	-70	0	0	0	0	0	0	0	0	0	0	-82	-84	-85	0	-84	0	-82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4743	-5027	4026	12595	-9058	-15	16	1000	-7	4	-1	2	-3	980	-10	1606974588
0	-65	-49	-67	-72	-68	-72	-79	-87	0	-87	-87	-84	-80	0	0	0	-86	-87	-88	0	0	-88	-88	0	0	-88	-90	-91	0	-91	-91	-90	-72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4684	-4854	4041	12974	-9063	13	3	997	-14	-2	-2	1	2	980	-11	1606974589
0	0	-46	-55	0	0	-69	-70	-85	0	-83	-81	-86	-68	0	0	0	-90	-91	-92	0	0	-91	-93	0	0	0	-90	-92	0	0	-91	0	-69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4744	-4899	4071	13030	-9063	28	11	998	-12	-1	0	-1	4	980	-11	1606974591
-56	-61	0	-63	-66	-72	-76	-76	-82	-79	-82	-82	-78	-76	0	0	0	-92	-94	0	0	0	0	-92	0	0	-87	-93	-91	0	0	-91	0	-68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4820	-4748	4040	13036	-9058	36	5	997	-11	-1	0	0	6	980	-10	1606974592
-54	-63	-49	0	-70	-79	0	0	-79	0	-77	-75	-79	0	0	-84	0	-92	-90	-91	0	-87	-92	-91	0	0	-80	-91	-92	0	0	0	0	-64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4820	-4749	4114	13026	-9071	43	14	998	-22	1	0	0	7	980	-13	1606974594
-58	-59	-54	-68	-63	-73	-77	-76	-78	0	-80	-83	-80	-76	0	0	0	-87	-87	-89	0	-83	-87	-87	0	0	-85	-90	-89	0	-91	-90	-92	-63	0	0	0	0	0	0	0	0	0	0	-87	0	-86	0	0	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	-84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4819	-4764	4114	13031	-9058	38	6	997	-11	-1	-1	0	6	980	-10	1606974596
-55	-63	-60	-62	-75	0	-76	-76	-80	-83	-80	-80	-81	-74	0	0	0	-88	-88	-89	0	-84	-88	-89	0	0	-74	-90	-90	0	0	-91	-92	-66	0	0	0	0	0	0	0	0	0	-82	0	0	0	0	0	0	0	0	0	0	0	0	-86	0	0	0	0	0	0	0	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4820	-4764	4055	13016	-9058	37	6	997	-11	-1	0	-1	6	980	-10	1606974597
