0	-49	0	-51	0	-60	-74	-73	-76	-77	-76	-78	-84	-70	0	0	0	-90	-90	-89	0	0	-90	-89	0	0	-87	-94	-91	0	0	-94	0	-55	0	0	0	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	-58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-94	0	0	0	0	0	0	0	0	0	4070	-3403	3488	22342	-7711	-207	-35	968	219	-1	0	-1	-36	955	218	1606974583
0	-47	-51	-56	-60	0	0	-72	-69	0	-71	-70	-78	0	0	0	0	-84	-85	-84	0	0	-84	-84	0	0	-87	0	0	0	0	0	0	-51	0	0	0	0	0	0	0	0	0	0	0	0	0	-85	0	0	0	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-94	0	0	0	0	0	0	0	0	3965	-3478	3495	22349	-7729	-203	-37	967	218	0	0	-1	-35	956	215	1606974585
-49	-48	0	-56	-64	0	0	-76	-74	0	-75	-73	0	-75	0	0	0	-88	-87	-87	0	-80	-87	-87	0	0	-85	-93	-90	0	-92	-93	0	-56	0	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4010	-3463	3465	22343	-7713	-207	-36	967	220	-1	-1	-1	-36	955	218	1606974586
-47	-50	0	-51	-66	0	-76	-75	-74	0	-74	-74	-87	-75	0	0	0	-89	-89	-88	0	-80	-89	-88	0	0	-81	-92	-92	0	0	-91	0	-58	0	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4025	-3463	3428	22341	-7706	-206	-36	967	222	-1	-1	-1	-36	955	219	1606974588
-46	-47	-55	-51	0	0	0	0	-75	0	-74	-75	-86	0	0	0	0	-88	-89	-89	0	0	-88	-89	0	0	-84	-93	-91	0	0	-92	-91	-57	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4010	-3470	3428	22341	-7707	-205	-36	967	222	-1	-1	-1	-36	955	219	1606974589
0	0	-49	0	0	-63	0	0	-74	0	-74	-75	-85	0	0	0	0	-89	-88	-89	0	-83	-89	-90	0	0	-84	-92	-92	0	0	0	0	-57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-72	0	0	0	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	-86	0	0	0	0	0	0	0	4085	-3396	3428	22340	-7703	-206	-36	967	222	-1	-1	-1	-36	955	219	1606974591
-55	-46	0	-51	0	0	0	-71	-71	0	-70	-70	-76	-71	0	0	0	-84	-84	-85	0	0	-83	-84	0	0	-86	-93	-92	0	0	-92	0	-53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-72	0	0	0	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4010	-3478	3458	22341	-7705	-205	-36	967	222	-1	-1	0	-36	955	219	1606974592
0	-47	0	-52	0	-64	-72	-70	-75	0	-75	-75	-86	-70	0	0	0	-88	-88	-88	0	0	-89	-88	0	0	-85	-92	-91	-92	0	-91	0	-56	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4010	-3388	3457	22343	-7712	-205	-36	967	220	-1	-1	0	-36	955	218	1606974594
-48	-48	-50	0	0	0	0	0	-70	-78	-70	-68	-76	-71	0	0	0	-84	-84	-84	0	0	-84	-84	0	0	-85	-90	-93	0	0	-93	0	-52	0	0	0	0	-95	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4010	-3418	3405	22340	-7704	-205	-36	967	222	-1	-1	0	-36	955	219	1606974596
-51	-48	-57	-51	-71	-61	0	0	-68	0	-69	-68	-76	0	0	0	0	-84	-84	-83	0	0	-84	-84	0	0	0	-91	-90	0	0	-90	0	-51	-65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-95	0	0	0	0	0	0	4025	-3433	3435	22340	-7704	-206	-36	967	222	-1	-1	0	-36	955	219	1606974597
