0	-55	-53	0	-57	0	0	0	-69	-74	-68	-68	-74	0	0	0	0	-80	-80	-81	0	-87	-80	-80	0	0	-86	-90	-91	0	0	-93	-90	-57	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4057	-2589	2633	23191	-7685	-254	-44	967	230	0	0	0	-44	953	222	1606974583
-44	-55	-38	-55	-59	-68	-63	-69	-71	-77	-70	-70	0	-70	0	-81	-85	-82	-82	-82	-85	-86	-82	-82	-85	-84	-85	-89	-91	0	-89	-90	-91	-57	-63	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	-86	0	0	0	0	-80	0	0	0	0	-80	0	-81	-82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4064	-2566	2633	23192	-7689	-254	-45	968	224	0	0	0	-44	954	222	1606974585
-43	0	-40	-55	-59	-56	0	-71	-70	-78	-70	-70	-76	0	0	-80	0	-83	-83	-84	0	-88	-84	-84	0	0	-84	-91	-90	0	-90	-91	-90	-59	0	0	0	0	-88	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4110	-2589	2634	23189	-7681	-254	-44	967	227	0	0	-1	-44	953	223	1606974586
-44	-48	-55	-53	-57	-59	-66	-66	-69	0	-70	-71	-77	-65	0	0	0	-83	-82	-83	0	-82	-83	-84	0	0	-82	-90	-92	0	0	-90	0	-54	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4117	-2634	2678	23189	-7680	-253	-44	967	227	0	0	0	-44	953	223	1606974588
-43	-49	-40	-54	-53	-56	-68	-71	-71	-82	-71	-71	-77	-71	0	0	0	-84	-83	-84	0	0	-83	-84	0	0	-82	-89	-90	0	-91	-90	-91	-55	0	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4065	-2574	2678	23188	-7676	-254	-44	968	227	0	0	-1	-44	953	224	1606974589
-41	-48	-38	-54	-60	-56	-65	-69	-70	0	-70	-70	-77	-68	0	-81	0	-84	-84	-84	0	-83	-83	-84	0	0	-80	-90	-90	0	-90	-90	-90	-57	-61	0	0	0	-88	0	0	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	-64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4064	-2589	2648	23188	-7677	-253	-44	968	225	0	-1	0	-44	953	224	1606974591
0	-49	-39	-52	0	-58	-70	-70	-70	0	-70	-71	-77	-67	0	0	-83	-83	-84	-84	0	-86	-84	-84	0	-83	-79	-91	-90	0	-91	-92	-91	-57	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	-87	0	0	-83	-82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4155	-2604	2649	23189	-7678	-254	-45	967	226	-1	-1	0	-44	953	224	1606974592
-41	-48	-38	-53	-59	-56	-68	-67	-69	-74	-70	-71	-77	-69	0	-82	0	-83	-84	-84	0	0	-84	-84	0	0	-83	-89	-91	0	0	-91	-92	-58	0	0	0	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4019	-2603	2648	23187	-7674	-254	-45	968	227	0	-1	0	-44	953	224	1606974594
-42	-47	-39	0	-60	0	0	0	-68	-76	-67	-67	-71	0	0	0	0	-81	-81	-81	0	0	-81	-81	0	0	-83	-90	-91	0	-90	-90	-92	-57	0	0	0	0	-92	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4049	-2573	2626	23188	-7676	-254	-44	968	226	-1	-1	-1	-44	953	224	1606974596
-44	-49	-39	-54	-61	0	0	0	-71	0	-71	-71	-76	0	0	0	0	-83	-84	-83	0	-84	-84	-83	0	0	-80	-90	-90	0	-89	-90	-89	-56	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	-83	0	0	-84	-79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-57	0	0	0	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4064	-2589	2619	23188	-7676	-254	-45	966	226	-1	-1	-1	-44	953	224	1606974597
-44	-47	0	-53	-60	0	-69	-66	-70	-77	-70	-70	-76	-69	0	0	0	-84	-84	-84	0	-82	-84	-84	0	0	0	-91	-91	0	-89	-92	-91	-56	0	0	0	0	-89	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4110	-2566	2649	23188	-7676	-254	-45	967	227	-1	-1	-1	-44	953	224	1606974599
-43	-48	-38	0	-60	0	0	-69	-70	0	-70	-70	-76	0	0	0	0	-83	-83	-84	0	-83	-84	-84	0	0	-81	-90	-90	0	-91	-90	-90	-57	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	-80	0	0	-80	-84	0	0	0	0	0	0	0	0	0	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4079	-2566	2633	23188	-7677	-255	-45	968	227	0	-1	-1	-44	953	224	1606974600
-45	-47	-38	-53	-60	-56	-67	-66	-70	-77	-70	-70	-76	-68	0	0	0	-84	-83	-84	0	-83	-85	-84	0	0	-81	-90	-90	0	-89	-90	-90	-57	0	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4125	-2589	2678	23188	-7677	-255	-45	967	227	-1	-1	0	-44	953	224	1606974602
-41	-47	-39	-53	-61	0	0	-66	-70	-76	-70	-70	-76	-67	0	-82	0	-83	-83	-83	0	0	-84	-84	0	0	-81	-91	-90	0	-89	-89	-90	-57	0	0	0	0	-88	0	0	0	0	0	0	0	0	-86	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4079	-2589	2626	23188	-7676	-254	-45	967	226	-1	-1	-1	-44	953	224	1606974603
-45	-48	-38	-53	-60	0	-68	-68	-68	-76	-68	-68	-70	-68	0	-82	0	-81	-81	-81	0	-82	-82	-81	0	0	-82	-89	-90	0	-89	-90	-90	-57	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-83	0	0	0	0	-82	0	-83	-83	0	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4072	-2604	2671	23188	-7676	-255	-44	968	227	0	-1	-1	-44	953	224	1606974605
-43	-47	-38	0	-60	-70	0	0	-68	-75	-69	-68	-72	0	0	0	0	-81	-81	-82	-81	-82	-82	-82	-82	-82	0	-89	-91	0	-90	-89	-91	-57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-70	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4125	-2634	2634	23189	-7681	-254	-45	968	226	-1	0	-1	-44	953	223	1606974606
-42	-48	-38	-54	-62	-56	-68	-68	-70	-76	-70	-71	-77	-67	0	-82	0	-83	-83	-84	0	-82	-84	-83	0	0	-81	-89	-91	0	-90	-90	-89	-56	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-54	0	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4079	-2589	2648	23188	-7676	-255	-45	968	227	-1	-1	-1	-44	953	224	1606974608
-43	-49	-38	-54	-61	-56	-69	-68	-70	0	-70	-70	-76	-67	0	0	0	-83	-83	-83	0	-83	-84	-83	0	0	-80	-90	-90	0	-90	-90	-90	-55	0	0	0	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	-70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4064	-2589	2656	23188	-7677	-254	-45	967	227	-1	0	-1	-44	953	224	1606974610
-44	0	-38	-54	-61	-56	-69	-67	-69	-77	-70	-70	-77	-68	0	-81	0	-83	-84	-84	-84	-84	-82	-84	0	-81	-81	-89	-90	0	-92	-90	-89	-56	0	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4080	-2604	2634	23188	-7678	-255	-45	967	226	-1	0	-1	-44	953	224	1606974611
-43	-47	0	-53	-61	-57	-69	-68	-70	0	-69	-70	-77	-69	0	0	0	-84	-84	-83	0	-81	-84	-83	0	0	-80	-90	-89	0	-89	-91	-90	-57	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4162	-2537	2648	23188	-7677	-254	-45	968	227	-1	0	-1	-44	953	224	1606974613
-46	-48	-39	0	-61	-68	0	-69	-67	-77	0	-67	-71	-69	0	0	0	-80	-82	-82	0	-82	-81	-82	0	0	-81	-90	-91	0	-90	-90	-90	-56	0	0	0	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4140	-2589	2663	23188	-7676	-254	-44	968	226	0	-1	-1	-44	953	224	1606974614
-44	-48	-38	-54	-62	-56	-70	-70	-71	-77	-71	-71	-77	-71	-84	0	-83	-84	-84	-82	-82	-83	-84	-83	-83	-84	-81	-92	-89	0	-89	-91	-91	-57	-63	0	0	0	-87	0	0	0	-91	-88	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4049	-2589	2663	23189	-7680	-254	-44	968	227	-1	-1	-1	-44	953	223	1606974616
-43	-47	-38	0	-62	0	-69	-69	-69	0	-71	-71	-76	-70	0	0	0	-83	-84	-83	0	0	-85	-84	0	0	-80	-91	-91	0	-90	-90	-91	-57	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4057	-2573	2648	23188	-7677	-254	-43	968	226	-1	-1	-1	-44	953	224	1606974618
-44	-48	-38	-53	-61	0	0	0	-69	0	-70	-70	-77	0	0	-81	0	-83	-84	-83	0	-82	-84	-84	0	0	-63	-89	-89	0	-89	-90	-89	-57	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	-86	0	0	-84	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4110	-2589	2649	23188	-7676	-254	-45	967	227	0	-1	-1	-44	953	224	1606974619
-43	-46	-38	-54	-62	0	-68	-69	-69	-77	-70	-70	-77	-69	0	0	0	-83	-84	-84	0	-82	-85	-84	0	0	-82	-89	-91	0	-89	-89	-91	-56	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	-82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4072	-2634	2641	23190	-7682	-254	-44	968	226	0	-1	-1	-44	953	223	1606974621
