-49	-49	0	0	-63	-60	0	-72	-69	0	-68	-69	-76	0	0	0	0	-87	-87	-87	0	0	-87	-86	0	0	-81	-90	-90	0	0	-90	0	-57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-89	0	0	0	0	-73	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4170	-2604	2694	23155	-7752	-183	-31	968	219	0	0	-1	-32	956	211	1606974583
-55	-47	-42	-61	-73	-63	-68	-72	-72	0	-72	-73	-78	-67	0	0	0	-88	-88	-88	0	-85	-89	-88	0	0	-84	0	-93	0	0	-93	0	-56	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	-88	0	0	-86	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4125	-2604	2723	23157	-7756	-180	-31	970	215	0	0	0	-31	957	211	1606974585
-47	-52	-43	-53	-65	-65	-71	-70	-72	-81	-72	-71	-79	-71	0	0	0	-90	-88	-88	0	0	-88	-88	0	0	-85	-93	-92	0	0	-93	0	-55	0	0	0	0	0	0	0	0	0	-88	0	0	0	0	0	0	0	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4155	-2574	2738	23153	-7742	-180	-31	970	217	0	0	-1	-31	956	213	1606974586
0	-46	0	0	-63	-66	0	0	-71	0	-70	-70	-79	0	0	0	0	-89	-88	-90	0	0	-89	-90	0	0	-83	-93	0	0	0	0	0	-56	0	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	-87	0	0	-84	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4170	-2590	2738	23152	-7738	-180	-31	968	217	0	0	-1	-31	956	214	1606974588
-48	-47	-45	-58	-68	-63	-67	-67	-71	0	-72	-70	-76	-67	0	0	0	-88	-88	-88	0	0	-90	-90	0	0	-80	-91	-92	0	0	-91	0	-53	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	-85	0	0	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4110	-2507	2738	23150	-7731	-180	-31	970	218	0	0	-1	-31	956	215	1606974589
-50	-48	-40	0	-62	-54	0	0	-67	-82	-66	-66	-74	-68	0	0	0	-83	-84	-83	0	-85	-84	-84	0	0	-84	0	0	0	0	0	0	-52	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4110	-2559	2738	23150	-7729	-178	-31	969	218	-1	-1	-1	-31	956	215	1606974591
0	-47	-39	-58	0	0	-66	0	-71	-77	-71	-72	-77	0	0	0	0	-89	-89	-89	0	0	-88	-89	0	0	-82	-93	0	0	0	0	0	-56	0	0	0	0	-90	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4185	-2634	2694	23151	-7731	-177	-31	969	217	-1	-1	0	-31	956	215	1606974592
-46	-54	-43	-56	-67	-55	-68	-67	-66	0	-66	-67	-76	-66	0	0	0	-83	-83	-83	0	0	-83	-83	0	0	-85	-93	-93	0	0	0	0	-52	-65	0	0	0	-94	0	0	0	0	0	-85	0	-86	0	-85	0	-87	0	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4170	-2574	2723	23149	-7725	-177	-31	969	218	-1	-1	-1	-31	955	216	1606974594
-50	-50	-41	-54	-67	0	-68	-62	-64	0	-66	-64	-74	0	0	0	0	-83	-84	-84	0	0	-84	-84	0	0	-83	-92	-93	0	0	-93	0	-52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4178	-2605	2738	23149	-7726	-177	-31	969	219	-1	-1	0	-31	956	216	1606974596
-49	-51	-42	-54	-67	0	-65	0	-71	0	-71	-72	-78	-66	0	0	-85	-89	-89	-89	0	-86	-89	-89	0	0	-84	-92	-93	0	0	-92	0	-54	-69	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4170	-2574	2723	23149	-7726	-177	-32	969	217	-1	-1	-1	-31	956	216	1606974597
