-49	-62	0	-55	-56	-68	0	-67	-80	0	-78	-79	-78	0	0	0	0	-92	-91	-90	0	0	-90	-91	0	0	0	0	-95	0	0	0	0	-61	0	0	-93	-92	-95	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-59	0	0	0	0	0	0	0	3321	-2910	3036	22252	-7827	-118	-21	973	197	0	0	0	-21	959	199	1606974583
-60	-55	-52	-51	-49	0	-67	-69	-69	0	-70	-69	-76	-71	0	0	-84	-86	-86	-87	0	0	-87	-87	-79	0	0	-92	-93	0	0	-90	0	-61	0	0	-94	0	0	0	0	0	0	0	0	0	0	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-68	0	0	0	0	0	0	0	3284	-2932	3051	22247	-7841	-118	-21	972	199	-1	0	0	-21	960	197	1606974585
0	-51	-55	-54	-55	0	-69	-65	-70	0	-71	-70	-75	-65	0	-87	0	-84	-84	-84	0	-77	-85	-84	0	0	-90	-90	-91	0	0	-90	-90	-58	0	-94	-94	-93	0	-93	-95	-86	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	-87	0	0	0	0	-87	0	-88	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-64	0	0	0	0	0	0	0	3382	-2903	3051	22234	-7837	-118	-21	973	200	-1	0	-1	-21	960	197	1606974586
0	-51	-53	0	-60	0	-67	-69	-78	-82	-79	-79	-78	-69	0	0	0	-92	-92	-91	0	-76	0	-92	0	0	0	-89	-88	0	-88	-88	-89	-61	0	0	0	0	-94	0	0	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-69	0	0	0	0	0	0	0	3344	-2873	3096	22231	-7831	-120	-21	973	199	-1	0	-1	-21	960	198	1606974588
-64	-53	0	0	-55	0	-67	-65	-70	0	-70	-70	-76	-64	0	0	0	-85	-85	-85	0	0	-84	-85	0	0	-88	-89	-89	0	-90	-90	-89	-59	-64	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-89	0	-72	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-70	0	0	0	0	0	0	0	3299	-2902	3051	22232	-7830	-119	-21	973	200	0	0	0	-21	960	198	1606974589
-51	-53	-53	-55	-56	-57	-67	-65	-70	0	-70	-70	-75	-64	0	0	-77	-84	-84	-85	-78	-78	-85	-84	-77	-77	-88	-90	-89	0	-90	-90	-89	-59	0	0	-94	-92	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-63	0	0	0	0	0	0	0	3329	-2918	3081	22232	-7833	-119	-21	972	199	0	0	-1	-21	960	198	1606974591
-50	-50	-54	-54	-55	-64	-68	-65	-77	0	-77	-77	-78	-68	0	0	0	-91	-90	-89	0	-77	-90	-90	0	0	-89	-90	-90	0	-90	-90	-89	-60	0	0	-94	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-65	0	0	0	0	0	0	0	3329	-2902	3051	22231	-7828	-119	-21	972	201	-1	-1	0	-21	960	199	1606974592
-60	-55	0	0	-56	-63	0	0	-78	0	-78	-79	-78	0	0	0	0	-91	0	-92	0	-77	0	-91	0	0	-90	-89	-88	0	-89	-89	-89	-60	-65	0	0	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	0	0	0	0	-87	0	0	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-65	0	0	0	0	0	0	0	3329	-2903	3081	22229	-7821	-118	-21	973	199	-1	-1	0	-21	959	200	1606974594
-50	-52	-49	0	-56	-64	0	-64	-78	0	-77	-77	-78	0	0	0	0	-91	-92	-90	0	-79	-91	-90	0	0	-89	-89	-90	0	-89	-90	-89	-60	0	0	0	0	0	-95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-62	0	0	0	0	0	0	0	3322	-2918	3081	22232	-7834	-119	-21	972	202	-1	-1	-1	-21	960	198	1606974596
-50	0	0	-53	-57	0	0	0	-69	0	-70	-69	-76	0	0	0	-78	-84	-86	-85	-79	-77	-84	-85	-79	-77	0	-90	-90	0	-90	-89	-89	-60	0	0	-95	-95	0	-95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-66	0	0	0	0	0	0	0	3314	-2857	3036	22230	-7825	-119	-21	972	200	-1	-1	0	-21	959	199	1606974597
0	-51	-54	-54	-56	0	-68	-69	-77	-80	-78	-78	-77	-65	0	0	-77	-92	-92	-91	-77	-81	-92	-92	0	0	0	-89	-90	0	-89	-90	-90	-60	0	0	0	0	-95	-96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-67	0	0	0	0	0	0	0	3329	-2918	3096	22229	-7823	-120	-21	972	201	-1	-1	-1	-21	959	200	1606974599
-60	-55	-55	-54	-57	0	-65	-68	-78	-70	-79	-79	-78	-65	0	0	0	-89	-90	-92	0	0	-91	-92	0	0	-90	-89	-89	0	-89	-89	-89	-59	0	0	0	0	-94	-95	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-60	0	0	0	0	0	0	0	3284	-2902	3081	22230	-7824	-119	-21	972	202	-1	-1	-1	-21	959	199	1606974600
-61	-52	-58	-54	-56	0	-68	0	-77	-79	-78	-78	-79	-64	0	0	0	-92	-93	-92	0	-77	-90	-90	0	0	0	-90	-90	0	-90	-90	-89	-59	0	0	-95	-95	-95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-67	0	0	0	0	0	0	0	3359	-2910	3051	22229	-7823	-118	-21	972	200	-1	-1	0	-21	959	200	1606974602
-49	-51	-58	-54	-56	0	-64	-67	-77	-80	-77	-77	-78	0	0	0	0	-92	-91	-89	0	0	-92	-91	0	0	0	-88	-89	0	-89	-89	-90	-59	0	0	0	-94	-94	-94	0	0	0	0	0	0	0	-84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3329	-2902	3051	22229	-7823	-119	-21	972	202	-1	-1	-1	-21	959	200	1606974603
0	-53	-56	-54	0	0	-68	-65	-76	-80	-76	-76	-79	-68	0	0	0	-92	-90	-92	0	0	-94	-93	0	0	-90	-90	-89	0	-89	-91	-91	-58	0	0	0	0	-95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-66	0	0	0	0	0	0	0	3284	-2873	3096	22232	-7831	-117	-21	972	201	0	-1	0	-20	960	198	1606974605
0	-53	-53	-56	0	0	-68	-65	-77	0	-76	-77	-78	-68	0	-88	0	-91	-91	-90	0	-79	-92	-92	0	0	-89	-89	-89	0	-89	-89	-89	-58	0	0	-94	0	0	-94	0	-88	0	0	0	0	0	0	0	0	0	0	0	-90	0	-89	-87	0	0	0	0	-86	0	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-65	0	0	0	0	0	0	0	3389	-2903	3051	22230	-7825	-118	-21	973	201	-1	-1	-1	-21	959	199	1606974606
