0	-59	-55	-57	-54	-61	-74	-74	-71	-79	-71	-70	-76	-74	0	0	0	-78	-79	-79	0	-85	-78	-78	0	0	-86	-85	-86	0	-85	-85	-85	-53	0	0	0	-92	0	0	0	0	0	-84	0	0	0	0	0	0	0	0	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2298	-3307	3249	14433	-8727	249	43	996	42	0	0	-1	42	978	46	1606974583
0	-60	0	-58	0	-63	-73	-73	-73	-85	-70	-72	-76	-71	0	0	0	-79	-81	-81	0	-84	-80	-80	0	-84	-84	-85	-84	0	-84	-84	-85	-57	0	0	-91	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2314	-3284	3279	14432	-8732	250	43	996	41	-1	-1	-1	42	978	45	1606974585
-53	-60	-61	0	-59	-60	0	0	-70	-86	-69	-70	-75	0	0	0	0	-83	-83	-83	0	0	-82	-82	0	0	-89	-84	-84	0	-84	-83	-83	-60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2239	-3299	3204	14437	-8717	249	44	996	48	-1	-1	-1	42	978	48	1606974586
-53	-72	-54	0	-53	0	0	0	-72	0	-72	-72	-77	0	0	-77	-86	-80	-79	-79	0	0	-79	-79	0	-88	-86	-84	-84	0	-85	-85	-85	-58	0	0	0	0	0	-94	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2276	-3285	3293	14439	-8714	250	44	995	59	-1	-1	-1	42	978	48	1606974588
-53	-59	0	-62	-53	0	-71	-74	-74	-83	-73	-74	-81	-73	0	-78	0	-86	-87	-86	0	0	-86	-87	0	0	-84	-87	-88	0	-89	-89	-87	-58	-71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-78	0	0	-93	0	-77	0	-78	-77	0	0	0	0	-79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2314	-3314	3234	14562	-8696	238	42	996	53	-1	-1	-1	40	978	52	1606974589
-54	-62	-53	-60	-54	0	-71	-73	-71	0	-72	-71	-76	-72	0	-78	-85	-80	-80	-81	-86	-85	-81	-81	-84	-85	-85	-86	-85	0	-86	-86	-86	-54	0	0	0	-94	0	-96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-78	0	0	0	0	-79	0	-78	-78	-88	0	0	0	-84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2329	-3314	3219	14669	-8697	239	41	996	53	-1	-1	0	41	978	52	1606974591
0	0	-52	-58	0	-60	-74	-73	-72	0	-71	-72	-76	-74	0	-80	0	-83	-82	-82	0	0	-82	-82	0	-85	-84	-85	-85	0	-86	-85	-86	-63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2283	-3344	3264	14677	-8690	240	41	996	51	-1	-1	-1	41	978	53	1606974592
-54	-57	-51	-63	-54	-64	-74	-74	-71	0	-70	-72	-75	-71	0	0	0	-79	-78	-80	-88	-86	-79	-79	0	0	-85	-85	-86	0	-86	-85	-86	-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2283	-3374	3182	14677	-8693	240	41	996	51	-1	-1	-1	41	978	52	1606974594
-59	-57	-52	-59	-55	-66	-74	-71	-72	-86	-71	-70	-76	-71	-88	0	0	-80	-80	-80	0	-86	-80	-81	0	-85	-84	-84	-86	0	-86	-86	-86	-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2359	-3359	3189	14672	-8699	242	42	996	51	-1	-1	-1	41	978	51	1606974596
-54	-59	-52	-57	-55	0	-73	-73	-71	-81	-70	-71	-75	-72	-89	-77	0	-79	-79	-80	0	-84	-80	-80	0	0	-86	-86	-86	0	-87	-87	-86	-58	0	0	0	0	0	-93	0	-89	0	-80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2314	-3284	3189	14683	-8700	240	41	995	55	-1	-1	0	41	978	51	1606974597
