-59	-54	-49	-58	-56	0	0	-70	-83	0	-82	-82	-78	-71	0	0	0	-89	-89	-89	0	0	-88	-88	0	0	-87	-89	-90	0	-90	-91	-91	-58	0	0	-92	-92	-90	-93	0	0	0	0	0	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3749	-2738	2648	22862	-7622	-235	-41	967	230	-1	0	0	-41	951	233	1606974583
-54	0	0	-60	-56	-54	-70	-71	-76	0	-76	-77	-75	0	0	0	0	-86	-85	-86	0	0	-88	-86	0	0	0	-91	-90	0	0	-91	0	-56	0	0	-94	-94	0	-95	0	0	0	0	0	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3749	-2753	2633	22872	-7653	-232	-40	966	232	0	0	0	-40	952	228	1606974585
-49	-51	-48	-55	-60	-62	-67	-66	-83	0	-82	-82	-80	-72	0	0	0	-85	-84	-85	0	-81	-85	-85	0	0	-88	-90	-90	0	-90	-89	-90	-60	0	-93	-96	-93	-90	-95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3734	-2723	2618	22868	-7640	-233	-41	966	234	0	0	-1	-40	952	230	1606974586
0	-53	-49	-55	0	0	-67	-67	-75	0	-77	-76	-76	-67	0	0	0	-86	-88	-87	0	-85	-87	-87	0	0	-85	-88	-89	0	-90	-87	-88	-57	0	0	-94	-94	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3734	-2692	2663	22866	-7632	-233	-41	966	234	0	0	-1	-40	952	231	1606974588
-50	-50	0	-57	-58	-58	-70	-70	-76	-82	-75	-75	-75	-72	0	0	0	-88	-87	-87	-82	-83	-87	-87	-84	-84	-85	-89	-90	0	-89	-89	-89	-57	0	0	-95	-95	0	0	0	0	0	0	0	0	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3651	-2722	2633	22866	-7632	-233	-41	966	235	0	0	-1	-40	952	231	1606974589
-51	-53	0	-57	-60	-64	-70	-70	-82	-78	-80	-80	-79	-69	0	-84	0	-88	-87	-86	0	0	-86	-86	0	0	-87	-90	-90	0	-89	-90	-89	-60	0	-92	-93	-94	-92	-93	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3726	-2722	2648	22866	-7631	-233	-41	966	235	0	0	-1	-40	952	231	1606974591
-50	-54	-52	-57	-59	-65	-69	-70	-82	0	-83	-81	-80	-69	0	0	0	-86	-88	-86	0	0	-87	-88	0	0	-86	-90	-90	0	-89	-91	-90	-59	0	0	-93	-93	-89	-92	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-79	0	0	0	0	0	0	0	0	0	0	-68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3764	-2723	2648	22865	-7627	-231	-41	966	235	-1	-1	-1	-40	951	232	1606974592
-49	-49	-51	0	-57	-62	0	-69	-84	0	-83	-84	-83	0	0	0	0	-87	-87	-87	0	-82	-87	-86	0	0	-89	-90	-91	0	-90	-91	-89	-59	0	-92	-95	-93	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-67	0	0	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3734	-2737	2574	22864	-7626	-233	-41	966	235	-1	-1	-1	-40	951	232	1606974594
-47	-54	-49	-54	-57	0	-67	-70	-76	0	-76	-76	-75	-66	0	-84	0	-88	-88	-88	0	0	-88	-89	0	0	-86	-89	-90	0	-89	-88	-89	-56	0	0	-93	-94	-94	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	-62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3704	-2737	2588	22865	-7628	-232	-40	966	235	0	-1	-1	-40	951	232	1606974596
-51	-54	-46	-55	-67	0	-69	-69	-78	0	-77	-77	-76	-70	-75	0	0	-86	-87	-87	0	0	-85	-86	0	0	-85	-91	-90	0	-89	-91	-91	0	0	0	0	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-96	0	0	0	0	0	0	0	0	0	0	0	0	-62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3734	-2737	2589	22864	-7624	-233	-41	966	235	-1	-1	-1	-40	951	233	1606974597
-54	-48	-45	-57	-58	0	0	-71	-82	0	-81	-81	-81	-69	0	0	0	-85	-86	-85	0	0	-85	-85	0	0	-86	-89	-92	0	-88	-90	-91	-63	-66	0	-95	-93	-92	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-95	0	0	0	0	0	0	0	0	0	0	-80	0	0	0	0	0	0	0	0	0	0	-68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3749	-2738	2619	22864	-7625	-232	-41	966	236	-1	-1	0	-40	951	232	1606974599
-52	-53	-48	-58	-62	0	-68	-68	-80	-79	-82	-80	-80	-72	0	-83	0	-85	-85	-86	0	-78	-86	-85	0	0	-87	-92	-90	0	-91	-88	-90	-62	0	0	-92	-93	-92	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3764	-2745	2633	22865	-7628	-231	-41	966	235	-1	-1	0	-40	951	232	1606974600
-48	-53	-49	-56	-62	0	0	-88	-77	-79	-77	-77	-76	-71	0	0	0	-85	-85	-84	0	-77	-85	-85	0	0	0	-90	-89	0	-90	-90	-91	-56	0	0	-95	0	-95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3749	-2723	2671	22864	-7625	-232	-41	966	235	-1	-1	-1	-40	951	233	1606974602
-53	-52	0	0	-62	0	0	-70	-81	0	-82	-80	-80	0	0	-83	0	-87	-87	-86	0	0	-86	-86	0	0	-88	-91	-89	0	0	-91	-90	-61	0	-94	-92	-94	-91	-91	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-84	0	0	0	0	-81	0	-82	-82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3719	-2730	2618	22864	-7624	-233	-41	966	235	-1	-1	-1	-40	951	233	1606974603
-49	-52	-49	-56	-63	-59	-72	-70	-83	0	-81	-82	-80	-67	0	0	0	-88	-87	-89	0	0	-88	-88	0	0	-85	-90	-89	0	-90	-89	-88	-61	0	0	-93	-95	-91	-95	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3749	-2692	2618	22865	-7627	-232	-41	965	235	-1	-1	0	-40	951	232	1606974605
-48	-49	-49	-55	-63	-59	-71	-72	-84	0	-82	-84	-81	-69	0	-85	0	-89	-89	-88	0	-78	-88	-89	0	0	-86	-90	-90	0	-90	-89	-90	-60	0	0	-94	-95	-93	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3704	-2737	2618	22864	-7624	-233	-41	966	235	-1	-1	-1	-40	951	233	1606974606
-50	-52	0	0	-61	-59	-65	-67	-83	-81	-82	-83	-80	-67	0	0	0	-90	-88	-90	0	0	-89	-88	0	0	0	-90	-90	0	-90	-89	-90	-60	0	-92	-94	-94	-91	-95	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3764	-2692	2633	22864	-7624	-233	-41	966	235	-1	-1	0	-40	951	233	1606974608
-51	-50	0	-55	-62	-59	-67	0	-82	0	-82	-82	-80	-71	0	-84	0	-91	-89	-88	0	-78	-90	-89	0	0	-86	-89	-89	0	-89	-90	-90	-62	0	0	-93	-95	-91	-95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3734	-2692	2633	22865	-7627	-232	-41	966	235	-1	-1	0	-40	951	232	1606974610
-50	-49	-47	-55	-64	-56	-67	-70	-76	0	-76	-76	-76	-70	-78	0	0	-85	-85	-85	0	0	-85	-86	0	0	-86	-91	-91	0	-92	-90	-90	-58	0	0	-96	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	-66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3734	-2700	2648	22864	-7623	-232	-41	966	236	-1	-1	0	-40	951	233	1606974611
