-47	-49	-53	-58	-61	-65	-73	-74	-75	-76	-76	-76	-77	-79	-79	-83	-83	-84	-84	-84	-84	-85	-85	-85	-85	-87	-88	-90	-91	-91	-92	-92	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5510	-2819	2257	24311	-7838	-159	-28	971	204	-1	-1	-1	-28	960	197	1606974583
-50	-49	-54	-57	-64	0	-76	-76	-82	0	-80	-81	-78	-77	0	0	0	-87	-88	-88	0	-81	-87	-87	0	0	0	-89	-90	-90	-92	-90	-91	-56	-68	-92	-94	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5547	-2818	2175	24341	-7831	-158	-28	971	202	-1	-1	0	-27	959	198	1606974585
-45	-49	-54	-57	-60	0	-72	-75	-77	-76	-80	-79	-78	-71	0	0	-82	-90	-89	-88	0	-81	-88	-88	-78	0	0	-90	-89	-92	-90	-89	-91	-53	0	0	-93	-93	-92	-93	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5540	-2849	2190	24350	-7824	-157	-28	972	202	-1	-1	-1	-27	959	199	1606974586
-45	-45	-55	-55	-59	-63	0	0	-73	0	-75	-73	-79	0	0	0	0	-83	-84	-83	0	0	-85	-84	0	0	0	-90	-91	0	-92	-90	0	-56	0	0	0	0	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5510	-2818	2220	24349	-7822	-158	-28	972	202	-1	-1	-1	-28	959	200	1606974588
-46	-53	-53	-57	-59	0	-75	0	-75	-71	-75	-75	-77	-76	0	0	0	-82	-84	-83	0	-83	-83	-83	0	0	-88	-89	-89	0	-90	-89	-90	-54	0	0	0	0	0	0	0	-87	-80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5585	-2789	2220	24348	-7819	-158	-27	972	202	-1	-1	-1	-27	959	200	1606974589
-46	-48	-44	-58	-55	-65	0	0	-76	-75	-77	-76	-79	0	0	0	-77	-85	-84	-84	0	-76	-83	-83	-78	-77	-91	-88	-87	0	-89	-87	-88	-54	0	0	0	0	0	0	0	0	0	-86	-86	-86	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5540	-2819	2317	24348	-7820	-158	-28	972	203	-1	-1	-1	-27	959	200	1606974591
-47	-46	-48	0	-59	0	0	0	-78	-76	-78	-77	-76	0	0	0	0	-84	-84	-85	0	0	-84	-83	0	0	0	-89	-89	-91	-90	-89	-89	-55	0	0	0	0	0	0	0	0	-85	0	0	0	0	-82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5517	-2788	2205	24350	-7824	-158	-28	971	201	-1	-1	0	-28	959	199	1606974592
0	-50	-47	0	0	-65	-74	-74	-74	-72	-74	-75	-77	-77	0	0	0	-84	-84	-84	0	-78	-84	-85	0	0	0	-89	-88	0	-90	-88	-87	-54	-63	0	0	0	0	0	0	0	0	0	0	0	0	-83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5540	-2834	2220	24349	-7822	-158	-28	971	202	-1	-1	-1	-27	959	200	1606974594
-48	-46	-57	-56	-58	0	-72	0	-74	0	-74	-75	-76	-79	0	0	-81	-84	-83	-84	-81	-81	-84	-84	-81	-79	-93	-90	-89	-91	-89	-89	-91	-54	-63	0	0	0	0	0	0	0	0	0	0	0	0	-83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5540	-2834	2265	24349	-7822	-158	-29	972	202	-1	-1	-1	-27	959	200	1606974596
-49	-50	-51	0	-59	-63	0	0	-76	-73	-75	-75	-77	0	0	0	-82	-84	-86	-83	-80	-80	-84	-85	-81	-81	0	-89	-89	0	-88	-89	-89	-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5540	-2819	2250	24349	-7821	-158	-27	972	201	-1	-1	-1	-27	959	200	1606974597
0	-49	0	-55	-62	0	-74	-73	-81	0	-81	-81	-79	-74	0	0	0	0	0	0	0	0	0	0	0	0	-93	-90	-89	-92	-91	-90	-90	-55	-64	0	0	0	-95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5540	-2819	2220	24349	-7823	-158	-28	972	202	-1	-1	0	-28	959	200	1606974599
-49	-50	-50	-57	-55	0	-74	-75	-79	-73	-79	-78	-81	-77	-82	0	0	-89	-88	-88	0	-82	-88	-88	0	0	0	-88	-89	-90	-89	-89	-90	-57	0	-92	-93	-92	0	-92	0	0	0	0	0	0	0	-81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5547	-2819	2212	24349	-7820	-158	-27	972	202	-1	0	-1	-27	959	200	1606974600
0	-50	-51	-56	0	-63	-75	0	-75	-73	-77	-76	-77	-75	0	0	0	-84	0	0	0	-80	0	0	0	0	-88	-91	-90	0	0	-91	-90	-55	-62	0	0	0	0	0	0	0	0	0	-90	-89	-89	0	-87	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5570	-2819	2295	24349	-7821	-157	-27	972	201	-1	-1	-1	-27	959	200	1606974602
-46	-47	0	-55	-50	0	-71	-73	-76	0	-75	-77	-78	-74	0	0	0	-83	-84	-84	0	-79	-83	-85	0	0	-91	-90	-90	-91	-89	-90	-90	-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5555	-2834	2280	24349	-7821	-157	-28	972	202	-1	-1	0	-27	959	200	1606974603
-47	-47	0	-55	-62	-62	-72	-71	-75	0	-76	-76	-77	-71	0	0	0	-85	-84	-85	0	0	-84	-84	0	0	0	-89	-89	0	0	-88	-88	-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5540	-2849	2235	24348	-7819	-158	-28	972	202	-1	-1	-1	-27	959	200	1606974605
-50	-47	-55	-57	-52	0	-75	0	-74	0	-74	-73	-77	0	0	0	0	-84	-85	-85	0	0	-85	-85	0	0	0	-89	-89	0	0	-89	0	-55	0	0	0	0	0	0	0	0	0	0	-88	0	-88	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5645	-2835	2295	24348	-7819	-156	-28	972	202	-1	-1	-1	-27	959	200	1606974606
-45	-51	0	-57	-56	0	-74	-73	-83	-77	-80	-82	-78	-72	0	0	0	-90	-88	-88	-81	0	-89	-89	0	0	0	-90	-90	0	-89	-90	-90	-55	0	-93	0	-92	0	-94	0	0	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5495	-2819	2287	24349	-7821	-156	-28	972	202	-1	-1	0	-27	959	200	1606974608
-46	-52	-54	-56	-55	-64	-76	-80	-77	-75	-78	-76	-77	-74	0	0	0	-83	-85	-85	0	-82	-85	-85	0	0	0	-89	-90	0	-89	-89	-90	-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5540	-2849	2280	24348	-7819	-157	-28	971	201	-1	-1	-1	-27	959	200	1606974610
-47	-50	-56	-58	-55	-61	-79	-72	-81	0	-80	-81	-78	-72	-82	0	0	-90	-88	-88	0	0	-88	-87	0	0	-92	-89	-90	0	-90	-89	-91	-55	0	-94	-93	-94	-94	-91	-92	0	0	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5555	-2819	2354	24348	-7819	-157	-28	971	202	-1	-1	-1	-27	959	200	1606974611
-47	-51	-62	-56	-55	-63	-74	-75	-76	-76	-76	-77	-78	-73	-83	0	0	-83	-86	-85	0	-80	-84	-85	0	0	0	-89	-89	-89	-89	-89	-90	-55	0	0	0	0	0	0	0	0	-84	0	0	0	0	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5540	-2834	2295	24349	-7820	-156	-28	972	201	-1	-1	-1	-27	959	200	1606974613
-46	0	0	0	-55	0	-73	-73	-77	0	-77	-77	-78	-72	0	0	-82	-84	-84	-84	-81	-82	-85	-84	-80	0	0	-89	-89	-91	-90	-90	-89	-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5555	-2834	2295	24348	-7818	-155	-28	971	201	-1	-1	0	-27	959	200	1606974614
0	-51	0	-56	-56	0	0	-71	-81	-75	-82	-81	-79	0	-81	0	-81	-88	-88	-87	-81	-82	-89	-88	-81	-83	-92	-88	-89	0	-88	-91	-89	-55	0	-93	-94	-93	0	-93	-93	0	0	0	-88	0	-89	0	-87	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5585	-2834	2310	24349	-7820	-156	-27	972	201	-1	-1	0	-27	959	200	1606974616
-45	-50	0	-57	-54	0	0	-71	-82	0	-82	-82	-79	-71	-80	0	0	-88	-87	-89	0	0	-88	-87	0	0	0	-89	-89	-91	0	-89	-89	-56	0	0	-94	-93	-95	-91	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5585	-2759	2309	24350	-7825	-156	-28	972	202	-1	-1	0	-27	959	199	1606974618
