-60	-57	-55	-70	-65	-60	-72	-74	-71	0	-73	-71	-75	-72	0	-83	0	-86	-85	-85	0	0	-85	-86	0	0	0	-84	-85	0	-84	-84	-84	-59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-89	0	0	-84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1284	-2796	413	11020	-9011	237	43	995	-6	-1	0	-1	40	979	-1	1606974583
-66	-56	-54	-70	-68	0	-73	-76	-75	-87	-74	-75	-80	-74	0	-81	0	-90	-90	-90	0	-84	-89	-90	0	0	0	-85	-84	0	-85	-84	-85	-58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1276	-2797	488	11100	-9014	237	41	996	-2	-1	0	-1	40	979	-3	1606974585
-64	-57	-53	-68	-71	0	-78	-70	-73	0	-73	-73	-76	-77	0	-81	0	-87	-87	-86	0	-87	-87	-87	0	0	0	-84	-82	0	-84	-84	-83	-63	0	0	0	0	-96	0	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-93	0	-81	0	-80	-80	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1344	-2819	458	11190	-9005	237	44	996	1	0	0	-1	40	979	-1	1606974586
0	-53	-55	-65	0	-67	-75	-76	-76	0	-75	-75	-79	-75	0	-81	-82	-88	-90	-88	-81	-81	-88	-88	-84	-82	0	-85	-84	0	-84	-85	-83	-61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1238	-2827	488	11209	-8996	237	41	996	-1	-1	-1	-1	40	979	0	1606974588
0	-55	-55	-69	0	0	-72	-71	-76	0	-76	-75	-79	-72	0	0	-85	-90	-89	-88	-85	-85	-89	-89	-85	-84	0	-85	-84	0	-84	-85	-85	-62	-73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-95	-95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1268	-2812	488	11213	-8995	238	41	996	1	-1	-1	-1	40	979	1	1606974589
0	-54	-51	-71	0	-65	0	0	-76	0	-75	-75	-79	0	0	-83	0	-91	-88	-89	0	0	-89	-88	0	0	0	-84	-85	0	-85	-85	-85	-57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-87	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1283	-2827	488	11202	-9000	238	38	995	14	-1	-1	-1	40	979	0	1606974591
0	-56	-54	-71	0	0	-78	0	-74	0	-73	-75	-75	0	0	-83	0	-85	-87	-86	0	0	-86	-85	0	0	0	-84	-84	0	-85	-85	-85	-67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-83	0	0	-93	0	-82	0	-82	-82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1238	-2827	428	11202	-9001	240	40	995	-1	0	-1	0	41	979	-1	1606974592
0	-54	0	-71	0	-65	-76	0	-76	0	-75	-75	-79	0	0	-81	0	-90	-88	-89	0	-85	-90	-91	0	0	0	-85	-84	0	-85	-85	-85	-59	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	-94	0	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1314	-2781	458	11196	-9003	238	42	996	2	-1	-1	-1	40	979	-1	1606974594
-63	-57	-54	-71	-65	0	-75	0	-74	0	-77	-75	-81	-75	0	0	0	0	-92	-90	0	-88	-91	-90	0	0	-85	-84	-85	0	-84	-85	-85	-57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1284	-2842	443	11213	-8994	236	32	993	6	0	-1	-1	40	979	1	1606974596
-60	-56	-55	0	-67	-68	0	0	-77	0	-78	-78	-80	0	0	-83	0	-91	-91	-90	0	0	-90	-90	0	0	0	-85	-84	0	-86	-85	-84	-59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1283	-2827	518	11201	-9001	240	36	995	-8	0	0	0	41	979	-1	1606974597
