-64	-60	0	-67	-59	0	0	0	-72	0	-73	-73	-80	-74	0	0	0	-87	-87	-87	0	-83	-88	-86	0	0	-87	0	-93	-84	0	0	0	-63	0	0	0	0	0	0	0	0	0	0	0	0	0	-70	0	0	0	0	0	0	0	0	0	0	0	-80	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	-90	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1764	-2916	830	11789	-8959	247	44	997	2	0	0	-1	42	979	7	1606974583
-62	-57	-52	0	-61	-77	-75	0	-83	0	-81	-82	-86	0	0	0	0	-89	-90	-91	0	0	-89	-90	0	0	-78	-90	-91	-83	0	-91	-90	-70	0	0	0	0	0	0	0	0	0	-70	0	0	0	0	0	0	0	0	0	0	-92	0	-85	0	-71	-85	0	0	-95	0	0	0	0	0	0	-90	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1787	-2879	883	11772	-8971	248	43	997	4	0	0	-1	42	979	4	1606974585
-57	-59	-55	-64	-57	-71	-79	-77	-74	0	-73	-73	-79	-77	0	0	0	-88	-88	-87	0	0	-87	-87	0	0	-89	0	0	-83	0	-91	0	-68	0	0	0	0	0	0	0	0	0	-74	0	0	0	-72	0	0	0	0	0	0	0	-82	0	0	0	-82	-91	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1809	-2924	875	11789	-8960	248	43	995	9	0	0	-1	42	979	6	1606974586
0	-63	-55	-66	-65	0	0	-73	-87	-78	-88	-87	-84	0	0	0	-84	-89	-89	0	-85	-84	-89	0	-83	-85	-92	-90	-91	-82	0	-92	-91	-67	0	0	0	0	0	0	0	0	0	0	0	0	0	-72	0	0	0	0	0	0	-94	-84	-84	0	0	-85	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92	-91	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1809	-2931	830	11801	-8951	249	43	997	8	0	0	-1	42	979	8	1606974588
-63	-61	-53	-66	-59	0	0	0	-73	-77	-73	-73	-81	0	0	-84	0	-86	-87	-86	0	0	-86	-86	0	0	-88	0	-90	-82	0	-91	-90	-65	0	0	0	0	0	0	0	0	0	-70	0	0	0	-72	0	0	0	0	0	0	0	-82	-83	0	0	-81	-95	-85	0	0	-81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1801	-2931	860	11799	-8952	248	42	995	7	0	0	-1	42	979	8	1606974589
0	0	-53	-66	-59	-67	-77	-77	-72	-79	-71	-73	-82	-74	0	-81	0	-85	-86	-86	0	0	-85	-86	0	0	-89	-91	-92	-83	0	-90	0	-64	0	0	0	0	-94	0	0	0	0	-70	0	0	0	-71	0	0	0	-88	0	0	0	-83	0	0	0	-81	0	0	0	0	0	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1809	-2901	875	11808	-8945	247	43	996	7	-1	-1	-1	42	979	9	1606974591
0	0	-53	-66	-60	0	-76	-77	-75	0	-74	-75	-80	-73	0	0	0	-85	-86	-86	0	0	-86	-86	0	0	0	-91	-91	-83	0	-89	-90	-66	0	0	0	0	0	0	0	0	0	-71	0	0	0	0	0	0	0	0	0	0	0	-83	0	0	0	-81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1726	-2917	883	11814	-8941	249	43	996	9	-1	-1	-1	42	979	10	1606974592
0	-58	0	0	0	-72	-78	-79	-87	0	-84	-87	-83	-78	0	-83	0	-88	-88	-87	0	-84	-88	-89	0	0	-88	-90	-92	-81	0	-91	-91	-70	0	0	0	0	0	0	0	0	0	-71	0	0	0	0	0	0	0	0	0	0	-93	-81	-82	0	0	-84	0	-84	-95	0	-83	0	0	0	0	0	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92	-93	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1719	-2902	868	11805	-8948	249	43	996	6	-1	-1	0	42	979	8	1606974594
0	-59	-53	0	0	0	0	0	-74	0	-73	-73	-79	0	0	-83	0	-86	-88	-88	0	-87	-88	-87	0	0	-87	-90	-90	-82	-91	-89	-90	-66	0	0	0	0	0	0	0	0	0	0	0	0	0	-72	0	0	0	0	0	0	0	0	-85	0	0	-81	-93	-84	0	-85	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1749	-2894	830	11813	-8943	250	42	996	8	-1	-1	0	42	979	9	1606974596
-58	-64	-53	-67	-61	0	0	-78	-73	0	-74	-73	-79	0	0	0	0	-87	-87	-88	0	0	-87	-87	0	0	-86	-91	-90	-84	0	-89	-90	-64	0	0	0	0	-95	0	0	0	0	-70	0	0	0	-68	0	0	0	0	-85	0	0	-84	0	0	0	-81	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1764	-2916	830	11812	-8943	248	42	996	8	-1	-1	0	42	979	9	1606974597
