-51	-51	-59	-54	-56	0	0	-79	-74	0	-74	-74	-74	0	0	0	-79	-91	-90	-90	-82	-81	-91	-90	-81	-82	-83	0	-92	0	0	0	0	-58	0	0	0	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	-69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3497	-2997	3873	21747	-7706	-194	-39	972	196	1	0	0	-33	955	219	1606974583
-50	-47	0	-55	-56	-60	-79	-78	-81	-71	-82	-81	-75	-75	0	0	-81	-90	-91	-90	0	-83	-90	-89	0	0	-85	0	-91	0	0	-91	-92	-56	0	0	0	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	-62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3527	-2907	3962	21749	-7739	-194	-34	968	217	0	0	0	-34	956	214	1606974585
0	-52	-58	-55	0	0	-77	0	-79	-69	-78	-77	-74	0	0	0	0	-88	-89	-87	0	-82	-89	-88	0	0	-86	-91	0	0	0	-93	0	-58	0	0	0	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	-65	0	0	0	0	0	0	0	0	0	0	0	0	-92	0	0	0	3497	-3012	3917	21751	-7738	-194	-33	968	217	0	0	-1	-34	956	214	1606974586
-54	-52	0	-56	-59	-61	0	0	-75	0	-76	-74	-74	0	0	-84	-78	-90	-89	-90	-79	-79	-88	-89	0	-78	-84	-92	-92	0	-91	0	-91	-55	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	-71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3497	-2952	3947	21748	-7723	-194	-34	967	220	0	0	-1	-34	955	216	1606974588
0	-49	0	-56	-60	0	0	-76	-73	-70	-72	-71	-74	-71	0	0	0	-90	-88	-89	-77	-77	-89	-88	-75	-77	-85	-91	-91	0	0	-91	-92	-57	0	0	0	0	-92	0	0	0	0	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	-61	0	0	0	0	0	0	0	0	0	0	0	0	-92	0	0	0	3497	-2967	3999	21747	-7719	-194	-34	967	220	0	0	0	-34	955	217	1606974589
0	0	-56	-57	-55	-61	-77	-71	-75	0	-76	-75	-76	-71	0	0	0	-90	-90	-89	0	-76	-91	-89	0	0	-82	-91	-91	0	0	-91	0	-57	0	0	0	0	-92	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	-65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3512	-2967	3932	21747	-7719	-193	-33	968	219	0	0	-1	-33	955	217	1606974591
0	-53	-54	-56	0	0	-78	-76	-76	-69	-77	-75	-76	-73	0	-85	-78	-90	-89	0	0	-80	-90	-90	0	0	-84	-91	-94	0	0	-90	-91	-58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	-63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3527	-3005	3932	21747	-7717	-193	-34	967	220	0	0	0	-33	955	217	1606974592
-53	-49	0	-54	-57	0	-78	-72	-79	0	-79	-79	-81	-72	0	-86	0	-93	-90	-92	0	-77	0	-93	0	0	-87	-92	-91	0	-92	-92	-90	-59	-65	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3527	-2952	3970	21746	-7712	-193	-34	967	220	-1	-1	0	-33	955	218	1606974594
0	-53	0	-54	0	-60	-78	-71	-76	-69	-77	-75	-76	-71	0	0	-77	-90	-89	-89	-76	-78	-89	-91	-76	-77	0	-91	-93	0	0	-91	-92	-56	0	0	0	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	-67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3497	-2967	3932	21746	-7714	-192	-34	967	220	-1	-1	0	-33	955	218	1606974596
-52	-52	-60	0	-56	-62	0	-71	-78	-68	-79	-78	-83	0	0	0	0	-94	-92	0	0	0	-92	-92	0	0	-85	-92	-92	0	0	-91	-91	-58	0	0	0	0	-91	0	0	0	0	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3550	-2922	3932	21746	-7713	-192	-34	967	220	-1	-1	0	-33	955	218	1606974597
-62	-51	-54	0	-57	-60	-71	-71	-78	0	-78	-78	-82	-76	0	-85	-77	-93	-91	-91	-78	-77	0	-92	-77	-77	-83	0	-92	0	0	0	0	-59	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3542	-2983	3947	21746	-7711	-192	-34	967	220	-1	-1	0	-33	955	218	1606974599
0	-49	-59	-56	-57	-60	0	0	-79	-69	-77	-78	-81	0	0	0	0	-92	-91	-91	0	-78	-92	-92	0	0	-85	-93	-93	0	0	-90	-92	-57	0	0	0	0	-89	0	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3512	-2967	3932	21746	-7711	-191	-33	967	220	-1	-1	0	-33	955	218	1606974600
-52	-53	-59	0	-58	-62	0	0	-78	-69	-78	-77	-81	0	0	0	0	-94	-91	-93	0	0	-92	-94	0	0	-84	-90	-93	0	0	-90	-91	-58	0	0	0	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-94	0	-85	0	0	0	0	0	0	0	0	0	0	-74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3557	-2967	3932	21747	-7715	-191	-34	967	220	-1	-1	0	-33	955	218	1606974602
-60	-54	0	-55	-58	0	-79	0	-77	-69	-77	-77	-82	-71	0	0	0	0	-92	-92	0	-78	-91	-92	0	0	-85	-91	-92	-93	-91	-91	-93	-58	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3542	-2967	3932	21746	-7713	-192	-34	967	220	-1	-1	0	-33	955	218	1606974603
-51	-55	-54	-57	-58	0	-79	-71	-73	-68	-72	-72	-76	-72	0	-84	0	-91	-90	-90	0	0	-89	-90	0	0	-83	-92	0	0	0	-93	0	-56	0	0	0	0	-93	0	0	0	0	0	-88	0	-90	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	-60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3557	-2967	3917	21745	-7710	-193	-34	967	220	-1	-1	0	-33	955	218	1606974605
0	-52	0	-56	0	-62	-71	-69	-72	0	-72	-71	-77	-71	0	0	0	-90	-90	-89	0	-78	-89	-88	0	0	0	-92	-92	0	0	-92	0	-56	-65	0	0	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	-61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3557	-2952	3932	21746	-7714	-192	-34	967	220	-1	-1	-1	-33	955	218	1606974606
-58	-51	0	-56	-58	0	-68	-68	-73	-73	-74	-72	-77	-76	0	0	0	-89	-89	-89	0	-80	-90	-88	0	0	-85	-92	-93	0	0	-92	-92	-55	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	-63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3542	-2952	3932	21746	-7711	-193	-34	967	220	-1	-1	0	-33	955	218	1606974608
0	-55	-52	-56	-58	-62	0	-71	-74	-74	-74	-73	-76	-76	0	0	0	-88	-89	-89	0	-78	-89	-89	0	0	-85	-93	-92	0	0	-92	0	-55	0	0	0	0	-93	0	0	0	0	0	0	0	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	-71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3497	-2937	3962	21746	-7713	-193	-34	967	220	-1	-1	0	-33	955	218	1606974610
0	0	-52	-56	-60	0	-77	-69	-73	0	-71	-72	-78	-70	0	-84	-78	-88	-88	-90	-76	-78	-89	-89	-80	-77	-86	-92	-91	0	0	-92	0	-55	0	0	0	0	-93	0	0	-91	0	0	-91	0	-90	0	-92	-89	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	-73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3527	-2997	3947	21746	-7714	-192	-34	967	219	-1	-1	0	-33	955	218	1606974611
-56	-54	-51	0	-59	-63	0	-70	-73	-73	-72	-72	-77	0	0	0	0	-90	-90	-89	0	0	-89	-89	0	0	-87	-93	-93	0	0	-91	0	-55	0	0	0	0	-92	0	0	0	0	0	-90	-89	0	-87	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	-79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3550	-2975	3947	21746	-7712	-191	-34	967	220	-1	-1	0	-33	955	218	1606974613
-56	-50	-52	-55	-59	0	-76	-76	-72	0	-72	0	-77	-69	0	0	-78	-89	-87	-88	-78	-78	-87	-89	-78	-78	-88	-91	-93	0	0	-90	-91	-56	-66	0	0	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	-62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3527	-2960	3955	21746	-7711	-191	-34	967	220	-1	-1	0	-33	955	218	1606974614
