0	0	-50	-71	0	-75	0	0	-86	0	-79	-84	-90	0	0	0	-84	0	0	0	-85	-86	0	0	-83	-85	-88	-88	-88	0	-87	-89	-88	-77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3274	-2080	316	25636	-7740	-226	-39	971	215	0	0	-1	-39	956	213	1606974583
-62	0	-51	-73	-70	0	-79	0	-73	-85	-75	-73	-79	0	0	0	0	-87	-88	-88	0	0	-88	-88	0	0	0	-90	-90	0	-89	-88	-88	-72	0	0	0	0	0	0	0	0	0	-81	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3409	-2020	264	25634	-7737	-225	-39	970	218	0	0	-1	-39	956	214	1606974585
-57	-56	-52	-74	-72	0	-69	-70	-76	-78	-76	-74	-78	-71	0	0	0	-90	-90	-91	0	-85	-90	-91	0	0	-90	-89	-88	0	-89	-89	-87	-69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	0	0	0	0	0	-88	0	0	0	-96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3439	-2021	331	25628	-7726	-225	-41	969	218	0	0	-1	-39	955	216	1606974586
0	-55	-51	-72	-71	-68	-68	-70	-75	-77	-76	-76	-79	-70	0	0	0	-89	-87	-89	0	0	-89	-90	0	0	0	-89	-89	0	-88	-88	-89	-63	0	0	0	0	0	0	0	0	0	-82	0	0	0	-81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3424	-2005	271	25625	-7720	-224	-38	971	219	-1	-1	-1	-39	955	217	1606974588
-53	-58	-50	-72	-65	-72	-69	-71	-77	-78	-77	-77	-77	-72	0	0	0	-91	-91	-92	0	0	-91	-91	0	0	-89	-89	-89	0	0	-88	-89	-68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3424	-2005	271	25622	-7714	-223	-38	970	220	-1	-1	0	-39	955	218	1606974589
-55	0	-49	-73	-65	0	-73	-73	-77	0	-74	-75	-79	-73	0	0	0	-90	-90	-89	0	-85	-89	-89	0	0	0	-89	-89	0	0	-90	-89	-65	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3364	-2043	301	25618	-7706	-220	-43	969	220	-1	-1	0	-38	955	219	1606974591
-59	0	0	-70	-69	-68	0	-73	-74	-80	-74	-74	-82	-72	0	0	0	-89	-87	-88	0	0	-89	-88	0	0	0	-88	-88	0	-88	-89	-89	-65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3364	-2020	256	25620	-7710	-224	-39	970	220	-1	-1	-1	-39	955	218	1606974592
-60	-55	-50	-72	-66	-66	-72	-74	-74	-83	-74	-74	-77	-73	0	0	0	-93	-90	-91	0	0	0	-91	0	0	0	-88	-90	0	-89	-88	-87	-67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3409	-2020	271	25618	-7707	-223	-39	970	222	-1	-1	0	-39	955	219	1606974594
0	-58	-50	0	-69	0	-71	-70	-76	0	-77	-77	-80	-70	0	0	0	-88	-87	-88	0	0	-88	-88	0	0	-87	-89	-88	0	0	-89	-89	-66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3409	-2006	316	25616	-7704	-223	-39	970	222	-1	-1	0	-39	954	219	1606974596
-60	-54	-50	-72	-70	-70	-75	-74	-79	0	-78	-79	-80	-73	0	0	0	-89	-88	-88	0	0	-89	-90	0	0	0	-88	-90	0	-89	-89	-88	-67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3409	-2021	316	25616	-7703	-223	-38	969	222	-1	-1	-1	-39	954	219	1606974597
-57	0	-51	-71	-70	0	0	-74	-77	0	-77	-77	-83	-74	0	0	0	-86	-89	-89	0	-84	-87	-87	0	0	0	-88	-89	0	-88	-89	0	-66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3349	-1990	286	25619	-7708	-222	-40	970	221	-1	-1	0	-38	955	219	1606974599
