0	0	-55	0	0	-70	0	0	-75	0	-76	-75	-77	0	0	0	0	-87	-87	-87	0	0	-88	-87	0	0	0	0	0	-85	0	-96	0	-67	0	0	0	0	-89	0	0	0	0	-67	0	0	0	0	0	-87	0	0	0	0	0	-75	0	0	0	-79	-82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-81	0	-90	-91	0	-91	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1196	-3623	4073	15972	-8848	-533	-93	994	24	0	0	-1	-92	976	26	1606974583
-67	0	0	-71	-73	0	-78	-81	-74	0	-74	-75	-77	0	0	0	0	-87	-87	-88	0	0	-88	-87	0	0	0	0	0	-82	0	0	0	-66	0	0	0	0	-86	0	0	0	0	-68	0	0	0	0	0	0	0	0	0	0	0	-73	0	0	0	-79	-79	0	0	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-93	-93	0	0	0	-85	0	0	-89	0	-90	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1211	-3668	4104	15971	-8853	-532	-93	993	26	0	0	-1	-91	976	25	1606974585
0	-62	-52	-73	-72	-74	-80	-81	-80	0	-76	-74	-75	-80	-76	0	0	-86	-87	-87	0	0	-87	-86	0	0	0	0	0	-87	0	0	0	-72	0	0	0	0	-91	0	0	0	0	-68	0	0	0	0	0	0	0	0	0	0	0	-78	0	0	0	-80	-80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	-89	0	-89	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1196	-3653	4074	15973	-8846	-533	-93	993	26	-1	-1	-1	-92	976	26	1606974586
-61	0	-50	-73	0	0	-78	-78	-72	-85	-71	-71	-77	-76	0	0	0	-85	-85	-85	0	0	-85	-85	0	0	0	0	0	-85	0	-93	0	-63	0	0	0	0	-90	0	0	0	0	-67	0	0	0	0	0	0	0	0	0	0	0	-70	0	0	0	-88	-86	0	0	0	0	0	-83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	-91	-91	0	0	-80	0	-82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1212	-3653	4073	15977	-8836	-533	-93	993	27	-1	-1	-1	-91	976	28	1606974588
-66	0	-51	-71	0	-70	0	0	-77	0	-76	-75	-77	0	0	0	0	-89	-90	-91	0	0	-89	-88	0	0	0	0	0	-84	0	0	0	-68	0	0	0	0	-90	0	0	0	0	-66	0	0	0	-72	0	0	0	0	0	0	0	-71	0	0	0	-91	-89	0	0	0	0	0	0	0	0	0	0	0	0	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92	-88	0	-89	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1211	-3683	4074	15978	-8831	-533	-94	993	29	-1	-1	-1	-92	975	28	1606974589
-62	-61	-54	-70	-72	-72	-80	-79	-74	-91	-73	-73	-76	-80	0	0	0	-85	-87	-87	0	0	-87	-87	0	0	0	0	0	-90	0	0	0	-66	0	0	0	0	-89	0	0	0	0	-77	0	0	0	0	0	0	0	0	-86	0	0	-77	0	0	0	-93	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1227	-3638	4058	15976	-8818	-542	-98	991	34	0	-1	0	-93	975	31	1606974591
-69	-63	-50	-72	-72	-72	-82	-82	-77	0	-74	-76	-79	-81	0	0	0	-90	-89	-90	0	0	-90	-90	0	0	0	0	0	-89	0	0	0	-68	0	0	0	0	-89	0	0	0	0	-75	0	0	0	0	0	0	0	0	0	0	0	-68	0	0	0	-94	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-86	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1241	-3668	4104	15979	-8809	-546	-104	989	40	-3	-1	-2	-94	975	32	1606974592
-70	-57	0	-74	-73	-71	-77	-76	-76	0	-77	-74	-80	-80	0	0	0	-89	-90	-89	0	0	-89	-90	0	0	0	-93	-93	0	0	-93	0	-67	0	0	0	0	0	0	0	0	0	-72	0	0	0	0	0	0	0	0	0	0	0	-75	0	0	0	-85	-87	0	0	0	0	0	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1212	-3653	4058	16007	-8801	-558	-96	992	33	-2	-1	-2	-96	975	33	1606974594
-73	-59	-49	-73	-76	0	-80	0	-70	-81	-70	-71	0	0	0	0	0	-84	-84	-84	0	0	-84	-84	0	0	-89	0	0	-90	0	0	0	-62	-69	0	0	0	0	0	0	0	0	-77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	-91	-91	0	0	-91	0	-93	0	0	0	0	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1227	-3593	4058	15996	-8825	-533	-93	992	30	-1	-1	0	-91	975	29	1606974596
0	-57	-50	-74	-76	0	0	-81	-75	-84	-74	-74	-81	-81	0	0	0	-91	-89	-89	0	0	-90	-91	0	0	0	0	-93	-91	0	-93	0	-68	0	0	0	0	0	0	0	0	0	-74	0	0	0	0	0	0	0	0	0	0	0	-85	0	0	0	-85	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1212	-3638	4073	15993	-8836	-527	-92	993	28	-1	-1	0	-90	976	28	1606974597
0	0	-50	0	0	-71	0	0	-77	-87	-77	-74	-82	0	0	0	0	-92	-89	-90	0	0	-92	-89	0	0	0	0	-92	-86	0	0	0	-77	-70	0	0	0	-93	0	0	0	0	-69	0	0	0	-77	0	-90	0	0	0	0	0	-73	0	0	0	-80	-81	0	0	0	0	0	0	0	0	0	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1227	-3593	4073	15990	-8838	-528	-92	993	27	-1	-1	-1	-91	976	27	1606974599
-64	-59	-55	-72	-75	0	-77	-79	-74	0	-75	-73	-77	-78	-74	0	0	-83	-82	-83	0	0	-83	-83	0	0	0	-93	-93	-84	0	-92	0	-65	0	0	0	0	-90	0	0	0	0	-68	0	0	0	-73	0	0	0	0	0	0	0	-72	0	0	0	-85	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	-91	-89	0	0	0	0	-84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1227	-3653	4073	15989	-8839	-529	-92	993	27	-1	-1	-1	-91	976	27	1606974600
0	-61	-52	-72	0	-72	0	-79	-74	0	-73	-74	-78	-82	-74	0	0	-83	-84	-84	0	0	-84	-84	0	0	0	0	0	-84	0	0	0	-62	0	0	0	0	-91	0	0	0	0	-66	0	0	0	0	0	0	0	0	0	0	0	-72	0	0	0	-84	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-89	-90	-90	0	0	0	0	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1196	-3653	4074	15989	-8838	-528	-92	993	27	-1	-1	-1	-91	976	27	1606974602
