-56	-57	-48	-50	-54	-67	-73	-72	-81	0	-80	-78	-79	-73	0	0	0	-87	-89	-87	0	-76	-89	-88	0	0	0	0	-94	0	0	0	0	-56	-66	0	0	0	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-65	0	0	0	0	0	0	0	0	0	3784	-3551	3308	22232	-7794	-208	-35	970	205	0	0	-1	-36	958	204	1606974583
-60	-61	-46	0	-55	0	0	-73	-72	0	-73	-74	-75	0	0	0	-82	-86	-87	-87	0	0	-89	-87	-83	0	-88	-88	-88	0	-87	-87	-88	-54	-61	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-73	0	0	0	0	0	0	0	0	0	-92	0	0	0	0	0	0	-64	0	0	0	0	0	0	0	0	0	3859	-3537	3294	22303	-7806	-204	-36	970	207	0	0	0	-35	958	202	1606974585
-54	-61	0	-49	-55	0	-78	-71	-81	0	-81	-81	-80	-71	0	0	0	-88	-89	-88	0	-78	-87	-88	0	0	-87	-88	-88	0	-89	-88	-89	-55	0	0	0	0	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-67	0	0	0	0	0	0	0	0	0	3852	-3522	3323	22316	-7796	-206	-36	970	208	0	0	0	-36	958	204	1606974586
-54	-55	0	-51	-54	0	0	-74	-81	-73	-83	-82	-79	-75	0	0	0	-89	-89	-88	0	0	-88	-88	0	0	-88	-88	-90	0	-88	-89	-89	-54	-58	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-89	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	-69	0	0	0	0	0	0	0	0	0	3799	-3529	3368	22315	-7792	-205	-36	970	208	0	0	-1	-35	958	205	1606974588
-54	-55	-47	-50	-55	0	-74	-73	-72	-75	-72	-72	-75	-74	0	0	0	-86	-87	-87	0	-79	-87	-87	0	0	-88	-89	-89	0	-89	-89	-89	-54	-58	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	-70	0	0	0	0	0	0	0	0	0	3799	-3477	3338	22313	-7786	-205	-36	970	209	0	0	-1	-36	958	206	1606974589
-55	-55	0	-51	-56	-64	0	-77	-73	-75	-72	-72	-75	-76	0	0	-77	-88	-88	-88	-78	-77	-88	-89	-78	-77	-89	-88	-88	0	-89	-88	-87	-53	0	0	0	0	-90	0	0	0	0	0	-85	-86	-85	0	-85	0	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3814	-3552	3323	22313	-7785	-205	-36	970	208	-1	-1	0	-35	958	206	1606974591
-56	-56	0	0	-56	0	0	0	-73	0	-71	-72	-75	0	0	0	0	-87	-88	-87	0	-79	-86	-87	0	0	-87	-88	-88	0	-87	-89	-87	-54	0	0	0	0	-89	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-95	0	0	0	0	0	0	-71	0	0	0	0	0	0	0	0	0	3815	-3552	3368	22314	-7787	-203	-36	970	207	-1	-1	0	-35	958	206	1606974592
-52	-58	-45	-50	-56	0	-77	-74	-79	0	-77	-77	-79	-74	0	0	0	-88	-87	-89	0	-78	-87	-88	0	0	-87	-88	-86	0	-87	-87	-89	-54	0	0	0	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	-90	-90	-86	0	0	-88	0	0	0	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	-61	0	0	0	0	0	0	0	0	0	3815	-3552	3383	22312	-7782	-203	-36	970	209	-1	-1	0	-35	957	206	1606974594
-55	-55	-47	-51	-57	0	-76	-76	-73	-72	-72	-71	-74	-77	0	0	0	-86	-86	-87	0	-77	-87	-86	0	0	-89	-89	-89	0	-88	-89	-86	-54	0	0	0	0	-89	0	0	0	0	0	-83	-84	-83	0	-85	0	-84	0	0	0	0	0	-87	0	0	0	0	-90	0	0	0	0	0	0	-93	0	0	0	0	0	0	-58	0	0	0	0	0	0	0	0	0	3814	-3522	3368	22312	-7779	-203	-36	970	209	-1	-1	0	-35	957	207	1606974596
-54	-60	-47	0	-57	0	0	0	-79	0	-78	-80	-78	0	0	0	0	-87	-88	-88	0	-79	-88	-88	0	0	-91	0	0	0	0	0	-87	-54	0	0	0	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-59	0	0	0	0	0	0	0	0	0	3875	-3545	3338	22314	-7786	-204	-36	970	208	-1	-1	0	-35	958	206	1606974597
