0	-48	-43	-51	-66	0	-69	-69	-74	-71	-74	-74	-78	-70	0	0	0	-90	-89	0	0	0	-90	-89	0	-78	-84	-92	-92	0	-94	-93	0	-54	-62	0	0	0	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	-89	-86	0	0	-87	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3844	-3685	2936	22542	-7715	-194	-40	965	230	1	0	1	-34	955	218	1606974583
-52	-45	0	-54	-64	0	-69	-70	-73	-75	-73	-75	-78	-70	0	0	0	-92	-90	0	0	0	-90	-90	0	0	-82	-92	-91	0	0	-92	0	-55	-63	0	0	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3754	-3685	2906	22517	-7709	-211	-36	968	223	0	0	0	-36	955	219	1606974585
-53	-47	-44	-53	-64	0	-70	-69	-73	0	-73	-73	-78	-70	0	0	0	-89	-90	0	0	0	-90	-89	0	0	-83	-93	-93	0	0	-91	0	-56	-65	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3859	-3655	2906	22521	-7680	-221	-39	966	229	0	0	-1	-38	954	223	1606974586
-51	-47	-43	-54	-65	0	-70	-70	-73	0	-73	-74	-79	-70	0	0	0	-89	-90	-91	0	0	-89	-90	0	0	-82	-92	-91	0	0	-90	0	-55	0	0	0	0	-86	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3709	-3685	2936	22527	-7682	-209	-37	966	229	0	0	0	-36	954	223	1606974588
-51	-45	0	-53	-65	0	-70	-71	-75	0	-74	-74	-78	-70	-60	0	0	-90	-91	0	0	0	-91	-91	0	0	-82	-90	-92	0	0	-92	0	-55	0	0	0	0	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3844	-3648	2876	22521	-7677	-217	-37	967	228	0	0	0	-38	953	224	1606974589
0	-43	-42	-56	-66	0	0	0	-74	-72	-75	-74	-78	0	0	0	0	-90	-89	0	0	0	-90	-91	0	0	-86	-92	-92	0	0	-93	0	-54	0	0	0	0	-89	0	0	0	0	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3844	-3670	2921	22519	-7672	-219	-38	967	229	0	0	-1	-38	953	225	1606974591
0	-45	-42	-53	-67	0	-69	-68	-74	0	-74	-73	-78	-70	0	0	0	-90	-92	0	0	0	-90	-91	0	0	0	-91	-92	0	0	-91	0	-55	0	0	0	0	-87	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3799	-3670	2861	22518	-7670	-218	-38	967	229	0	0	0	-38	953	225	1606974592
0	-47	0	0	-67	0	-69	-69	-74	0	-75	-75	-77	-68	0	0	0	-91	-91	0	0	0	-90	-91	0	0	-84	-91	-92	0	0	-90	-90	-55	0	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3859	-3655	2876	22520	-7672	-217	-37	967	229	0	0	0	-38	953	225	1606974594
-53	-48	-43	-53	-66	0	-71	-71	-73	-74	-74	-74	-78	-71	0	0	0	-91	-91	0	0	0	0	-91	0	0	-82	-92	-92	0	0	-93	0	-56	0	0	0	0	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3859	-3640	2906	22518	-7670	-218	-38	967	229	0	0	0	-38	953	225	1606974596
0	-48	-43	-55	-66	0	-69	-72	-74	0	-75	-74	-78	-70	0	0	0	-92	-92	0	-81	-81	-90	-91	-79	-79	-84	-91	-91	0	0	-90	-91	-56	0	0	0	0	-87	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3859	-3686	2951	22517	-7663	-216	-38	967	229	0	-1	0	-37	953	226	1606974597
