0	-58	-52	-66	0	-68	-74	-76	-72	0	-72	-72	-74	-77	-86	0	0	-78	-79	-78	0	0	-79	-79	0	0	0	-90	-90	-88	0	-91	0	-66	0	0	0	0	-91	0	0	0	0	-67	0	0	0	0	0	0	0	0	0	0	0	-86	0	0	0	-90	-94	0	0	0	0	0	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1453	-3800	3521	15352	-8962	-474	-83	995	2	0	0	0	-82	977	6	1606974583
-68	-57	-55	0	-64	-70	-81	-83	-71	0	-72	-73	-74	-80	0	0	-86	-78	-78	-78	0	0	-79	-79	0	-85	-88	-91	0	-88	0	-90	0	-67	-67	0	0	0	-94	0	0	0	0	-69	0	0	0	0	0	0	0	0	0	0	0	-87	-87	0	0	-88	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1408	-3770	3521	15352	-8970	-471	-82	996	5	0	0	0	-81	977	5	1606974585
0	-58	-55	-66	0	-66	-78	-74	-76	-84	-74	-74	-72	-74	0	0	0	-80	-79	-80	0	0	-80	-79	0	0	0	-90	-92	-88	0	0	0	-66	0	0	0	0	0	0	0	0	0	-65	0	0	0	-82	0	0	0	0	0	0	0	0	0	0	0	-93	0	0	0	0	0	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1483	-3800	3506	15359	-8953	-472	-83	995	8	0	0	0	-81	977	8	1606974586
-61	-59	0	0	-65	0	0	0	-75	0	-76	-76	-75	0	0	-87	-85	-81	-80	-80	0	0	-81	-81	0	0	0	-92	-91	-90	0	-93	-91	-68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-87	0	0	0	0	0	0	0	0	0	-88	0	-95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1415	-3808	3506	15360	-8951	-472	-82	995	9	0	0	0	-81	977	8	1606974588
-64	-67	-59	-68	-66	-68	-78	-77	-79	-83	-79	-79	-78	-77	0	0	0	-84	-86	-85	0	0	-85	-84	0	0	0	-92	-93	-89	0	-91	0	-63	-68	0	0	0	0	0	0	0	0	-68	0	0	0	0	0	0	0	0	0	0	0	-85	0	0	0	-87	0	0	0	0	0	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1438	-3845	3506	15362	-8947	-472	-83	995	9	0	0	0	-81	977	9	1606974589
0	-59	-57	-67	0	0	0	0	-74	0	-74	-74	-74	0	0	0	0	-79	-79	-79	0	0	-80	-80	0	0	0	0	0	-91	0	0	0	-65	-64	0	0	0	-90	0	0	0	0	-68	0	0	0	0	0	0	0	0	0	0	0	-87	0	0	-77	-90	-94	0	0	0	0	0	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1438	-3815	3551	15362	-8946	-473	-83	995	9	-1	-1	0	-81	977	9	1606974591
0	-61	-55	-64	0	-72	-77	-78	-78	0	-77	-78	-77	-77	0	0	0	-82	-81	-82	0	0	-82	-82	0	0	0	0	-92	-90	0	-95	0	-63	-65	0	0	0	0	0	0	0	0	-63	0	0	0	-80	0	0	0	0	0	0	0	-86	0	0	0	-86	0	0	0	0	0	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1423	-3815	3551	15363	-8944	-472	-83	995	9	-1	-1	0	-81	977	9	1606974592
-61	-61	-54	0	-73	0	0	0	-77	-82	-79	-78	-77	0	0	0	0	-82	-82	-83	0	0	-81	-83	0	0	0	-91	0	-90	0	0	0	-64	0	0	0	0	0	0	0	0	0	-68	0	0	0	-79	0	0	0	0	0	0	0	-89	0	0	0	-87	0	0	0	0	0	0	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1460	-3800	3514	15363	-8944	-472	-82	995	9	-1	-1	0	-81	977	9	1606974594
-70	0	-58	-64	-65	0	-75	-76	-76	-82	-77	-75	-75	-75	0	0	-89	-81	-81	-80	0	0	-81	-81	0	0	-87	0	0	-89	0	0	0	-68	0	0	0	0	0	0	0	0	0	-68	0	0	0	-77	0	0	0	0	0	0	0	-86	0	0	0	-86	-96	0	0	0	0	0	0	0	0	-88	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1423	-3740	3521	15366	-8939	-472	-82	995	10	-1	-1	0	-81	977	10	1606974596
-59	-63	-58	0	-68	-67	0	0	-77	0	-78	-76	-76	0	0	0	0	-81	-81	-81	0	0	-80	-82	0	0	0	-92	0	-85	0	-93	0	-65	0	0	0	0	0	0	0	0	0	-66	0	0	0	-78	0	0	0	0	0	0	0	-87	0	0	0	-87	0	0	0	0	0	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1423	-3800	3521	15365	-8943	-471	-83	995	8	-1	-1	0	-81	977	9	1606974597
