-51	-48	0	-47	-55	0	-74	-74	-75	0	-74	0	-76	-73	0	0	0	-81	-82	-81	0	-83	-81	-81	0	0	-79	0	0	0	0	0	0	-53	-64	0	0	-95	0	-93	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3241	-3308	3187	22005	-7796	-129	-23	972	206	0	0	-1	-23	958	204	1606974583
0	-46	-53	-51	-54	-54	-69	-71	-75	0	-75	-76	-75	-69	0	0	0	-81	-80	-81	0	-78	-81	-81	0	0	-82	0	0	0	0	0	0	-54	0	0	0	-95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-85	0	0	0	0	0	0	0	0	0	0	-59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3241	-3398	3097	22037	-7819	-124	-22	973	204	0	0	-1	-22	959	200	1606974585
-45	-46	0	-52	-54	-52	-72	-70	-72	0	-73	-72	-76	-73	0	-84	0	-81	-83	-81	0	0	-82	-81	0	0	-86	-93	-92	0	0	-92	0	-51	0	0	-93	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-95	0	0	0	0	0	0	0	0	0	-57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3241	-3338	3112	22042	-7810	-124	-22	973	205	0	0	0	-22	959	202	1606974586
-52	-45	0	-58	-51	0	-70	0	-73	0	-75	-74	-75	-70	0	0	0	-81	-82	-81	-78	-78	-81	-82	-73	0	-85	-90	-91	0	0	-91	0	-52	0	0	-94	-96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3271	-3323	3097	22038	-7799	-123	-21	972	209	-1	0	-1	-21	958	204	1606974588
0	-45	-49	-55	-53	0	0	0	-82	0	-82	-82	-73	0	0	0	0	-85	-86	-85	0	-82	-85	-86	0	0	-83	-91	-92	0	0	-90	-91	-51	0	0	0	0	0	0	0	-87	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3241	-3323	3105	22036	-7793	-123	-21	972	209	0	0	-1	-21	958	205	1606974589
-54	-45	-48	-53	-52	0	-72	-70	-86	0	-84	-84	-73	-71	0	0	0	-86	-86	-85	-82	0	-87	-87	0	-81	0	-91	-91	0	0	-91	-91	-53	0	0	-95	-97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3226	-3323	3097	22040	-7801	-121	-22	973	207	0	0	0	-21	958	204	1606974591
-53	-45	0	-52	-52	0	-70	-70	-75	0	-73	-73	-75	-71	0	0	-80	-82	-82	-81	-80	-80	-82	-82	-79	-80	-84	-91	-93	0	0	-92	0	-51	0	0	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3218	-3338	3112	22043	-7810	-121	-21	972	209	0	0	0	-21	959	202	1606974592
0	-49	-49	-52	-52	0	-70	-70	-81	0	-81	-81	-73	-69	0	0	-79	-85	-87	-87	0	0	-86	-86	0	0	-83	-90	-90	0	0	-91	-90	-51	0	0	-95	0	-95	0	0	-85	-89	0	0	0	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3226	-3383	3112	22040	-7809	-126	-22	972	207	0	0	0	-22	959	202	1606974594
-52	-49	0	-52	-51	0	0	0	-79	-68	-80	-80	-74	0	0	-87	0	-85	-85	-85	0	-79	-86	-86	0	0	-84	-90	-90	0	-91	-88	-90	-51	0	0	-95	-94	-94	-95	0	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3331	-3353	3113	22031	-7777	-122	-21	972	209	-1	-1	-1	-21	958	207	1606974596
-53	-45	0	0	-52	0	0	0	-75	0	-74	-75	-76	0	0	0	0	-82	-82	-82	0	0	-82	-82	0	0	-83	-91	-91	0	-90	-91	-91	-52	0	0	-93	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3271	-3323	3112	22036	-7793	-124	-22	972	210	-1	0	-1	-22	958	205	1606974597
0	-44	0	0	-50	-52	0	0	-75	0	-75	-75	-75	0	0	0	0	-81	-81	-81	0	0	-82	-81	0	0	-82	-90	-90	0	-91	-89	-90	-52	0	0	-95	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3241	-3383	3120	22029	-7773	-126	-22	969	223	1	0	0	-22	958	208	1606974599
0	0	-48	-52	-52	-67	-70	-70	-80	0	-80	-80	-74	0	0	0	0	-86	-86	-86	0	0	-86	-85	0	0	-81	-91	-92	0	0	-90	0	-51	0	0	-95	0	-95	-96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3241	-3338	3082	22049	-7796	-124	-22	973	203	0	0	0	-21	959	203	1606974600
-54	-49	-48	-52	-52	-66	-71	-71	-85	0	-85	-84	-74	-71	0	0	0	-85	-85	-85	0	0	-85	-86	0	0	-82	-91	-91	0	-91	-90	-92	-51	0	0	-94	0	-95	0	0	-84	0	0	0	0	-89	0	-91	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3331	-3368	3098	22053	-7786	-121	-20	975	197	-1	-1	-1	-21	958	206	1606974602
-51	-49	0	-53	-53	-66	-70	0	-81	0	-80	-81	-74	0	0	0	0	-84	-86	-85	0	0	-86	-85	0	0	-82	-91	-92	0	0	-91	0	-51	0	0	0	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3180	-3323	3097	22056	-7796	-122	-21	972	210	0	0	0	-21	958	204	1606974603
0	-48	-48	-52	0	-67	-70	-72	-81	0	-81	-81	-74	-71	0	0	-79	-85	-86	-85	-80	-80	-86	-85	-79	-81	-83	-92	-91	0	0	-90	-90	-51	0	0	-94	0	-93	0	0	0	0	0	0	0	0	0	0	-87	0	0	-88	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3211	-3308	3097	22050	-7780	-123	-21	973	207	-1	0	-1	-21	958	207	1606974605
0	-48	0	-53	-48	-52	0	0	-73	-79	-74	-75	-75	-72	0	0	0	-82	-81	-82	0	0	-82	-82	0	0	-82	-91	-91	0	-89	-92	-91	-53	0	0	-94	-95	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3286	-3338	3083	22051	-7782	-121	-21	973	206	-1	0	0	-21	958	206	1606974606
-53	0	-49	-53	-53	-66	0	-71	-82	-79	-80	-80	-75	-70	0	0	-79	-84	-86	-85	-80	-79	-87	-86	-80	-80	-82	-91	-90	0	0	-91	0	-51	0	0	0	0	0	0	0	-84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3226	-3368	3127	22054	-7795	-124	-20	973	208	-1	0	-1	-22	958	204	1606974608
-54	0	0	0	-50	-67	-70	-70	-81	0	-81	-80	-75	-71	0	0	0	-85	-86	-85	0	0	-85	-85	0	0	0	-92	-91	0	0	-89	-91	-51	0	0	0	0	0	0	0	0	0	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3278	-3293	3127	22054	-7790	-122	-23	972	211	0	0	0	-21	958	205	1606974610
-53	-51	0	-52	-52	-65	-70	-72	-80	0	-80	-81	-74	-70	0	0	0	-86	-86	-85	0	-78	-87	-86	0	0	-83	-91	-91	0	0	-90	-90	-51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3271	-3368	3083	22055	-7796	-123	-20	973	208	-1	0	-1	-21	958	204	1606974611
