0	-59	-46	0	0	0	-81	-77	-75	0	-76	-75	-79	-80	0	0	0	-86	-87	-86	0	0	-86	-86	0	0	-86	-93	0	0	0	0	0	-64	0	0	0	0	0	0	0	0	0	0	0	0	0	-84	0	0	0	0	0	0	0	0	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3018	-2190	-132	26301	-7640	-171	-30	966	240	0	0	-1	-30	952	230	1606974583
-53	-57	-48	-71	-68	-75	-71	-71	-83	0	-83	-86	-82	-81	0	0	0	-91	-93	-92	0	0	-91	-90	0	0	-87	0	0	0	0	0	0	-70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-84	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3047	-2032	-177	26384	-7651	-171	-30	966	236	0	0	-1	-30	953	228	1606974585
-63	-57	-51	0	-71	-78	0	0	-85	0	-83	-81	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	-85	0	0	0	0	0	0	-71	0	0	0	0	0	0	0	0	0	0	0	0	-88	0	0	0	-87	0	0	0	0	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3047	-2032	-117	26379	-7628	-169	-29	967	235	-1	0	-1	-29	952	232	1606974586
-64	-67	0	0	-68	-78	0	0	-84	0	-85	-85	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3708	-2380	1692	22378	-7528	-557	-82	925	228	-24	44	-16	-96	943	248	1606974588
0	-61	-63	0	0	0	-84	0	-86	0	-85	-84	0	0	0	0	0	0	0	0	0	-85	0	0	0	0	0	0	0	-91	0	0	0	-74	0	0	0	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3747	-2630	2036	22511	-7589	-240	-42	957	291	2	0	0	-42	950	239	1606974589
0	-62	-64	-75	0	-78	0	0	-83	0	-82	-82	-88	0	0	0	-85	0	0	0	0	0	0	0	0	-86	0	0	0	-89	0	0	0	-70	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	0	0	-95	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3747	-2630	2125	23083	-7561	-272	-51	961	254	0	0	-1	-47	948	243	1606974591
-60	-59	-52	0	0	-67	0	0	-81	-86	-80	-81	-80	0	0	0	0	-89	-91	-89	0	0	-89	-89	0	0	-88	0	0	0	0	0	0	-60	0	0	0	0	0	0	0	0	0	0	0	0	-88	0	0	0	0	0	0	0	0	-86	0	0	0	-86	-92	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3687	-2585	2080	23277	-7549	-278	-48	963	247	0	0	-1	-48	948	245	1606974592
0	-61	-55	-78	-69	0	0	0	-78	0	-78	-78	-80	-78	0	0	0	-90	-91	-90	0	0	-90	-90	0	0	-84	0	0	0	0	0	0	-61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-73	-90	-93	0	0	0	0	0	0	0	0	0	0	-95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3725	-2630	2066	23292	-7551	-277	-49	963	251	0	0	0	-48	948	245	1606974594
0	-60	0	-74	0	0	-77	0	-84	-85	-84	-84	-90	-77	0	0	-85	0	0	0	-85	-83	0	0	-85	-84	-89	0	0	-90	0	0	0	-73	-70	0	0	0	-91	0	0	0	0	0	0	0	0	-82	0	0	0	0	0	0	0	0	0	0	0	0	-95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3672	-2600	2066	23291	-7549	-278	-49	963	248	0	0	-1	-48	948	245	1606974596
-60	-60	0	-72	-66	0	0	0	-83	-84	-83	-82	-91	0	0	0	0	0	0	0	0	-86	0	0	0	0	-86	0	0	-87	0	0	0	-74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3657	-2562	2088	23291	-7549	-277	-47	963	248	0	0	0	-48	948	245	1606974597
-63	-59	-54	-76	-66	0	0	-79	-82	0	-84	-82	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	0	0	0	0	0	0	-70	0	0	0	0	0	0	0	0	0	0	0	0	0	-85	0	0	0	0	0	0	0	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3732	-2585	2110	23291	-7549	-278	-50	963	246	-1	0	0	-48	948	245	1606974599
-63	-62	-55	-68	-70	0	-76	-78	-78	0	-76	-76	-79	0	0	0	-86	-87	-87	-86	-84	-87	-87	-87	-85	-84	-83	0	0	0	0	0	0	-64	-72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-87	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3717	-2570	2066	23289	-7542	-277	-48	962	249	-1	0	0	-48	947	246	1606974600
-66	-59	-55	-71	-71	0	0	0	-81	0	-81	-81	-82	0	0	0	0	-87	-88	-88	0	0	-89	-88	0	0	0	0	0	0	0	0	0	-58	0	0	0	0	-95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-87	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3634	-2524	2013	23290	-7546	-277	-49	963	250	0	0	0	-48	948	246	1606974602
-55	-56	0	0	-62	0	-80	-79	-81	0	-82	-81	-92	-80	0	0	0	0	0	0	0	-84	0	0	0	0	0	0	0	0	0	0	0	-71	0	0	0	0	0	0	0	-94	0	0	0	0	0	-80	0	0	0	0	0	0	0	0	0	0	0	-90	-94	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3649	-2585	2095	23289	-7545	-277	-49	962	248	-1	0	-1	-48	948	246	1606974603
0	0	-54	0	0	0	-83	-80	-83	0	-83	-83	-92	-79	0	0	0	0	-94	0	0	-86	0	0	0	0	-87	0	0	-89	0	0	0	-69	0	0	0	0	-92	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	-95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3657	-2585	2095	23290	-7547	-278	-48	962	253	0	-1	0	-48	948	245	1606974605
-57	-59	-53	-69	-65	0	0	0	-78	0	-79	-78	-80	-79	0	0	-85	-87	-87	-88	-83	-84	-89	-88	-85	-87	-88	0	0	0	0	0	0	-61	-71	0	0	0	-93	0	0	0	0	0	0	0	0	-81	0	0	0	0	0	0	0	0	0	0	0	-88	-94	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3732	-2585	2095	23288	-7542	-277	-49	963	249	0	0	0	-48	947	246	1606974606
-57	-65	-56	0	-64	-74	0	0	-83	-85	-83	-82	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	-86	0	0	-91	0	0	0	-69	-70	0	0	0	-92	0	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-94	0	-86	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3687	-2555	2095	23289	-7544	-277	-49	963	248	-1	-1	-1	-48	948	246	1606974608
-60	-61	-54	-74	-63	-66	0	0	-77	-84	-78	-78	-78	0	0	0	0	-87	-86	-87	0	-86	-87	-87	0	0	0	0	0	0	0	0	0	-61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-96	0	0	0	0	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3656	-2555	2065	23289	-7544	-278	-49	961	252	-1	-1	0	-48	948	246	1606974610
-56	-61	-54	-74	-64	-64	0	0	-77	-84	-78	-77	-77	0	0	0	0	-87	-87	-87	0	-86	-88	-87	0	0	-84	0	0	0	0	0	0	-61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3739	-2585	2066	23290	-7548	-279	-48	964	243	0	0	-1	-48	948	245	1606974611
