0	0	0	-75	0	-78	0	-80	-81	0	-81	-82	-80	-81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-76	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92	0	0	0	0	-92	0	-87	-91	0	0	0	0	0	0	-86	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3606	-3749	3966	22035	-8797	-128	-24	995	32	0	0	0	-22	979	34	1606974583
-57	-66	0	0	0	-76	0	0	-80	-83	-81	-81	-81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92	0	0	0	-71	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-93	0	0	0	0	-90	-95	0	-91	0	0	0	0	0	0	-88	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3546	-3794	4025	22042	-8803	-128	-22	996	37	0	0	-1	-22	979	33	1606974585
-60	-67	-66	-76	-71	0	0	-76	-69	0	-70	-70	-78	-85	0	0	0	-91	-89	-90	0	0	0	-90	0	0	0	0	0	0	0	0	0	-57	-68	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-93	-86	0	0	0	-90	0	0	-92	0	0	0	0	0	0	-87	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3621	-3824	3996	22037	-8790	-128	-24	995	37	0	0	0	-22	979	35	1606974586
-59	-63	-61	-75	-69	0	0	0	-71	0	-69	-71	-78	0	0	-85	0	-91	-91	-90	0	0	-90	-90	0	0	0	0	0	0	0	0	0	-58	0	0	0	0	-92	0	0	0	0	-83	0	0	0	0	0	0	0	0	0	0	-91	0	-84	0	0	-92	0	-85	-92	0	-86	0	0	0	0	-86	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3591	-3764	3966	22035	-8785	-128	-23	996	38	0	0	-1	-22	979	36	1606974588
-61	-62	-61	-70	-72	-68	-79	-79	-69	0	-70	-70	-76	-81	0	-85	0	-91	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-59	-70	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-94	0	0	0	0	-91	0	0	-92	0	0	0	0	0	0	-87	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3561	-3771	3913	22032	-8780	-128	-23	996	39	0	0	-1	-22	979	37	1606974589
-58	-63	-57	-64	-71	-75	-76	-79	-80	0	-80	-81	-80	-79	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	-92	0	0	0	-77	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	0	0	0	0	-93	0	0	-91	0	0	0	0	0	0	-88	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3591	-3794	3981	22029	-8772	-127	-23	996	39	-1	-1	-1	-22	979	39	1606974591
-60	0	-68	-67	-70	-79	-79	0	-80	-79	-80	-80	-79	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	0	0	0	-73	0	0	0	0	-92	0	0	0	0	-83	0	0	0	0	0	0	0	0	0	0	-92	0	-86	0	0	-94	-92	-86	-92	0	-88	0	0	0	0	-88	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3561	-3763	3980	22029	-8772	-128	-23	996	39	-1	-1	-1	-22	979	39	1606974592
-59	-63	-61	0	-68	-79	0	0	-79	-84	-78	-78	-80	0	0	-87	0	0	0	0	0	0	0	0	0	0	-89	0	0	-91	0	0	0	-72	0	0	0	0	-90	0	0	0	0	-84	0	0	0	-87	0	0	0	0	0	0	-94	-87	-86	0	0	-92	-93	0	-91	0	-85	0	0	0	0	0	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3576	-3749	3980	22028	-8770	-128	-23	996	39	-1	-1	-1	-22	979	39	1606974594
-64	-59	-64	-69	-71	-77	0	-83	-82	0	-86	-83	-81	0	0	0	0	0	-93	0	0	-89	0	0	0	0	0	0	0	-91	0	0	0	-72	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-95	0	0	0	0	-93	-92	0	-94	0	0	0	0	0	0	-89	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3591	-3786	3981	22027	-8767	-128	-23	996	40	-1	-1	-1	-22	979	39	1606974596
-59	-63	0	-65	-71	0	0	0	-80	0	-80	-79	-81	-83	0	0	0	0	0	0	0	0	0	0	0	0	-90	0	0	-92	0	0	0	-70	-70	0	0	0	0	0	0	0	0	-84	0	0	0	0	0	0	0	0	-88	0	-93	0	0	0	0	-93	-94	0	-92	0	0	0	0	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3591	-3794	3966	22029	-8772	-128	-23	996	38	-1	-1	-1	-22	979	39	1606974597
-60	-63	-63	0	-70	0	0	0	-71	-84	-70	-71	-79	0	0	0	0	0	-89	-88	0	0	-88	-90	0	0	-88	0	0	0	0	0	0	-59	0	0	0	0	-89	0	0	0	0	-85	0	0	0	-87	0	0	0	0	0	-90	-92	0	0	0	0	-91	0	0	-93	0	0	0	0	0	0	-90	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3546	-3794	3995	22026	-8765	-128	-23	995	40	-1	-1	-1	-22	979	40	1606974599
-58	-60	-61	-72	-66	0	-77	-85	-75	0	-74	-74	-77	-87	0	0	0	-90	-91	-91	0	0	-89	-89	0	-88	0	0	0	0	0	0	0	-59	-72	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92	0	0	0	-79	-93	0	0	-93	0	0	0	0	0	0	0	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3576	-3771	3988	22027	-8766	-128	-23	996	40	-1	-1	-1	-22	979	40	1606974600
0	0	-61	-72	-70	-73	0	0	-70	0	-70	-71	-78	0	0	0	-85	-88	-88	-89	0	0	-89	-89	0	-88	0	0	0	0	0	0	0	-60	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92	0	0	0	0	-93	0	0	-94	0	0	0	0	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3546	-3794	3980	22027	-8766	-127	-23	996	40	-1	-1	-1	-22	979	40	1606974602
-57	-60	-60	-70	-69	-68	-80	-77	-69	-85	-69	-70	-78	-78	0	-87	-87	-91	-91	-89	0	0	-90	-91	0	-86	0	0	0	0	0	0	0	-58	-71	0	0	0	-92	0	0	0	0	-81	0	0	0	0	0	0	0	0	0	0	-94	0	-85	0	0	-93	0	-90	-95	-86	-86	0	0	0	0	-88	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3591	-3764	3995	22027	-8766	-127	-22	996	40	-1	-1	0	-22	979	40	1606974603
-57	0	-61	-68	-70	-76	-77	-88	-78	0	-79	-80	-80	-77	0	0	-86	0	0	0	0	0	0	0	0	-87	0	0	0	-89	0	0	0	-69	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92	0	0	0	0	-92	-95	0	-93	0	0	0	0	0	0	-87	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3606	-3772	4040	22026	-8765	-127	-23	996	40	-1	-1	-1	-22	979	40	1606974605
-62	-58	0	-68	-71	-75	-82	-83	-78	0	-78	-78	-81	-80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	0	0	0	-70	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92	0	0	0	0	-92	-94	0	-93	0	0	0	0	0	0	-88	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3636	-3772	4040	22029	-8772	-128	-23	996	39	-1	-1	-1	-22	979	39	1606974606
-63	0	-62	-70	-71	0	-76	0	-79	-85	-79	-79	-80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	0	0	0	-70	0	0	0	0	-91	0	0	0	0	0	0	0	0	-87	0	0	0	0	0	0	-92	0	0	0	0	-93	-92	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3636	-3786	3981	22027	-8767	-127	-23	995	39	-1	-1	-1	-22	979	40	1606974608
