0	-63	-61	-73	0	0	-79	0	-74	0	-74	-75	-80	0	0	0	0	0	-89	-88	0	0	-88	-90	0	0	-87	0	0	-93	0	0	0	-65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-76	-80	0	-92	0	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-94	-88	0	-88	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4053	-3295	2801	23604	-9039	113	20	997	-9	0	0	0	19	980	-7	1606974583
-63	-56	-63	-70	-69	-65	-81	-81	-75	0	-72	-73	-85	-83	0	0	0	-89	-87	-88	0	0	-88	-87	0	0	0	0	0	-88	0	0	0	-64	-58	0	0	0	0	0	0	0	0	0	0	0	0	-87	0	0	0	0	0	0	-89	0	0	0	0	-90	-89	0	-92	0	0	0	0	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4053	-3295	2786	23605	-9052	113	20	997	-8	0	0	-1	19	980	-9	1606974585
0	-58	-61	-65	0	-68	-86	0	-73	0	-73	-74	-79	0	0	0	0	-90	-90	-91	0	0	-90	-90	0	0	0	-93	-93	-92	0	-93	0	-67	0	0	0	0	-91	0	0	0	0	-80	0	0	0	0	0	0	0	0	0	0	-93	-79	0	0	0	-77	-81	0	-93	0	0	0	0	0	-93	0	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92	0	-92	-91	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4008	-3295	2875	23598	-9036	114	19	997	-7	0	0	-1	19	980	-7	1606974586
-63	-59	-59	-66	-68	0	-76	0	-82	0	-82	-83	-81	-77	0	0	-87	0	0	0	0	0	0	0	0	-88	-88	0	0	-91	0	0	0	-74	-70	0	0	0	-82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	-75	-92	0	0	-87	-90	-86	0	0	0	0	0	0	0	-90	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	-91	-92	0	0	0	0	-84	-90	0	-90	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-93	-93	-93	0	0	4000	-3295	2823	23597	-9035	113	19	997	-5	0	0	-1	19	980	-6	1606974588
-66	-60	-62	0	-71	-73	0	0	-81	0	-81	-83	-83	0	0	0	-88	0	0	0	-86	-86	0	0	0	-86	-86	0	0	-80	0	0	0	-79	0	0	0	0	-83	0	0	0	0	0	0	0	0	-87	0	0	0	0	0	0	-93	-73	0	0	0	-88	-89	0	-94	0	0	0	0	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92	-91	-94	0	0	0	0	-83	-91	0	-91	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-93	-93	-92	0	0	3962	-3287	2778	23591	-9024	113	20	997	-5	0	0	-1	19	980	-5	1606974589
-66	-58	-64	0	0	-75	0	0	-83	0	-83	-83	-83	0	0	0	-84	0	0	0	-86	-89	0	0	0	-86	-86	0	0	0	0	0	0	-70	-75	0	0	0	-81	0	0	0	0	0	0	0	0	-83	0	0	0	0	0	0	-94	-74	-89	0	0	-87	-89	0	-92	0	0	0	0	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92	-91	-90	0	0	0	0	-83	-91	0	-90	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-94	-95	-93	0	0	3978	-3333	2816	23590	-9022	113	19	997	-5	0	0	-1	19	980	-4	1606974591
-67	-58	-61	-67	-68	-64	-79	-88	-75	0	0	-78	-82	-80	0	0	0	-88	-88	-88	0	0	-87	-88	0	0	-89	0	0	-91	0	0	0	-66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92	-73	0	0	0	-77	-81	0	0	0	0	0	0	0	-96	0	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4015	-3280	2815	23591	-9023	113	19	997	-6	-1	-1	-1	19	980	-4	1606974592
-68	-56	-63	-67	0	0	0	0	-76	-86	-75	-76	-82	-82	0	0	-85	-90	-89	-88	0	0	-89	-90	0	0	0	0	0	-90	0	0	0	-63	-79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	-74	0	0	0	-78	-81	0	-93	0	0	0	0	0	-93	-89	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-94	-91	0	-89	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3963	-3295	2867	23587	-9016	113	19	997	-4	-1	0	0	19	980	-3	1606974594
-60	-61	-62	-66	-66	-66	-77	-83	-73	0	-75	-75	-83	-77	0	0	-85	-89	-87	-88	-87	0	-88	-88	0	-87	-87	0	0	-89	0	0	0	-63	0	0	0	0	-94	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	-91	-73	0	0	0	-77	-82	0	-92	0	0	0	0	0	-92	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	0	-93	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3963	-3385	2860	23587	-9018	111	19	997	-4	-1	-1	-1	19	980	-4	1606974596
-57	-61	-68	0	-65	-76	0	0	-83	-85	-85	-82	-84	0	0	0	-86	0	0	0	-85	-86	0	0	-84	-85	-87	0	0	-89	0	0	0	-78	-80	0	0	0	-82	0	0	0	0	-78	0	0	0	0	0	0	0	0	0	0	-91	-75	0	0	0	-88	-90	0	-91	0	0	0	0	0	0	-90	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	-91	-94	0	0	0	0	-85	-92	0	-91	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-93	-92	-92	0	0	3978	-3295	2875	23589	-9021	112	19	997	-5	-1	-1	-1	19	980	-4	1606974597
