-49	-54	-44	-54	-59	-58	-77	-74	-72	-74	-73	-72	-69	-69	0	-85	0	-74	-75	-74	0	-82	-74	-74	0	0	0	-89	-89	0	-89	-89	-89	-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2520	-5970	11972	19157	-7888	-159	-29	973	195	0	0	0	-28	961	189	1606974583
-51	-54	-44	-54	-60	-60	-70	-70	-70	-71	-70	-70	-76	-74	0	-84	0	-82	-82	-82	0	-81	-82	-83	0	0	-88	-91	-91	0	-90	0	-90	-56	-60	-88	-88	-88	0	-88	-88	0	0	0	0	0	0	-81	0	0	0	0	0	0	0	-97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2566	-5971	12091	19157	-7895	-160	-28	975	189	0	0	0	-28	962	187	1606974585
-49	-53	-44	-55	-59	0	-73	-71	-72	-70	-70	-72	-69	-73	0	0	0	-74	-75	-74	0	-81	-75	-74	0	0	-86	-87	-88	0	-88	-88	-87	-57	0	0	0	0	0	0	0	0	0	0	0	0	0	-82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-94	0	0	2565	-6000	12017	19157	-7883	-160	-28	975	194	0	0	0	-28	961	189	1606974586
-50	-59	-45	-53	-56	-60	-71	-71	-72	-81	-70	-71	-70	-72	0	0	0	-75	-75	-75	0	-84	-75	-75	0	0	0	-90	-90	0	-90	-89	-90	-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	-60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2550	-6000	12046	19157	-7876	-160	-29	974	194	0	0	0	-28	961	191	1606974588
-49	-49	-44	-52	-56	-60	-66	-66	-73	0	-70	-72	-76	-68	0	0	0	-80	-81	-81	0	0	-82	-80	0	0	-91	-90	-90	0	-90	-90	-91	-56	0	-92	-90	-91	0	-91	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2573	-6001	12144	19156	-7873	-160	-27	974	193	0	0	0	-28	961	191	1606974589
-52	-52	-47	0	-58	-57	-71	0	-73	-83	-74	-74	-76	0	0	-87	-83	-82	-82	-81	-82	-82	-81	-83	-80	-82	0	-89	-90	0	-90	-90	-90	-58	0	-91	-91	-93	-93	-89	-90	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2581	-6001	12106	19157	-7872	-159	-27	974	194	0	0	-1	-28	961	191	1606974591
-51	-51	-45	-60	-53	-56	-70	-68	-73	0	-73	-74	-77	-71	0	0	0	-81	-82	-81	-83	-80	-82	-81	-84	-82	0	-91	-91	0	-90	-89	-90	-56	-58	-88	-89	-89	0	-88	-88	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2551	-5986	12121	19157	-7867	-158	-27	974	196	-1	-1	0	-27	961	192	1606974592
0	-51	-48	-57	0	0	-68	-68	-72	-76	-73	-71	-69	-69	0	0	0	-74	-75	-76	0	-81	-74	-75	0	0	0	-94	-92	0	0	-91	-92	-57	-60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2520	-5970	12031	19157	-7863	-158	-28	973	195	-1	-1	-1	-27	961	193	1606974594
-54	-52	-48	0	-58	-59	0	-71	-72	-77	-71	-72	-70	0	0	0	0	-75	-75	-76	0	-84	-75	-75	0	0	-92	-88	-90	0	-90	-90	-90	-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2551	-5971	12106	19157	-7866	-158	-28	974	194	-1	0	0	-27	961	192	1606974596
-52	-52	-49	-52	-55	-60	-71	-70	-72	0	-71	-71	-76	-71	0	0	0	-81	-80	-82	0	0	-82	-81	0	0	-90	-90	-91	0	-91	-90	-89	-56	-65	-90	-88	-88	0	-88	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2550	-6000	12046	19157	-7860	-157	-29	975	195	-1	-1	-1	-27	960	193	1606974597
