-64	-61	-52	-70	0	-71	0	0	-70	0	-69	-70	-77	0	0	0	0	-83	-83	-83	0	0	-84	-84	0	0	-87	0	0	0	0	0	0	-63	-69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-95	0	0	0	0	-90	-94	0	0	0	0	0	0	0	0	-83	0	-95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2597	-3758	3680	21367	-8210	404	69	985	134	0	0	0	69	968	134	1606974583
-68	0	-54	-66	-70	0	-80	0	-80	0	-81	-81	-85	0	0	0	0	-90	-92	0	0	0	0	-91	0	0	-85	0	0	0	0	0	0	-63	0	0	-91	-90	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-82	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2582	-3758	3709	21370	-8221	404	70	984	136	0	0	0	69	969	132	1606974585
0	-60	0	-67	-65	0	0	-82	-81	0	-80	-79	-88	-81	0	0	0	-91	-92	0	0	0	-92	-91	0	0	-87	0	0	0	0	0	0	-64	0	0	-91	-93	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2476	-3758	3694	21364	-8206	403	68	984	140	0	0	0	69	968	135	1606974586
0	-59	-51	-65	-67	0	-79	-81	-83	0	-84	-83	-88	-82	0	0	0	-90	-90	-89	0	0	-89	-90	0	0	-88	0	-94	0	0	0	0	-67	0	0	0	-91	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2552	-3758	3694	21363	-8204	403	70	984	137	0	0	0	69	968	135	1606974588
-68	-57	-51	-66	-68	-62	-77	-78	-68	0	-69	-68	-81	-77	0	0	0	-83	-83	-84	0	0	-84	-84	0	0	0	-91	-92	0	0	-90	0	-67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-89	-94	0	0	0	0	0	0	0	0	-84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2552	-3758	3694	21360	-8196	403	70	985	139	0	0	0	69	968	136	1606974589
0	-56	0	-65	-64	0	0	0	-69	0	-69	-69	-78	0	0	0	0	-82	-83	-82	0	0	-83	-83	0	0	0	-91	-92	0	0	0	0	-65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2581	-3728	3650	21361	-8196	405	72	984	145	0	0	0	69	968	136	1606974591
-67	-55	-54	-64	-65	-60	0	-80	-71	0	-72	-70	-78	-78	0	0	0	0	-81	-82	0	0	-82	-82	0	0	-87	-91	-92	0	0	-91	0	-61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-89	-95	0	0	0	0	0	0	0	0	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2597	-3743	3665	21360	-8198	402	69	987	143	-1	-1	0	68	968	136	1606974592
-64	-61	-56	-66	-64	0	0	-81	-69	-85	-69	-70	-77	0	0	0	0	-84	-83	-84	0	0	-82	-83	0	0	0	-93	-91	0	0	-90	0	-60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	-84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2582	-3758	3709	21361	-8195	406	74	985	140	-1	-1	0	69	968	137	1606974594
-62	-60	-53	-63	-66	-63	-82	-80	-68	0	-69	-69	-80	-81	0	0	0	-82	-83	-83	0	0	-83	-83	0	0	-89	-90	-91	0	0	-92	0	-64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-89	-94	0	0	0	0	0	0	0	0	-84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2551	-3743	3709	21360	-8193	404	68	985	138	-1	-1	-1	69	968	137	1606974596
-62	-60	-54	0	-65	0	0	0	-69	-82	-69	-69	-78	0	0	0	0	-83	-84	-84	0	0	-84	-84	0	0	-87	-92	-91	0	0	-92	0	-63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-82	0	0	0	-91	-95	0	0	0	0	0	0	0	0	-83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2544	-3750	3687	21358	-8190	404	74	985	135	-1	-1	-1	69	968	137	1606974597
