-47	-51	-53	-55	-57	0	-66	-66	-70	-76	-72	-71	-76	-71	0	0	-81	-83	-82	-82	-78	-80	-82	-83	-78	-79	-83	-90	-89	0	-89	-90	-90	-61	-64	0	0	0	-85	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	-89	0	0	-89	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3990	-2679	2768	22990	-7751	-295	-54	969	214	0	0	-1	-51	956	211	1606974583
-49	-47	-40	-59	-60	0	-70	-65	-72	-78	-70	-73	-76	-69	0	0	0	-84	-84	-84	0	-87	-83	-84	0	0	-89	-91	-91	0	0	-91	0	-65	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	0	0	4005	-2724	2738	22989	-7751	-296	-51	970	215	0	0	0	-51	956	211	1606974585
-48	-42	-35	-57	-59	0	0	-70	-72	-72	-72	-73	-77	-71	0	0	0	-84	-83	-84	0	0	-84	-84	0	0	0	-88	-90	0	-88	-88	-90	-60	0	0	0	0	-91	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005	-2724	2813	22992	-7742	-295	-52	970	217	-1	-1	0	-51	955	213	1606974586
-46	-41	-35	-64	-59	-59	0	0	-60	-70	-60	-59	-70	-69	0	0	-80	-83	-84	-84	-80	-80	-84	-84	-80	-81	-82	-89	-89	0	-89	-89	-90	-55	0	0	0	0	-90	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-96	0	0	0	0	0	0	0	0	0	0	0	0	-60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005	-2679	2753	22993	-7746	-296	-52	970	214	-1	-1	0	-51	955	212	1606974588
-51	-43	-35	0	-60	-63	0	0	-70	0	-72	-70	-76	0	0	-86	0	-83	-83	-83	0	-82	-84	-84	0	0	-85	-88	-88	0	-89	-89	-89	-61	0	0	0	0	-84	0	0	-91	0	0	0	0	0	0	0	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4005	-2687	2768	22991	-7740	-296	-52	970	217	-1	-1	-1	-51	955	213	1606974589
-50	-43	-35	-63	-55	-63	0	-70	-70	-72	-70	-73	-73	-71	0	-83	0	-84	-84	-84	0	-78	-83	-84	0	0	-83	-91	-90	0	-89	-89	-90	-60	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-87	0	0	4050	-2724	2768	22992	-7741	-296	-51	970	216	-1	0	-1	-51	955	213	1606974591
-51	-40	-35	-61	-53	-62	0	0	-73	-78	-72	-73	-76	0	0	-85	-79	-83	-83	-82	0	-77	-83	-83	-78	0	-84	-91	-91	0	-90	-90	-91	-62	0	0	0	0	-85	0	0	0	0	0	-88	-86	-87	0	0	0	0	0	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-86	0	0	4005	-2724	2738	22992	-7741	-296	-52	969	216	0	-1	-1	-51	955	213	1606974592
-49	-43	-36	-64	0	-63	0	-70	-77	-77	-76	-76	-79	-72	0	0	-77	-85	-84	-85	-78	-79	-86	-85	-78	-78	-86	-90	-89	0	-91	-91	-90	-61	0	0	0	0	-84	0	0	0	0	0	0	0	0	0	0	0	0	0	-83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4050	-2709	2761	22992	-7741	-296	-52	969	215	0	-1	-1	-51	955	213	1606974594
-51	-40	-35	-63	-52	-58	-73	-72	-68	-76	0	-69	-73	-72	0	-85	0	-83	-85	-84	0	-78	-83	-84	0	0	-83	-90	-88	0	-89	-90	-91	-55	0	0	0	0	-87	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	-48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4020	-2679	2768	22991	-7738	-295	-52	970	215	0	-1	0	-51	955	214	1606974596
-48	-43	-37	-62	-63	-64	0	-74	-69	0	-69	-71	-75	0	0	0	0	-83	-83	-84	0	-80	-83	-84	0	0	-85	-90	-89	0	0	-90	-90	-59	0	0	0	0	-92	0	0	0	0	0	0	0	-87	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4065	-2679	2731	22992	-7744	-295	-51	970	216	0	-1	-1	-51	955	213	1606974597
