-49	-65	0	-55	-52	-55	-69	-68	-73	0	-71	-72	-76	-69	0	-83	0	-82	-82	-81	0	-82	-82	-82	0	0	-90	-91	-91	0	-91	-91	-90	-53	0	0	0	-96	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-82	0	0	0	0	-82	0	-83	-83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4375	-3145	2577	23474	-7970	-121	-23	977	180	0	0	0	-21	964	175	1606974583
-46	-58	-57	-54	-59	0	-70	-71	-71	0	-72	-71	-76	-70	0	0	0	-81	-82	-82	0	-79	-82	-81	0	0	0	-92	-93	0	0	-93	0	-55	0	0	-93	-94	-94	0	0	0	0	0	0	0	-89	-85	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	-93	0	0	0	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4375	-3131	2592	23445	-7975	-124	-22	978	178	-1	-1	-1	-22	964	174	1606974585
-51	-56	-58	0	-52	-55	0	0	-72	-72	-70	-69	-74	0	0	0	-79	-82	-81	-82	-79	-79	-81	-81	-79	-79	-89	-93	-93	0	0	-91	-90	-55	0	0	0	0	-94	0	0	0	0	-84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-95	0	0	0	0	0	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	-62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4398	-3131	2592	23435	-7963	-123	-22	977	178	-1	-1	-1	-22	964	176	1606974586
-49	-49	-58	-60	-53	0	-66	-66	-68	0	-72	-69	-75	-66	0	0	0	-83	-82	-82	0	-80	-83	-81	0	0	-95	-88	-88	0	-89	-88	-88	-55	0	0	0	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4443	-3131	2577	23434	-7960	-123	-22	978	179	-1	-1	-1	-21	964	177	1606974588
-51	-47	0	0	-56	-65	0	0	-79	-72	-78	-79	-78	0	0	0	0	-86	-86	-86	0	-79	-87	-87	0	0	-91	-90	-90	0	-89	-89	-89	-58	0	0	-94	-95	0	-96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4451	-3131	2592	23435	-7961	-122	-21	978	179	-1	-1	-1	-21	964	176	1606974589
-48	-50	-56	-54	-53	-65	-72	-64	-77	-63	-79	-77	-78	-64	0	0	0	-88	-88	-88	0	-80	-88	-88	0	0	0	-89	-89	0	0	-89	-89	-58	0	0	-96	0	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4428	-3124	2621	23434	-7958	-123	-23	977	179	-1	-1	-1	-21	964	177	1606974591
-51	-53	0	-54	-53	-65	-65	-71	-80	-70	-80	-80	-77	-71	0	0	0	-87	-86	-87	0	-79	-86	-87	0	0	-91	-88	-87	0	-89	-89	-88	-57	0	0	-93	-95	0	-94	0	0	0	0	0	0	0	0	0	0	0	-91	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-65	0	0	0	0	0	0	0	0	0	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4443	-3116	2637	23434	-7961	-123	-21	978	178	-1	-1	-1	-21	964	176	1606974592
-48	0	-53	-53	-53	-66	-73	-72	-78	-70	-79	-78	-78	-72	-78	0	-83	-86	-87	-87	-82	-82	-87	-86	-83	-82	0	-89	-89	0	-89	-89	-89	-59	0	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4398	-3116	2592	23436	-7963	-122	-22	977	179	-1	-1	0	-21	964	176	1606974594
-48	-50	-54	-53	-53	-67	-73	-73	-79	-70	-78	-79	-79	-74	0	0	-83	-86	-86	-86	-83	-83	-85	-86	-83	-83	-89	-90	-88	0	-88	-89	-90	-59	0	0	0	0	0	0	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	-62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4435	-3093	2577	23435	-7962	-123	-22	977	178	0	-1	0	-22	964	176	1606974596
-53	-54	-53	0	-54	-65	-74	-75	-78	0	-80	-78	-77	-65	0	0	-82	-85	-85	-86	-84	-83	-86	-87	-82	-81	-92	-90	-89	0	-90	-90	-88	-59	0	0	-95	0	0	0	0	0	-88	0	0	0	-90	-87	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4368	-3115	2592	23434	-7959	-122	-22	978	179	0	-1	-1	-21	964	177	1606974597
