-45	-56	-45	-48	-54	-59	0	-69	-75	0	-75	-76	-82	-68	0	-82	-84	0	0	0	-83	-87	0	-89	-83	-85	-85	0	0	0	0	0	0	-58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4154	-2320	3028	22932	-7720	-249	-42	967	213	0	0	-1	-43	955	217	1606974583
-48	-50	0	-48	-53	-57	-69	-68	-76	-76	-77	-76	-83	-69	0	0	0	-91	-90	-91	0	-86	-91	-90	0	0	-87	0	-92	0	0	0	0	-56	-66	0	0	0	0	0	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	-89	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	4154	-2305	3035	22936	-7738	-248	-43	966	219	0	0	0	-43	956	214	1606974585
-47	-49	-45	-49	-50	-59	0	-65	-82	-75	-82	-82	-80	-66	0	0	0	-93	-91	0	0	-81	-94	-93	0	0	-87	-93	-92	0	0	-92	0	-60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4109	-2335	3050	22932	-7720	-248	-43	967	220	0	0	0	-43	955	217	1606974586
-51	-55	-43	-51	-50	-60	-67	-69	-80	-77	-78	-81	-81	-68	0	-87	0	0	-95	0	0	-76	0	0	0	0	-87	-93	-95	0	0	-94	0	-62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-89	0	0	0	0	4064	-2327	3020	22931	-7713	-248	-43	966	221	0	0	0	-43	955	218	1606974588
-50	0	-43	0	-55	0	0	0	-76	-79	-76	-75	-83	0	0	0	0	-91	-90	-90	0	-79	-91	-90	0	0	-87	-94	0	0	0	-93	0	-59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-87	0	0	0	0	0	-95	0	0	0	0	0	0	0	0	0	0	0	0	4110	-2365	3021	22931	-7715	-248	-42	966	220	0	0	-1	-43	955	218	1606974589
-49	-58	-42	-51	-52	0	-67	-68	-80	0	-80	-81	-80	-67	0	0	0	-93	-93	0	0	0	-93	-93	0	0	-87	-92	-94	0	0	-93	0	-60	0	0	0	0	0	0	0	-86	0	0	0	0	0	0	0	0	0	0	0	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4079	-2335	3028	22929	-7708	-248	-43	965	222	-1	-1	-1	-43	954	219	1606974591
-52	-57	-44	-52	-48	0	-69	-69	-81	-76	-80	-79	-81	-70	0	0	-80	-93	-93	0	-81	-80	0	-92	-81	-81	-86	-91	-93	0	0	-92	0	-64	0	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4079	-2335	3020	22929	-7704	-247	-44	966	221	-1	-1	-1	-43	954	219	1606974592
0	-51	0	-53	-61	-56	-69	-68	-76	-76	-77	-76	-85	-68	-81	0	-84	-90	-89	-89	-84	-82	-90	-90	0	-83	-86	-93	-90	0	0	-93	0	-57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92	0	0	0	4117	-2335	3021	22929	-7706	-247	-44	966	221	-1	-1	0	-43	954	219	1606974594
-51	-62	-43	0	-58	0	-68	0	-77	0	-77	-77	-84	-68	0	0	-83	-90	-90	-90	0	-82	-89	-88	0	0	-86	-92	-92	0	0	-92	0	-57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92	-90	0	0	4109	-2305	3028	22929	-7703	-248	-43	965	221	-1	-1	-1	-43	954	219	1606974596
-50	-60	-44	0	-56	-55	0	-66	-76	-76	-77	-76	-84	-67	-79	0	0	-91	-89	-90	0	-85	-90	-89	0	0	-84	-92	-93	0	0	-92	0	-57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-87	0	4109	-2313	3036	22929	-7701	-246	-43	966	222	-1	-1	0	-43	954	220	1606974597
-51	-52	-43	-54	-55	0	-68	-68	-74	0	-75	-75	-83	-68	0	0	-83	-91	-91	-93	-84	-84	-90	-92	0	-84	-85	-91	-94	0	0	-93	0	-53	0	0	0	0	0	0	0	-86	0	0	0	0	-89	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-94	0	0	0	4079	-2320	3073	22929	-7705	-246	-43	966	220	-1	-1	0	-43	954	219	1606974599
-52	0	-44	-51	-54	0	-69	-68	-81	-75	-82	-82	-79	-66	0	-85	0	-94	-94	0	0	-76	0	-92	0	0	-85	-93	-91	0	0	-92	-93	-60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4079	-2380	3013	22928	-7700	-248	-42	966	222	-1	-1	0	-43	954	220	1606974600
-54	-49	-40	-51	-53	0	-67	-68	-81	0	-80	-80	-80	-67	0	-85	0	0	-92	0	0	-81	0	-91	0	0	-86	-93	-92	0	0	-92	0	-60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	0	0	0	0	-84	0	0	0	0	-83	0	-84	-85	0	0	0	0	-93	-84	0	4125	-2328	3095	22928	-7700	-247	-42	965	222	-1	-1	0	-43	954	220	1606974602
