-55	-59	0	-61	-74	-59	0	-70	-71	-79	-73	-74	-76	-73	0	0	0	-86	-86	-86	0	-84	-86	-86	0	0	-85	-87	-87	0	-87	-86	-86	-57	0	-92	-91	-92	0	-91	-90	0	0	0	0	0	0	0	0	0	0	0	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1731	-2824	2203	14472	-8749	136	25	997	46	0	0	0	23	979	42	1606974583
0	-60	-57	-61	0	0	-71	0	-74	0	-74	-74	-78	-69	0	0	0	-87	-87	-88	0	0	-86	-87	0	0	-82	-86	-87	0	-86	-86	-86	-55	0	-92	-92	-90	0	-92	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1686	-2817	2263	14509	-8742	139	25	995	43	0	0	0	23	979	44	1606974585
-56	-62	-60	0	-69	0	0	0	-70	0	-70	-69	-73	0	0	-80	0	-87	-86	-87	0	0	-87	-86	0	0	-84	-86	-87	0	-86	-86	-86	-57	0	0	-94	-93	0	-93	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-78	0	0	0	0	-79	0	-78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	0	0	0	-1731	-2817	2263	14521	-8736	137	25	996	45	0	0	-1	23	979	45	1606974586
-52	-52	0	-64	-71	0	-71	0	-70	0	-68	-70	-74	-71	0	-81	0	-86	-85	-85	0	0	-86	-86	0	0	-81	-85	-86	0	-87	-86	-85	-58	0	0	-94	-95	0	-94	0	0	0	0	0	0	0	0	0	-84	0	0	-85	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1731	-2787	2233	14526	-8731	139	27	997	47	0	0	-1	23	979	46	1606974588
-56	-53	-52	-63	-68	0	-73	-71	-69	-80	-70	-70	-75	-71	0	-80	0	-87	-87	-87	0	0	-89	-88	0	0	-82	-86	-86	0	-87	-87	-86	-59	0	0	0	0	0	0	0	0	0	0	0	0	0	-85	0	-88	0	0	-87	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-86	0	0	0	-1776	-2787	2278	14521	-8736	136	24	996	48	-1	-1	0	23	979	45	1606974589
-53	0	0	-70	-63	0	-68	-70	-70	-83	-69	-70	-74	-70	0	-83	0	-88	-88	-88	0	0	-88	-88	0	0	-81	-87	-85	0	-85	-86	-86	-53	0	0	0	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1693	-2802	2263	14520	-8736	135	24	996	42	-1	0	-1	23	979	45	1606974591
0	-64	-55	-64	0	-71	-73	-70	-74	0	-73	-74	-79	-73	0	0	0	-89	-90	-91	0	0	-91	-89	0	0	-83	-86	-85	0	-85	-86	-86	-60	-68	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	0	0	0	-1693	-2877	2248	14519	-8737	134	23	995	45	0	-1	-1	23	979	45	1606974592
-51	-64	-56	0	-68	0	0	0	-74	0	-75	-75	-78	0	0	-80	0	-90	-88	-89	0	0	-89	-89	0	0	-82	-86	-87	0	-85	-86	-86	-55	0	-91	-92	-92	0	-93	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-86	0	0	0	-1746	-2832	2233	14520	-8734	134	22	996	45	0	0	-1	23	979	45	1606974594
0	-64	-55	-66	0	-64	-71	-74	-74	0	-74	-75	-78	-73	0	0	0	-87	-87	-87	0	0	-87	-87	0	0	0	-86	-86	0	-85	-86	-86	-56	0	-92	-92	-93	0	-94	-92	0	0	0	0	0	0	0	0	0	0	0	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1746	-2847	2263	14521	-8733	135	23	995	45	-1	0	0	23	979	45	1606974596
-50	-62	-57	-67	-72	-60	-74	0	-70	-78	-70	-71	-74	-71	0	0	0	-88	-88	-87	0	0	-88	-87	0	0	-84	-86	-86	0	-86	-85	-86	-63	0	0	-94	-95	0	0	0	0	0	-83	0	0	0	0	0	0	0	0	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1731	-2847	2233	14521	-8735	136	24	996	45	-1	-1	0	23	979	45	1606974597
-56	-55	-57	-65	-71	0	0	0	-73	-78	-73	-74	-78	-74	0	-81	0	-89	-89	-88	0	0	-89	-88	0	0	-82	-86	-86	0	-86	-86	-86	-56	0	-91	-91	-91	0	-91	-91	0	0	-84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1731	-2832	2263	14523	-8733	137	25	995	45	-1	0	-1	23	979	45	1606974599
