-54	-57	-55	-55	-52	-57	-69	-66	-72	-72	-71	-69	-73	-68	0	0	0	-84	-84	-85	0	0	-84	-84	0	0	-83	-93	0	0	0	0	0	-54	-58	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-89	0	0	0	0	0	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4379	-2446	2261	23702	-7782	-327	-58	970	211	0	0	0	-56	957	206	1606974583
-49	-57	-54	-53	-53	-66	-68	-67	-78	-75	-77	-77	-79	-68	0	0	0	-85	-86	-85	0	-78	-86	-85	0	0	-83	0	0	0	0	0	0	-64	0	0	-95	-94	-90	-95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4394	-2423	2275	23700	-7775	-326	-56	969	212	0	0	0	-56	956	207	1606974585
0	-55	-43	-63	-53	-71	-68	-67	-73	-73	-73	-73	-75	-65	0	-86	0	-89	-88	-88	0	-76	-87	-89	0	0	-85	0	0	0	0	0	0	-67	-57	0	0	0	-92	0	0	0	0	0	0	0	0	-88	0	0	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4364	-2431	2320	23698	-7771	-327	-56	969	213	0	0	-1	-56	956	208	1606974586
-59	-55	-44	-69	-53	-72	-65	-65	-78	0	-77	-79	-80	-65	0	0	0	-86	-85	-85	0	-73	-85	-85	0	0	-88	0	-93	0	0	-93	0	-67	0	0	0	0	-91	0	0	-88	0	0	0	0	0	0	0	0	0	0	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4364	-2453	2290	23698	-7769	-326	-56	971	211	0	0	0	-56	956	208	1606974588
-47	-53	-47	-53	-57	0	0	0	-70	0	-70	-69	-74	-65	0	0	0	-85	-84	-83	0	-75	-85	-84	0	0	-83	0	0	0	0	0	0	-59	0	0	0	0	-92	0	0	0	-88	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	-95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4319	-2438	2275	23697	-7766	-326	-57	970	213	0	0	0	-56	956	209	1606974589
-54	-50	-40	-49	-55	0	-67	-67	-74	0	-75	0	-78	-67	0	0	0	-85	-86	-85	0	-74	-85	-85	0	0	-85	-91	-92	0	-93	-91	0	-67	0	0	0	0	-89	-94	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4319	-2423	2275	23697	-7764	-326	-57	971	212	0	0	0	-56	956	209	1606974591
-53	-49	-40	-55	-50	0	-64	-63	-74	-72	-74	-75	-78	-65	0	0	0	-86	-85	-85	-75	-74	-85	-85	-76	-76	-84	-92	-92	0	0	-91	0	-65	0	0	-95	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4364	-2423	2290	23697	-7763	-324	-57	970	213	-1	0	0	-56	956	209	1606974592
-46	-49	-40	-52	-58	0	-64	-64	-74	0	-75	-75	-77	-64	0	0	0	-87	-84	-86	0	0	-85	-86	0	0	-85	-91	-91	0	-91	-90	-93	-66	0	0	0	-95	-89	-94	0	0	0	0	-84	0	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	-64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4379	-2423	2275	23696	-7761	-325	-57	970	212	-1	-1	-1	-56	956	210	1606974594
-46	-48	-40	-54	-55	0	0	-64	-75	0	-74	-74	-80	-64	0	0	-64	-87	-85	-85	-77	-77	-85	-87	-67	-77	-87	-92	-93	0	0	0	0	-63	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-63	0	0	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4334	-2453	2261	23695	-7758	-325	-56	971	213	-1	-1	-1	-56	956	210	1606974596
-50	-47	-40	-54	-57	-61	-66	-65	-70	-74	-71	-70	-73	0	0	0	-78	-83	-85	-83	-77	-77	-83	-84	-76	-77	-87	-94	-92	0	0	-92	0	-58	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4334	-2423	2260	23696	-7763	-325	-57	970	211	-1	-1	0	-56	956	209	1606974597
