0	-69	0	-67	0	0	0	0	-85	0	-84	-85	-89	0	-84	0	0	-95	-95	0	0	0	0	-93	0	0	0	0	0	0	0	0	0	-66	-76	0	0	0	-93	0	0	0	0	0	0	0	0	-80	0	0	0	0	0	0	-92	0	0	0	0	-76	-89	0	-93	0	0	0	0	0	0	-84	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	-92	-93	0	0	0	0	2519	-2949	4243	20850	-8489	-158	-28	993	82	0	0	0	-28	976	87	1606974583
0	0	0	-71	0	0	0	0	-84	0	-83	-83	-81	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-78	0	0	0	-66	0	0	0	0	0	0	0	0	0	-73	0	0	0	0	0	0	0	0	0	0	-91	0	0	0	0	-76	-90	0	-93	0	0	0	0	0	0	-87	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	-91	-91	0	0	0	0	2489	-3009	4236	20839	-8492	-158	-28	994	89	0	0	0	-27	976	86	1606974585
0	-65	0	-69	0	-74	0	0	-83	-87	-85	-83	-76	-84	-85	0	0	-90	-88	-87	0	0	-88	-89	0	0	0	0	0	-82	0	0	0	-65	-72	0	0	0	-97	0	0	0	0	0	0	0	0	-80	0	0	0	0	0	0	-92	-91	0	0	0	-78	-89	0	-92	0	0	0	0	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	-91	-91	0	0	0	0	2489	-2994	4228	20836	-8487	-159	-28	993	88	0	0	0	-28	976	87	1606974586
-66	-63	-62	-70	-74	0	0	0	-80	-88	-81	-80	-81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-78	0	0	0	-68	0	0	0	0	0	0	0	0	0	0	0	0	0	-79	0	0	0	0	0	0	-93	0	0	0	0	-78	-89	0	-92	0	0	0	0	0	0	-87	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	-90	-91	0	0	0	0	2414	-3001	4228	20834	-8480	-159	-27	992	86	-1	0	0	-28	976	88	1606974588
-69	-64	-59	-71	-74	0	-80	0	-80	0	-78	-80	-76	0	0	0	0	-87	-87	-87	0	0	-87	-87	0	0	-90	0	0	-83	0	0	0	-68	0	0	0	0	0	0	0	0	0	0	0	0	0	-79	0	0	0	0	0	0	-91	0	0	0	0	-77	-89	0	-93	0	0	0	0	0	0	-86	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	-89	-90	-86	0	0	0	2474	-3001	4243	20833	-8474	-159	-27	993	95	-1	-1	0	-28	976	89	1606974589
0	0	0	-69	0	-74	0	0	-81	0	-81	-81	-83	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	0	0	-79	0	0	0	-64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-94	0	0	0	-76	-75	-90	0	-92	0	0	0	0	0	0	-87	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	-92	-91	0	0	0	0	2489	-2964	4169	20835	-8484	-159	-29	993	84	-1	-1	0	-28	976	88	1606974591
0	0	-60	-67	0	-70	0	-85	-85	0	-83	-85	-75	-82	0	0	0	-87	-86	-86	0	0	-86	-87	0	0	-91	0	0	-82	0	0	0	-63	0	0	0	0	-93	0	0	0	0	0	0	0	0	-78	0	0	0	0	0	0	-93	0	0	0	0	-77	-89	0	-91	0	0	0	0	0	0	-86	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-89	-89	-90	-85	0	0	0	2474	-2956	4228	20835	-8481	-158	-30	993	93	-1	-1	-1	-28	976	88	1606974592
-64	-64	0	-68	-71	-72	-82	0	-83	0	-82	-84	-82	-81	0	0	0	0	0	0	0	0	0	0	0	0	-89	0	0	-79	0	0	0	-66	0	0	0	0	0	0	0	0	0	-72	0	0	0	0	0	0	0	0	0	0	-93	0	0	0	0	-76	-90	0	-92	0	0	0	0	0	0	-87	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	-91	-91	0	0	0	0	2414	-3001	4198	20835	-8481	-158	-30	993	88	0	-1	0	-27	976	88	1606974594
0	-63	-59	-68	0	-74	0	-84	-83	0	-82	-82	-80	-81	0	0	0	-94	-93	0	0	0	0	-95	0	0	-88	0	0	-79	0	0	0	-64	0	0	0	0	-95	0	0	0	0	0	0	0	0	-78	0	0	0	0	0	0	-91	0	0	0	0	-76	-90	0	-92	0	0	0	0	0	0	-87	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	-91	-90	-91	0	0	0	2474	-3009	4228	20836	-8486	-159	-29	994	84	-1	-1	0	-28	976	87	1606974596
0	-65	-59	-62	0	-68	0	-82	-83	0	-83	-82	-78	-83	0	0	0	-86	-87	-87	0	0	-88	-86	0	0	-88	0	0	-82	0	0	0	-59	0	0	0	0	-94	0	0	0	0	0	0	0	0	-78	0	0	0	0	0	0	-92	0	0	0	-78	-77	-90	0	-93	0	0	0	0	0	0	-83	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-89	-90	-89	0	0	0	0	2489	-3009	4288	20834	-8481	-159	-28	993	91	-1	-1	0	-28	976	88	1606974597
