-52	-53	-51	-58	-61	0	-71	-69	-73	-77	-76	-74	-75	-69	0	0	0	-87	-89	-88	0	-78	-87	-89	0	0	-86	0	0	0	0	0	0	-51	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-95	0	0	0	0	0	0	0	3422	-2922	4126	21526	-7825	-256	-45	971	201	0	0	0	-44	959	199	1606974583
-59	-52	-51	-56	-62	0	0	-70	-73	-80	-73	-73	-81	-71	0	0	0	-92	-89	-90	0	-81	-89	-89	0	0	-91	0	0	0	0	0	0	-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	3437	-2998	4178	21547	-7825	-256	-45	971	201	0	0	-1	-44	959	199	1606974585
0	-57	0	0	0	-58	0	-73	-74	0	-74	-75	-80	0	0	0	0	-88	-88	-87	0	0	-88	-88	0	0	-87	-92	-91	0	0	0	0	-53	0	0	0	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-74	0	0	0	0	0	0	0	0	0	-91	-89	0	0	0	0	0	0	3438	-2998	4201	21545	-7818	-256	-45	970	203	0	0	0	-44	958	200	1606974586
-60	-51	-46	-56	-59	0	-70	-69	-80	-80	-78	-78	-84	-72	0	0	0	-91	-90	-92	0	-75	-91	-90	0	0	-89	0	0	0	0	0	0	-62	-62	0	0	0	-85	0	0	0	0	0	0	0	0	0	0	-89	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3452	-2960	4156	21544	-7811	-255	-44	970	204	0	0	0	-44	958	201	1606974588
-58	-53	-46	0	-58	-62	0	0	-75	-79	-75	-75	-79	-71	0	0	-76	-89	-89	-88	-76	-75	-89	-90	-77	-77	-91	0	0	0	0	0	0	-54	0	0	0	0	-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-89	0	0	0	0	0	0	0	3354	-2922	4170	21544	-7809	-254	-44	970	204	0	0	0	-44	958	202	1606974589
-61	-52	-46	-55	-58	-64	-71	-70	-79	-79	-79	-79	-86	-71	0	0	-74	-91	-91	-91	0	-77	-91	-91	0	0	0	0	0	0	0	0	0	-62	-62	0	0	0	-86	0	0	-91	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3422	-2968	4141	21544	-7808	-254	-45	970	204	-1	-1	0	-44	958	202	1606974591
-59	-50	0	-57	-57	-64	-69	-72	-80	-81	-78	-78	-84	-70	0	0	0	-93	-91	-90	0	-76	-91	-92	0	0	-88	0	0	0	0	0	0	-62	0	0	0	0	-84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-86	0	0	0	3392	-3005	4156	21543	-7804	-255	-45	970	204	-1	-1	-1	-44	958	203	1606974592
0	-59	-57	-55	0	-61	-73	-70	-74	-78	-74	-74	-78	-72	0	0	0	-89	-90	-90	0	-76	-91	-89	0	0	-90	0	0	0	0	0	0	-53	0	0	0	0	-90	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-91	0	0	0	-91	0	0	0	3422	-2938	4230	21543	-7803	-254	-45	970	205	-1	-1	0	-44	958	203	1606974594
0	-54	-46	-57	-57	-60	-72	-70	-77	-79	-77	-76	-77	-70	0	0	0	-88	-89	-88	0	-77	-89	-90	0	0	-90	0	0	0	0	0	0	-55	-64	0	0	0	-92	0	0	0	-87	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-93	0	0	0	-88	0	0	0	3324	-2967	4126	21543	-7807	-254	-45	970	204	0	-1	0	-44	958	202	1606974596
-58	-57	-51	0	-57	-61	-72	-71	-76	0	-76	-76	-80	-72	0	0	0	-91	-89	-90	0	-79	-89	-92	0	0	0	0	0	0	0	0	0	-54	0	0	0	0	-93	0	0	-88	-88	0	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-92	0	0	0	0	0	0	0	3483	-3013	4156	21543	-7803	-252	-44	970	205	-1	-1	0	-44	958	203	1606974597
