-60	-65	-57	0	-62	-68	0	0	-76	-77	-78	-77	-79	0	0	-79	-82	-88	-88	-88	-81	-85	-89	-88	-81	-81	-83	-90	-89	0	-89	-90	-90	-68	-69	0	0	0	0	0	0	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	-86	0	0	0	-93	0	-80	0	-78	-80	0	-89	0	0	0	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1342	-3142	430	10914	-8993	190	32	996	-1	0	0	-1	32	980	1	1606974583
0	-69	0	0	0	0	0	-75	-77	0	-78	-77	-78	-75	0	0	-81	-87	-88	-87	-83	-83	-87	-87	-83	-83	-85	-90	-90	0	-90	-89	-90	-66	0	0	0	0	0	0	0	-94	0	0	0	0	0	-79	0	0	0	0	0	0	0	0	0	0	0	-93	0	0	0	0	0	0	0	0	0	0	0	-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1343	-3097	429	10920	-8998	192	33	997	1	0	0	0	32	980	0	1606974585
-60	0	0	0	-64	0	0	-74	-77	-80	-77	0	-78	-76	0	0	0	-89	-89	-88	0	0	-89	-88	0	0	-85	-92	-89	0	-90	-89	-89	-67	0	0	0	0	0	0	0	-92	0	-74	0	0	0	-84	0	0	0	0	0	0	0	0	0	0	0	-93	0	0	0	0	0	0	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1328	-3067	414	10959	-8984	191	31	996	6	0	0	0	32	980	2	1606974586
0	0	-57	-62	0	-69	0	0	-76	-78	-77	-76	-79	-75	0	-84	0	-88	-88	-89	0	-83	-89	-90	0	0	-86	-90	-88	0	0	-92	-90	-67	0	0	0	0	0	0	0	0	0	-74	0	0	0	0	0	0	0	0	0	0	-93	0	-83	0	0	-92	-93	-83	0	-83	-82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1283	-3052	414	10967	-8980	190	34	997	3	0	0	-1	32	980	3	1606974588
-60	0	-56	0	-65	0	0	0	-74	0	-75	-76	-78	0	0	0	0	-82	-83	-82	0	0	-82	-84	0	0	-85	-90	-92	-95	-91	-91	-89	-62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-93	-95	0	0	0	0	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1328	-3021	354	10971	-8979	191	33	997	5	0	0	-1	32	980	3	1606974589
-56	-68	-55	-61	-66	0	0	0	-75	-77	-75	-75	-78	-76	0	0	0	-83	-83	-83	0	-84	-83	-82	0	0	-88	-90	-90	0	-90	-89	-90	-61	0	0	0	0	0	0	0	0	0	-71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1328	-3097	459	10989	-8970	190	33	996	3	0	0	-1	32	980	5	1606974591
-59	0	-56	-64	-65	0	-77	0	-76	0	-76	-76	-78	-77	0	0	0	-83	-84	-84	0	0	-84	-84	0	0	-85	-90	-90	-94	-91	-90	-89	-63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-95	0	0	0	0	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1343	-3052	444	10984	-8973	190	33	997	3	-1	-1	0	32	980	4	1606974592
-61	-66	-55	-66	-66	-70	0	0	-76	0	-77	-78	-79	0	0	0	0	-89	-91	-90	0	-83	-91	-91	0	0	-83	-91	-90	0	-90	-91	-91	-66	0	0	0	0	0	0	0	0	0	0	0	0	0	-85	0	0	0	0	0	0	0	0	0	0	0	-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1267	-3082	429	11000	-8966	191	35	997	4	-1	-1	0	32	980	5	1606974594
-59	-60	-62	-69	-68	0	-76	-72	-75	-78	-76	-76	-78	-75	0	0	0	-87	-86	-86	0	0	-87	-86	0	0	-86	-90	-91	0	-90	-90	-91	-67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-84	0	0	0	-91	0	0	0	0	0	0	0	0	0	-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1328	-3067	444	11004	-8964	191	35	997	1	-1	-1	0	32	980	6	1606974596
0	-67	-56	-60	-69	-70	-83	0	-78	0	-77	-76	-79	0	0	-83	0	-88	-89	-89	0	-85	-91	-90	0	0	-86	-91	-91	0	-90	-90	-92	-66	0	0	0	0	0	0	0	0	0	0	0	0	0	-86	0	0	0	0	0	0	0	0	0	0	0	-95	0	0	0	0	0	0	0	0	0	-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1328	-3097	415	10997	-8967	191	35	996	2	0	-1	-1	32	980	5	1606974597
